"Dates","EUNW GY Equity","IS3N GY Equity","ICGA GY Equity","QDV5 GY Equity","CEBJ GR Equity","XMTW GY Equity","H4ZT GY Equity","XCS3 GT Equity","XCS4 GY Equity","IUSS GY Equity","IUS7 GY Equity","IUSP GY Equity","IBCA GY Equity","IBCM GY Equity","IUSM GY Equity","IBCI GY Equity","EUN5 GY Equity","XPQP GY Equity","XMBR GY Equity","D5BI GY Equity","XMLA GT Equity","IBC4 GY Equity","LTUR GY Equity","LYXGRE GY Equity","IBCJ GY Equity"
2019-01-15,101.26,23.423,NA,4.428,122.74,22.4,75.05,10.552,22.29,NA,92.684,52.958,144,211.6,168.175,206.22,127.95,1.6776,44.535,3.842,41.99,28.095,27.22,0.7559,18.836
2019-01-16,101.84,23.692,NA,4.457,125.24,22.52,76.06,10.586,22.63,NA,92.97,53.154,144.085,211.8,167.805,206.5,128.125,1.6658,44.35,3.8785,42.03,28.63,28.555,0.7588,19.122
2019-01-17,101.68,23.63,NA,4.455,124.88,22.43,76.01,10.646,22.635,NA,92.686,51.584,144.055,211.81,168.02,206.24,127.35,1.6644,44.38,3.8715,42.06,28.115,29.06,0.7461,19.014
2019-01-18,102.04,23.999,NA,4.454,126.1,22.8,76.89,10.724,22.77,NA,93.446,51.608,144.1,211.64,167.745,206.9,127.535,1.6998,45.065,3.902,42.605,28.375,29.845,0.7541,19.126
2019-01-21,102.05,23.798,NA,4.4445,124.8,22.645,76.57,10.712,22.765,NA,93.662,51.568,144.07,211.54,167.85,206.29,127.59,1.6792,44.555,3.8725,42.22,28.365,29.65,0.7581,18.954
2019-01-22,101.785,23.647,NA,4.437,124.1,22.61,76.13,10.636,22.865,NA,93.43,51.572,144.09,211.85,168.165,206.27,127.495,1.6688,44.595,3.85,42.055,28.205,29.88,0.7687,18.962
2019-01-23,101.605,23.634,NA,4.412,124.82,22.56,76.35,10.554,22.97,NA,93.538,51.576,144.08,212.04,167.86,206.49,127.59,1.669,44.58,3.8315,41.99,28.105,30.265,0.7673,19.356
2019-01-24,101.88,23.978,NA,4.4795,127.78,22.875,77,10.676,23.265,NA,94.506,52.02,144.15,213.05,168.905,207.32,127.995,1.6892,45.76,3.8625,42.815,28.495,31.135,0.7709,19.344
2019-01-25,102.09,24.193,NA,4.4195,130.34,23.185,76.92,10.724,23.32,NA,94.008,51.964,144.135,212.96,167.765,207.57,127.955,1.679,45.61,3.859,42.735,28.595,30.715,0.772,19.214
2019-01-28,101.935,23.838,NA,4.316,128.94,22.835,75.59,10.62,23.1,NA,93.086,51.656,144.09,212.87,167.34,207.01,127.935,1.673,44.22,3.8495,41.82,28.19,30.06,0.7645,18.978
2019-01-29,101.945,23.953,NA,4.328,129.68,22.74,75.25,10.606,23.11,NA,93.162,51.932,144.115,213.02,167.71,207,127.88,1.674,45.05,3.857,42.42,28.645,31.125,0.7664,19.024
2019-01-30,102.1,24.084,NA,4.3105,132.28,22.765,75.11,10.578,23.36,NA,93.36,51.96,144.11,213.08,167.7,207.15,128.13,1.6534,45.265,3.799,42.375,28.485,31.57,0.7694,18.888
2019-01-31,102.5,24.53,NA,4.4035,132.18,23.3,77.74,10.642,23.615,NA,94.44,52.804,144.03,213.41,168.095,207.73,128.68,1.6732,46.995,3.8785,43.78,29.35,31.75,0.7669,19.296
2019-02-01,102.545,24.392,NA,4.388,131.44,23.14,77.01,10.606,23.605,NA,94.156,52.77,143.955,213.07,167.535,206.95,128.73,1.6816,46.225,3.8565,43.305,28.9,31.18,0.7771,19.146
2019-02-04,102.565,24.555,NA,4.405,132.3,23.33,76.94,10.73,23.79,NA,94.468,52.786,143.94,212.79,167.69,206.92,128.625,1.6868,46.59,3.881,43.645,28.655,31.33,0.8,19.198
2019-02-05,103.03,24.814,NA,4.4355,134.1,23.58,77.35,10.82,23.875,NA,95.408,52.948,143.91,212.75,168.55,206.75,129.085,1.7148,46.435,3.916,43.695,29.15,31.405,0.8036,19.33
2019-02-06,103.03,24.707,NA,4.4925,133.84,23.645,77.24,10.768,23.88,NA,95.108,52.836,143.9,212.64,169.065,206.53,129.055,1.696,45.81,3.9095,43.265,28.835,31.295,0.8003,19.26
2019-02-07,102.74,24.247,NA,4.511,130.5,23.255,76.18,10.744,23.715,NA,95.042,52.692,143.75,212.76,169.815,205.93,129.15,1.6924,44.485,3.8555,42.15,28.005,30.95,0.7832,18.8
2019-02-08,102.44,24.204,NA,4.448,129.14,23.18,76.18,10.752,23.53,NA,95.028,52.666,143.715,212.89,170.695,205.36,129.035,1.69,44.065,3.8285,41.87,27.835,31.185,0.7872,18.72
2019-02-11,102.49,24.394,NA,4.4605,130.38,23.295,76.4,10.824,23.6,NA,95.194,52.53,143.77,212.87,170.95,205.51,128.935,1.7108,44.255,3.8305,41.95,27.96,31.81,0.7915,18.66
2019-02-12,102.78,24.483,NA,4.4735,131.62,23.43,75.21,10.808,23.745,NA,95.086,52.554,143.855,213.03,170.115,205.8,128.99,1.6914,45.615,3.815,42.72,28.095,31.765,0.7932,18.842
2019-02-13,102.915,24.396,NA,4.4215,132.22,23.28,74.27,10.766,23.84,NA,95.592,52.316,143.895,213.26,170.4,206.24,129.275,1.656,45.1,3.7125,42.14,27.545,30.975,0.7999,18.51
2019-02-14,102.84,24.28,NA,4.409,132.04,23.21,73.6,10.774,23.755,NA,95.184,52.05,143.87,213.37,170.98,206.3,129.165,1.6568,45.04,3.7015,42.03,27.085,30.965,0.7855,18.296
2019-02-15,103.225,24.444,NA,4.395,131.44,23.36,74.21,10.874,23.85,NA,95.454,52.458,143.915,213.36,170.955,206.38,129.34,1.6754,46.53,3.7645,43.18,27.465,31.515,0.7889,18.53
2019-02-18,103.32,24.413,NA,4.331,131.62,23.385,75.15,10.804,23.67,NA,95.078,52.378,143.955,213.6,170.36,206.84,129.38,1.668,45.535,3.7835,42.66,27.675,30.82,0.8012,18.412
2019-02-19,103.32,24.426,NA,4.318,131.48,23.39,75.57,10.914,23.825,NA,94.972,52.356,143.945,213.53,170.5,206.78,129.515,1.655,46.525,3.7965,43.255,27.68,30.935,0.8075,18.41
2019-02-20,103.445,24.706,NA,4.378,133.42,23.72,75.77,11.032,23.95,NA,94.71,52.512,143.86,213.34,169.93,206.48,129.45,1.6834,46.245,3.808,43.22,28.165,30.655,0.8145,18.722
2019-02-21,103.575,24.514,NA,4.3835,132.18,23.66,75.2,10.996,23.705,NA,94.85,52.328,143.865,213.18,169.705,206.22,129.34,1.6534,45.07,3.7915,42.43,27.865,30.66,0.8201,18.436
2019-02-22,103.62,24.869,NA,4.4345,133.46,23.96,75.45,11.006,23.94,NA,95.268,52.544,143.8,213.51,170.07,206.16,129.365,1.6764,46.04,3.8785,43.345,28.415,30.925,0.821,18.624
2019-02-25,103.955,25.172,NA,4.484,134.38,24.115,76.5,11.058,24.3,NA,95.4,52.72,143.935,213.87,169.655,206.55,129.42,1.6974,46.03,3.8935,43.44,28.82,31.465,0.8318,18.77
2019-02-26,104.175,24.976,NA,4.4475,136.48,23.945,76.13,10.998,24.075,NA,95.21,52.62,144,213.96,170.01,206.57,129.385,1.6924,45.755,3.8305,43.075,28.69,31.41,0.8372,18.78
2019-02-27,104.355,24.788,NA,4.401,132.94,23.76,75.25,10.902,23.885,NA,95.264,52.516,143.91,213.3,169.5,205.79,129.51,1.6664,45.785,3.7775,42.88,28.22,30.935,0.8294,18.574
2019-02-28,104.135,24.51,NA,4.443,130.12,23.49,73.27,10.77,23.5,NA,95.042,52.264,143.935,213.11,168.75,205.91,129.39,1.6256,44.66,3.721,41.98,27.97,30.74,0.842,18.574
2019-03-01,104.41,24.495,NA,4.446,129.98,23.55,73.41,10.702,23.125,NA,94.908,52.106,143.92,212.89,168.595,206.15,129.53,1.599,44.08,3.701,41.52,27.49,30.1,0.8475,18.558
2019-03-04,104.57,24.611,NA,4.435,129.44,23.575,73.72,10.698,23.045,NA,95.178,52.192,143.945,213.31,169.65,206.78,129.75,1.616,43.86,3.698,41.385,27.555,30.55,0.8396,18.52
2019-03-05,104.525,24.977,NA,4.572,129.44,23.775,74.23,10.786,23.345,NA,95.262,52.398,143.97,213.6,169.845,206.96,129.615,1.6202,44.71,3.7185,41.945,28.06,30.655,0.8378,18.636
2019-03-06,104.22,24.912,NA,4.622,129.44,23.8,74.11,10.77,23.13,NA,95.384,52.292,144.08,214.38,170.265,207.64,129.575,1.6494,44.06,3.668,41.45,27.895,30.075,0.8428,18.596
2019-03-07,104.16,24.677,NA,4.6385,129.44,23.72,73.73,10.804,23.33,NA,96,52.278,144.305,215.88,172.285,208.73,129.89,1.6658,43.215,3.6565,40.945,27.42,29.87,0.8385,18.472
2019-03-08,103.8,24.301,NA,4.606,126.74,23.44,72.16,10.728,23.3,NA,95.61,52.142,144.2,215.71,172.17,207.79,129.58,1.6526,43.325,3.604,40.77,27.33,29.5,0.8291,18.376
2019-03-11,103.975,24.798,NA,4.733,127.3,23.715,73.11,10.742,23.4,NA,96.334,52.392,144.14,215.61,172.26,207.72,129.715,1.6578,45.075,3.664,42.045,27.53,29.425,0.8366,18.396
2019-03-12,104.25,24.832,NA,4.7455,128.4,23.825,72.47,10.73,23.315,NA,95.972,52.386,144.13,215.61,171.525,208,130.075,1.6302,45.36,3.6755,42.28,27.59,29.575,0.839,18.504
2019-03-13,104.45,24.752,NA,4.744,126.76,23.87,71.92,10.728,23.435,NA,95.814,52.328,144.11,215.51,171.535,208.16,130.205,1.633,45.11,3.6585,42.115,27.2,29.72,0.8451,18.476
2019-03-14,102.975,24.668,NA,4.752,126.4,23.735,72.29,10.666,23.23,NA,95.546,52.228,144.175,215.58,171.305,208.54,130.33,1.6212,45.105,3.66,42.14,27.13,29.72,0.8555,18.518
2019-03-15,102.875,24.977,NA,4.8115,128.32,24.06,74.3,10.77,23.235,NA,95.762,52.4,144.16,215.61,171.49,208.42,130.405,1.6448,45.71,3.7135,42.68,27.54,29.965,0.8571,18.802
2019-03-18,102.99,25.117,NA,4.8305,128,24.17,75.02,10.864,23.055,NA,95.782,52.53,144.195,216.04,171.405,208.72,130.575,1.6604,46.025,3.766,42.99,27.745,30.21,0.8602,18.84
2019-03-19,103.25,25.232,NA,4.842,128.32,24.28,74.97,10.848,23.305,NA,95.654,52.612,144.135,215.55,170.89,208.4,130.655,1.6548,46.75,3.7795,43.51,27.735,30.225,0.8554,18.904
2019-03-20,102.875,24.961,NA,4.8125,127.74,24.13,74.4,10.786,23.115,NA,95.396,52.584,144.12,215.68,171.24,208.61,130.39,1.6392,45.54,3.7735,42.705,27.195,29.72,0.8526,18.886
2019-03-21,103.11,25.06,NA,4.8245,129.68,24.47,75.3,10.746,23.23,NA,96.522,52.872,144.205,216.58,172.175,209.56,130.7,1.6726,43.835,3.855,41.895,27.545,29.73,0.8552,18.92
2019-03-22,102.825,24.717,NA,4.759,128.48,24.36,74.31,10.614,23.35,NA,96.352,52.436,144.19,217.26,174.12,209.36,130.745,1.6738,42.68,3.762,40.855,27.09,27.495,0.8407,18.554
2019-03-25,102.76,24.682,NA,4.7455,127.76,24.165,73.87,10.634,23.405,NA,96.432,52.586,144.11,216.86,174.135,208.91,130.6,1.6688,42.705,3.784,40.91,27.16,28.14,0.8322,18.566
2019-03-26,102.97,24.796,NA,4.8035,127.9,24.42,74.69,10.634,23.465,NA,96.872,52.628,144.17,216.92,174.355,208.75,130.765,1.6746,43.17,3.7965,41.22,27.065,28.365,0.8472,18.628
2019-03-27,102.96,24.675,NA,4.7785,126.6,24.335,73.68,10.582,23.2,NA,96.812,52.154,144.24,217.86,175.55,208.72,131.11,1.6536,41.765,3.7805,40.335,27.125,26.855,0.8486,18.588
2019-03-28,103.035,24.733,NA,4.8405,127.04,24.455,74.27,10.608,23.26,NA,97.07,52.02,144.2,217.43,175.945,208.31,131.075,1.6662,41.815,3.7515,40.28,26.975,26.485,0.8496,18.48
2019-03-29,103.305,25.123,NA,4.8795,127.82,24.795,74.89,10.646,23.515,NA,97.49,52.284,144.185,217.42,175.575,208.52,131.315,1.6832,43.62,3.767,41.45,27.79,26.625,0.8585,18.458
2019-04-01,103.54,25.493,NA,4.925,130.12,24.995,75.2,10.56,23.635,NA,97.76,52.848,144.16,216.68,174.855,208.44,131.205,1.6816,44.235,3.858,42.165,28.735,27.705,0.8764,18.722
2019-04-02,103.81,25.479,NA,4.9595,130.12,25.01,75.35,10.564,23.705,NA,97.874,52.784,144.145,216.94,175.385,208.69,131.315,1.6832,43.825,3.8405,41.795,28.535,26.955,0.884,18.952
2019-04-03,104.085,25.71,NA,4.9505,132.68,25.175,76.47,10.672,23.83,NA,97.46,52.868,144.105,216.4,174.105,208.2,131.14,1.6982,44.13,3.834,42.025,29.205,27.245,0.8808,19.318
2019-04-04,103.935,25.714,NA,4.92,132.86,25.26,76.9,10.688,23.67,NA,97.706,52.83,144.08,216.69,174.405,208.45,131.165,1.6934,43.97,3.8745,42.085,29.275,28.765,0.8713,19.152
2019-04-05,104.04,25.914,NA,4.944,133.02,25.38,76.87,10.696,23.66,NA,97.964,53.026,144.1,216.8,174.555,208.79,131.185,1.7006,44.655,3.979,42.81,29.555,28.46,0.8832,18.852
2019-04-08,104.01,25.789,NA,4.8585,131.4,25.225,76.13,10.664,23.605,NA,97.328,52.842,144.115,216.84,173.825,208.97,131.195,1.708,44.5,4.022,42.78,29.41,27.465,0.886,18.972
2019-04-09,104.035,25.771,NA,4.882,131.72,25.245,76.24,10.582,23.72,NA,97.342,52.846,144.115,217.14,173.92,209.09,131.34,1.706,43.975,4.0475,42.555,29.575,27.715,0.8791,19.002
2019-04-10,104.14,25.922,NA,4.8845,132.5,25.37,76.46,10.568,23.86,NA,97.268,53.18,144.21,217.68,174.315,209.43,131.48,1.7166,44.275,4.0535,42.8,30.485,27.43,0.8871,19.232
2019-04-11,104.175,25.612,NA,4.874,131.8,25.215,74.57,10.37,23.66,NA,96.738,52.944,144.195,217.87,173.97,209.29,131.485,1.7004,43.23,3.9965,41.985,30.045,26.84,0.8905,19.076
2019-04-12,104.39,25.74,NA,4.8545,133.34,25.27,74.69,10.422,23.785,NA,96.322,52.858,144.16,216.93,172.635,208.78,131.23,1.6998,42.885,4.0125,41.82,30.285,26.73,0.891,19.03
2019-04-15,104.505,25.579,NA,4.866,132.74,25.275,74.97,10.422,23.645,NA,96.232,52.806,144.15,216.56,172.715,208.72,131.315,1.6744,42.465,3.987,41.5,30.015,26.305,0.9033,18.976
2019-04-16,104.64,25.774,NA,4.9,133.8,25.54,76.11,10.374,23.8,NA,96.46,52.708,144.13,216.52,172.515,208.58,131.47,1.6838,42.735,4.001,41.64,30.345,26.755,0.9095,19.074
2019-04-17,104.575,25.828,NA,4.9155,133.74,25.79,77.79,10.326,23.875,4.539,96.516,52.878,144.13,216.28,172.405,208.54,131.36,1.6872,41.31,4.021,40.955,30.505,27.49,0.9071,19.11
2019-04-18,104.65,25.961,NA,4.937,132.6,26.065,77.73,10.344,24.13,4.5675,96.99,53.054,144.12,216.98,173.595,209.25,131.71,1.6964,42.48,4.1145,41.835,30.85,27,0.9122,19.08
2019-04-23,104.785,25.921,NA,4.8475,132.6,26.09,77.1,10.53,24.12,4.607,97.45,52.914,144.03,216.35,174.095,208.88,131.74,1.6926,43.275,4.0515,42.095,30.505,26.535,0.9148,19.044
2019-04-24,104.69,25.729,NA,4.8805,130.08,25.955,76.32,10.522,23.95,4.611,97.426,52.612,144.1,217.18,175.045,209.17,132.06,1.685,42.225,4.0425,41.43,30.05,26.39,0.9113,18.968
2019-04-25,104.38,25.691,NA,4.875,130,26.03,75.12,10.548,24.055,4.661,97.584,52.452,144.05,216.8,175.865,208.76,131.975,1.7046,43.205,4.0415,41.955,30.075,25.745,0.9162,18.932
2019-04-26,104.425,25.803,NA,4.9315,130,25.92,76.37,10.644,24.1,4.651,97.722,52.602,144.135,217.5,175.8,208.62,132.105,1.7094,43.665,4.073,42.35,30.62,25.815,0.9161,18.976
2019-04-29,104.405,25.787,NA,4.9215,130.7,25.855,75.88,10.574,23.935,4.655,97.722,52.466,144.115,217.43,175.46,209.05,132.06,1.6978,43.405,4.038,41.995,30.23,25.7,0.9165,18.914
2019-04-30,104.375,25.602,NA,4.897,130.7,25.77,75.9,10.536,23.98,4.6275,97.418,52.322,144.15,217.46,175.08,209.7,132.13,1.716,43.275,3.987,41.8,30.15,25.845,0.9129,18.774
2019-05-02,104.05,25.586,NA,4.8865,129.1,25.885,74.19,10.412,23.92,4.661,97.45,52.008,144.17,217.34,174.75,209.46,131.995,1.722,42.84,3.9485,41.34,29.915,25.305,0.9155,18.564
2019-05-03,104,25.899,NA,4.9195,128.62,26.285,74.41,10.574,24.3,4.6745,97.804,52.308,144.195,217.46,175.03,209.52,132.11,1.7422,43.37,3.991,41.8,30.65,25.405,0.9141,18.724
2019-05-06,103.82,25.292,NA,4.847,126.38,25.745,73.18,10.46,24.01,4.551,97.634,51.958,144.19,217.53,175.545,209.22,132.05,1.7022,42.57,3.951,41.16,30.015,24.93,0.8925,18.474
2019-05-07,103.485,24.95,NA,4.7545,125.06,25.725,72.52,10.402,23.775,4.456,97.716,51.788,144.22,218.02,176.12,209.34,132.015,1.6812,41.775,3.887,40.465,29.72,23.86,0.8882,17.89
2019-05-08,103.39,24.907,NA,4.707,125.3,25.64,72.03,10.39,23.74,4.457,97.406,51.97,144.16,217.92,175.79,209.16,131.77,1.6698,43.38,3.856,41.265,29.84,23.64,0.8814,17.714
2019-05-09,102.975,24.063,NA,4.5985,120.02,24.805,69.59,10.19,23.375,4.364,96.558,51.534,144.12,217.52,175.67,208.48,131.51,1.628,41.815,3.7595,40.04,28.745,22.89,0.8613,17.342
2019-05-10,103.265,24.178,NA,4.6015,120.38,24.94,69.6,10.118,23.61,4.357,96.772,51.84,144.08,217.65,175.625,208.33,131.575,1.6226,41.585,3.768,39.895,29.44,23.445,0.8673,17.516
2019-05-13,102.885,23.626,NA,4.51,117.18,24.22,68.29,10.02,23.475,4.129,96.546,51.654,144.085,217.79,176.335,208.46,131.475,1.5946,40.79,3.7625,39.325,28.865,22.91,0.8598,17.296
2019-05-14,103.095,24.09,NA,4.6125,118.98,24.615,69.79,10.182,23.8,4.2025,97.058,52.034,144.005,217.62,176.365,208.07,131.57,1.6316,40.975,3.8465,39.67,29.245,23.79,0.8697,17.278
2019-05-15,103.12,24.053,NA,4.5815,119.62,24.635,68.16,10.234,23.64,4.236,97.164,52.178,144,217.81,176.835,208.11,131.63,1.6204,40.52,3.8505,39.355,29.12,23.74,0.8663,17.302
2019-05-16,103.525,24.206,NA,4.6645,121.66,24.565,67.64,10.296,23.65,4.2965,97.296,52.278,144.055,217.49,174.885,208.39,131.81,1.6052,40.195,3.885,39.24,29.43,23.605,0.862,17.488
2019-05-17,103.47,23.709,NA,4.6935,116.82,24.02,65.68,10.224,23.245,4.296,97.414,51.936,144.12,217.72,175.22,208.55,131.875,1.6152,39.55,3.8595,38.72,28.46,23.38,0.8681,17.374
2019-05-20,103.425,23.521,NA,4.8645,116.48,23.74,66.73,10.14,23.135,4.2355,97.116,51.874,144.04,217.38,174.97,208.13,131.795,1.6138,39.26,3.8875,38.56,28.22,23.555,0.8451,17.35
2019-05-21,103.595,23.752,NA,4.8475,118.18,23.945,68.01,10.166,23.21,4.3,97.73,51.996,144.08,217.44,174.785,208.28,131.675,1.6506,40.985,3.849,39.525,28.04,23.035,0.8642,17.444
2019-05-22,103.375,23.765,NA,4.8565,118.76,23.95,67.33,10.168,23.46,4.3185,97.734,52.046,144.105,217.61,175.345,208.64,131.555,1.671,41.64,3.8345,39.9,28.03,22.5,0.8695,17.706
2019-05-23,103.04,23.459,NA,4.837,117.44,23.375,69.51,10.12,23.295,4.213,97.336,51.98,144.125,218,176.135,208.35,131.345,1.6628,41.525,3.826,39.725,27.06,22.67,0.8606,17.362
2019-05-24,103.255,23.359,NA,4.893,116.8,23.435,69.95,10.092,23.23,4.1735,97.16,52.028,144.175,218.38,175.645,208.71,131.45,1.6522,41.26,3.7615,39.37,27.005,23.01,0.8682,17.506
2019-05-27,103.36,23.485,NA,4.907,117.24,23.47,71.16,10.132,23.435,4.143,97.29,52.142,144.1,218.33,176.03,208.83,131.615,1.6512,41.855,3.786,39.86,27.09,22.975,0.9226,17.514
2019-05-28,103.285,23.541,NA,4.9265,117.54,23.445,70.43,10.218,23.625,4.2195,97.584,51.994,144.065,218.38,176.665,208.1,131.545,1.663,42.525,3.763,40.125,26.38,23.595,0.9345,17.602
2019-05-29,102.965,23.577,NA,4.907,115.48,23.27,71.77,10.354,23.69,4.1665,97.88,52.138,144.12,218.94,178.025,209.36,131.52,1.6892,43.19,3.774,40.495,27,23.805,0.9364,17.538
2019-05-30,102.975,23.88,NA,4.9345,117.54,23.62,72.37,10.532,23.74,4.223,98.126,52.534,144.08,218.77,177.605,209.34,131.67,1.7162,44.04,3.8945,41.405,27.735,25.15,0.9622,17.904
2019-05-31,102.605,23.931,NA,4.9735,116.58,23.88,74.38,10.61,23.855,4.2135,97.888,52.472,144.135,219.2,178.395,209.63,131.72,1.739,44.475,3.7345,41.45,28.055,25.565,0.9713,18.086
2019-06-03,102.455,24.049,NA,5.027,119.02,23.995,74.97,10.6,24.055,4.183,97.366,52.48,144.085,219.49,178.32,209.91,131.56,1.766,44.185,3.698,41.13,28.47,25.165,0.978,18.036
2019-06-04,102.87,23.929,NA,4.9745,118.86,23.82,74.04,10.48,23.94,4.1625,97.606,52.586,144.16,219.86,177.49,210.33,131.87,1.7248,44.48,3.7755,41.605,27.84,25.555,0.952,17.996
2019-06-05,103.13,23.783,NA,4.9615,118.5,23.765,74.04,10.536,23.995,4.135,97.982,52.53,144.18,220.27,177.6,210.59,132.19,1.7256,43.725,3.7735,41.205,27.55,25.54,0.964,17.918
2019-06-06,103.23,23.684,NA,4.903,118.3,23.585,73.99,10.506,24.01,4.1465,97.83,52.432,144.22,220.63,177.245,210.48,132.405,1.715,43.895,3.717,41.065,27.26,25.25,0.9555,18.21
2019-06-07,103.745,23.845,NA,4.897,118.58,23.725,74.26,10.47,24.135,4.166,97.912,52.504,144.305,221.47,177.02,211.36,132.605,1.716,44.535,3.7335,41.515,27.595,26.175,0.9583,18.376
2019-06-11,103.895,24.285,NA,4.907,120.62,24.095,75.04,10.488,24.27,4.439,98.172,53.144,144.27,221.16,176.27,211.04,132.695,1.7288,44.595,3.8805,42.05,28.63,25.77,0.9869,18.48
2019-06-12,103.585,24.077,NA,4.887,119.64,24.045,74.26,10.454,24.145,4.484,98.188,53.196,144.265,220.8,176.62,210.27,132.645,1.7126,45.375,3.8705,42.525,28.23,25.885,0.98,18.398
2019-06-13,103.66,24.098,NA,4.884,118.9,23.94,74.06,10.416,24.325,4.416,97.906,53.352,144.24,221.14,177.74,210.41,132.585,1.7182,45.245,3.8675,42.415,28.145,24.945,0.988,18.56
2019-06-14,103.525,24.087,NA,4.8515,119.04,23.93,74.09,10.43,24.365,4.437,98.526,53.584,144.295,221.72,178.87,210.3,132.745,1.7054,45.05,3.8535,42.265,28.35,25.185,0.9867,18.474
2019-06-17,103.695,24.041,NA,4.7945,119.14,23.965,73.5,10.428,24.215,4.4425,98.466,53.448,144.31,221.6,178.705,210.35,132.725,1.6918,44.44,3.853,41.9,28.18,25.595,0.9917,18.388
2019-06-18,104.45,24.678,NA,4.8645,122.4,24.54,75.76,10.656,24.87,4.494,99.67,54.022,144.485,223.54,179.845,213.72,133.605,1.7362,45.64,3.8645,42.705,29.275,26.415,0.9825,18.774
2019-06-19,104.55,24.648,NA,4.807,123,24.79,76.5,10.608,24.96,4.4375,99.556,53.934,144.47,223.02,178.89,213.62,133.55,1.7324,45.345,3.854,42.475,29.14,26.455,0.9811,18.674
2019-06-20,104.965,25.051,NA,4.8565,124.62,25.095,77.08,10.77,25.405,4.3695,100.22,54.628,144.47,223.33,179.555,215.02,134.095,1.7546,46.525,3.9165,43.38,29.635,26.505,0.9752,19.006
2019-06-21,104.94,24.914,NA,4.795,123.74,24.98,75.82,10.716,25.285,4.3595,99.382,54.384,144.42,222.71,177.815,214.29,133.955,1.746,46.755,3.8805,43.405,29.575,26.25,0.9831,18.65
2019-06-24,104.875,24.741,NA,4.7655,123.3,24.75,75.33,10.622,25.285,4.166,98.702,54.052,144.455,222.96,177.11,214.2,133.96,1.7502,46.63,3.833,43.225,28.965,26.505,0.9875,18.842
2019-06-25,104.675,24.634,4.513,4.813,123.36,24.57,75.43,10.632,25.245,4.1685,98.68,54.162,144.42,223.33,177.75,214.04,133.99,1.744,46.185,3.8525,43.065,28.86,26.725,0.9831,18.672
2019-06-26,104.65,24.765,4.557,4.8395,124.22,24.55,75.52,10.65,25.23,4.213,98.53,54.056,144.425,223.01,177.1,213.81,133.775,1.7436,45.74,3.8615,42.845,29.035,26.405,0.9906,18.748
2019-06-27,104.915,24.867,4.596,4.865,124.66,24.75,76.35,10.654,25.325,4.2795,98.736,54.162,144.445,223.12,177.425,213.81,133.9,1.7556,45.13,3.827,42.38,29.165,26.67,0.9951,18.884
2019-06-28,105.125,24.853,4.597,4.8295,124.24,24.68,76.58,10.618,25.34,4.2775,99.03,54.318,144.485,223.45,177.505,214.3,134.035,1.7332,46.155,3.783,42.89,29.065,26.92,1.008,18.854
2019-07-01,105.31,25.339,4.7355,4.9,124.6,25.37,77.9,10.808,25.74,4.308,100.2,54.864,144.605,224.48,178.6,215.11,134.24,1.7618,46.735,3.8575,43.5,29.625,28.89,1.0188,18.914
2019-07-02,105.445,25.268,4.737,4.93,123.76,25.36,77.94,10.838,25.69,4.2945,100.3,54.932,144.64,224.96,179.17,215.2,134.37,1.7756,45.745,3.8715,42.885,29.335,28.98,1.027,18.944
2019-07-03,105.735,25.228,4.72,4.942,123,25.135,77.81,10.838,25.785,4.323,100.835,55.194,144.705,226.24,180.055,216.91,134.61,1.7828,46.205,3.8765,43.21,29.37,29.02,1.0422,18.966
2019-07-04,105.76,25.399,4.7285,4.9715,123.08,25.21,77.85,10.882,25.54,4.314,101.11,55.458,144.635,226.07,180.005,216.78,134.795,1.7794,48.115,3.8935,44.44,29.45,29.17,1.0518,19.074
2019-07-05,105.61,25.275,4.7005,4.9055,121.86,25.11,77.57,10.81,25.46,4.3195,100.94,55.318,144.59,225.18,179.625,216.89,134.67,1.776,48.06,3.8895,44.425,29.26,29.23,1.06,18.908
2019-07-08,105.525,25.136,4.641,4.842,119.64,25.105,78.1,10.872,25.54,4.328,100.995,55.464,144.55,224.91,179.985,216.54,134.565,1.7812,48.395,3.9535,44.805,29.42,28.49,1.0316,18.892
2019-07-09,105.415,25.041,4.616,4.846,119.52,25.185,78.73,10.91,25.49,4.3345,100.73,55.344,144.545,224.74,179.715,216.31,134.4,1.7728,48.71,3.928,44.865,28.905,28,0.9885,18.71
2019-07-10,105.4,25.175,4.6245,4.814,120.38,25.485,78.92,10.856,25.8,4.359,100.425,55.124,144.52,224.36,179.145,216.53,134.245,1.7752,49.76,3.775,45.16,29.45,28.615,0.9861,18.684
2019-07-11,105.43,25.126,4.607,4.8105,121.24,25.515,78.63,10.82,25.555,4.3735,99.962,53.938,144.54,223.8,178.52,216.36,133.51,1.7794,49.28,3.8035,44.9,29.55,29.01,0.9791,18.668
2019-07-12,105.36,25.101,4.61,4.81,121.02,25.46,78.21,10.794,25.155,4.3695,99.776,53.838,144.515,223.18,178.15,216.13,133.495,1.7858,49.27,3.814,45,29.24,28.065,0.9752,18.684
2019-07-15,105.36,25.232,4.652,4.834,121.24,25.645,79.19,10.826,25.265,4.417,100.2,54.13,144.6,224.16,178.505,216.96,133.745,1.8324,49.03,3.875,45.005,29.665,28.27,0.9745,18.754
