"Dates","EUNW GY Equity","IS3N GY Equity","ICGA GY Equity","QDV5 GY Equity","CEBJ GR Equity","XMTW GY Equity","H4ZT GY Equity","XCS3 GT Equity","XCS4 GY Equity","IUSS GY Equity","IUS7 GY Equity","IUSP GY Equity","IBCA GY Equity","IBCM GY Equity","IUSM GY Equity","IBCI GY Equity","EUN5 GY Equity","XPQP GY Equity","XMBR GY Equity","D5BI GY Equity","XMLA GT Equity","IBC4 GY Equity","LTUR GY Equity","LYXGRE GY Equity","IBCJ GY Equity"
2011-02-25,103.39,NA,NA,NA,89.46,13.88,NA,NA,NA,NA,75.53,NA,135.24,156.65,126.49,181.48,114.45,NA,50.2,3.81,46.48,NA,46.65,4.014,NA
2011-02-28,103.45,NA,NA,NA,88.4,13.92,NA,NA,NA,NA,75.41,NA,135.28,156.41,126.23,181.49,114.5,NA,50.58,3.845,46.71,23.23,46.24,3.978,NA
2011-03-01,103.53,NA,NA,NA,88.2,14.02,NA,NA,NA,NA,75.55,NA,135.29,156.35,125.69,181.49,114.47,NA,50.63,3.838,46.6,23.42,44.39,3.94,NA
2011-03-02,103.49,NA,NA,NA,87.49,13.9,NA,NA,NA,NA,75.37,NA,135.33,156.18,125.5,181.13,114.47,NA,50.5,3.8,46.55,23.23,43.79,3.965,NA
2011-03-03,103.5,NA,NA,NA,89.21,14.09,NA,NA,NA,NA,75.2,NA,134.83,154.74,123.67,179.66,113.66,NA,50.76,3.84,46.88,23.37,44.91,4.014,NA
2011-03-04,103.44,NA,NA,NA,89.92,14.13,NA,NA,NA,NA,75.02,NA,134.88,155.19,123.75,179.9,113.91,NA,50.94,3.818,47.02,23.25,45.3,3.99,NA
2011-03-07,103.4,NA,NA,NA,88.86,13.95,NA,NA,NA,NA,75.09,NA,134.9,155.25,123.96,180.05,113.8,NA,50.27,3.78,46.38,23.21,44.38,3.979,NA
2011-03-08,103.28,NA,NA,NA,90.58,14.15,NA,NA,NA,NA,75.65,NA,134.89,154.95,124.23,179.03,113.94,NA,51.01,3.791,46.89,23.47,46.16,3.837,NA
2011-03-09,103.25,NA,NA,NA,90.57,14.17,NA,NA,NA,NA,75.85,NA,134.9,155.08,124.39,179.31,113.98,NA,50.8,3.795,46.67,23.42,47.04,3.864,NA
2011-03-10,103.13,NA,NA,NA,88.57,13.85,NA,NA,NA,NA,76.32,NA,134.97,155.55,126,179.17,114.09,NA,50.04,3.78,46.26,22.91,48.13,3.886,NA
2011-03-11,102.95,NA,NA,NA,87.36,13.67,NA,NA,NA,NA,75.95,NA,135.22,156.18,126.23,179.72,114.23,NA,49.73,3.76,46.16,23.1,48.35,4.008,NA
2011-03-14,102.92,NA,NA,NA,87.78,13.46,NA,NA,NA,NA,75.35,NA,135.35,156.13,125.58,180.12,114.17,NA,49.18,3.72,45.42,22.96,48.62,4.202,NA
2011-03-15,102.54,NA,NA,NA,84.98,13.07,NA,NA,NA,NA,75.17,NA,135.59,157.15,125.96,180.58,114.33,NA,48.85,3.685,45.11,NA,48.53,4.079,NA
2011-03-16,102.33,NA,NA,NA,85.89,13.08,NA,NA,NA,NA,75.44,NA,135.68,157.75,127.27,181.23,114.16,NA,48.7,3.67,44.91,NA,47.32,4.037,NA
2011-03-17,102.07,NA,NA,NA,87.09,13.09,NA,NA,NA,NA,74.88,NA,135.52,156.76,NA,180.97,113.96,NA,48.37,3.655,44.6,NA,47.34,4.125,NA
2011-03-18,102.22,NA,NA,NA,87.52,13.12,NA,NA,NA,NA,74.47,NA,135.5,156.64,124.53,181.29,113.99,NA,48.68,3.67,44.81,21.61,47,4.041,NA
2011-03-21,102.41,NA,NA,NA,88.76,13.29,NA,NA,NA,NA,74.21,NA,135.35,156.16,123.71,181.02,113.8,NA,48.8,3.645,45.08,22.12,47.69,4.107,NA
2011-03-22,102.42,NA,NA,NA,88.81,13.23,NA,NA,NA,NA,74.32,NA,135.4,156,123.63,180.93,113.92,NA,49.11,3.63,45.18,22.32,48.36,4.105,NA
2011-03-23,102.44,NA,NA,NA,89.08,13.34,NA,NA,NA,NA,74.43,NA,135.39,156.11,124.34,181.1,114.03,NA,49.85,3.725,46.06,22.73,48.43,4.028,NA
2011-03-24,102.36,NA,NA,NA,91,13.53,NA,NA,NA,NA,74.11,NA,135.41,156,123.24,181.3,114.09,NA,49.92,3.769,46.25,23.05,48.68,4.101,NA
2011-03-25,102.43,NA,NA,NA,92.63,13.67,NA,NA,NA,NA,74.82,NA,135.35,155.81,123.9,181.09,114.23,NA,50.36,3.809,46.62,23.27,48.98,4.094,NA
2011-03-28,102.41,NA,NA,NA,92.45,13.49,NA,NA,NA,NA,74.61,NA,135.26,155.49,123.45,180.89,114.16,NA,50.17,3.78,46.49,23.02,48.64,4.07,NA
2011-03-29,102.38,NA,NA,NA,93.3,13.62,NA,NA,NA,NA,74.81,NA,135.2,155.17,123.54,180.82,114.11,NA,50.33,3.79,46.5,23.45,48.46,3.978,NA
2011-03-30,102.51,NA,NA,NA,95.24,13.65,NA,NA,NA,NA,74.8,NA,135.27,155.14,123.45,181.5,114.2,NA,51.02,3.829,47.08,23.9,48.93,3.927,NA
2011-03-31,102.45,NA,NA,NA,95.49,13.61,NA,NA,NA,NA,74.42,NA,135.21,154.87,122.83,181.6,114.16,NA,51.35,3.832,47.35,23.77,48.78,3.829,NA
2011-04-01,102.67,NA,NA,NA,97.21,13.87,NA,NA,NA,NA,74.6,NA,135.17,154.66,122.36,182.03,113.49,NA,52.41,3.921,48.29,24.29,50.65,3.818,NA
2011-04-04,102.95,NA,NA,NA,96.62,13.81,NA,NA,NA,NA,74.65,NA,135.28,154.85,122.82,182.73,113.51,NA,52.7,3.912,48.81,24.41,52.26,3.71,NA
2011-04-05,103.04,NA,NA,NA,96.86,13.85,NA,NA,NA,NA,74.64,NA,135.25,154.6,122.34,182.32,113.53,NA,53.06,3.91,48.89,24.37,52.53,3.725,NA
2011-04-06,103.26,NA,NA,NA,96.21,14.03,NA,NA,NA,NA,73.95,NA,135.31,154.33,120.91,181.91,113.59,NA,52.58,3.901,48.66,24.5,52.95,3.819,NA
2011-04-07,103.46,NA,NA,NA,95.57,14.11,NA,NA,NA,NA,74.14,NA,135.32,154.64,121.32,182.1,113.78,NA,52.54,3.874,48.6,24.45,53.55,3.883,NA
2011-04-08,103.58,NA,NA,NA,94.91,13.95,NA,NA,NA,NA,73.37,NA,135.15,153.86,119.37,181.82,113.52,NA,52.12,3.83,48.21,24.39,52.63,3.833,NA
2011-04-11,103.6,NA,NA,NA,94.45,13.86,NA,NA,NA,NA,73.29,NA,135.17,153.89,119.48,182.04,113.6,NA,52.12,3.855,48.36,24.19,52.49,3.708,NA
2011-04-12,103.66,NA,NA,NA,91.72,13.5,NA,NA,NA,NA,73.16,NA,135.26,154.38,120.21,181.57,114.06,NA,50.2,3.79,46.91,23.57,52.08,3.73,NA
2011-04-13,103.62,NA,NA,NA,94.46,13.67,NA,NA,NA,NA,73.04,NA,135.25,154.35,119.95,181.67,113.88,NA,49.9,3.8,46.73,23.4,52.3,3.83,NA
2011-04-14,103.61,NA,NA,NA,94.7,13.69,NA,NA,NA,NA,73.11,NA,135.23,154.49,120.51,181.61,113.87,NA,50.19,3.775,46.69,23.03,52.02,3.707,NA
2011-04-15,103.7,NA,NA,NA,95.39,13.59,NA,NA,NA,NA,73.18,NA,135.18,154.91,120.98,181.81,114.03,NA,50.18,3.793,46.78,23.08,52.61,3.638,NA
2011-04-18,103.55,NA,NA,NA,95.12,13.55,NA,NA,NA,NA,74.32,NA,135.23,NA,123.33,181.86,114.5,NA,49.92,3.767,46.56,22.64,51.51,3.53,NA
2011-04-19,103.45,NA,NA,NA,95.27,13.5,NA,NA,NA,NA,73.92,NA,135.24,156.01,122.74,182.01,114.26,NA,50.45,3.724,46.91,22.78,52.02,3.533,NA
2011-04-20,103.68,NA,NA,NA,98.02,13.79,NA,NA,NA,NA,72.98,NA,135.18,155.73,120.86,181.87,114.16,NA,50.84,3.771,47.28,22.92,52.03,3.435,NA
2011-04-21,103.79,NA,NA,NA,97.74,13.97,NA,NA,NA,NA,72.61,NA,135.25,156.03,120.22,182.08,114.37,NA,50.87,3.771,47.32,NA,52.48,3.518,NA
2011-04-26,103.96,NA,NA,NA,98.07,13.97,NA,NA,NA,NA,72.57,NA,135.23,156.21,120.35,181.52,114.53,NA,50.92,3.778,47.25,23.63,51.8,3.488,NA
2011-04-27,104.08,NA,NA,NA,97.04,14.04,NA,NA,NA,NA,71.96,NA,135.12,153.47,118.34,181.36,114.28,NA,49.88,3.737,46.48,23.6,50.77,3.389,NA
2011-04-28,104.15,NA,NA,NA,96.67,13.94,NA,NA,NA,NA,71.52,NA,135.26,NA,117.61,182.77,114.69,NA,48.95,3.719,45.61,23.76,50.95,3.414,NA
2011-04-29,104.23,NA,NA,NA,96.63,13.96,NA,NA,NA,NA,71.71,NA,135.32,154.49,117.6,183.46,114.75,NA,49.27,3.717,46,24.04,51.5,3.509,NA
2011-05-02,104.23,NA,NA,NA,98.72,13.99,NA,NA,NA,NA,71.4,NA,135.29,154.43,117.34,183.6,114.67,NA,49.04,3.731,45.88,24.15,51.5,3.483,NA
2011-05-03,104.14,NA,NA,NA,96.9,13.71,NA,NA,NA,NA,71.68,NA,135.24,154.21,117.5,183.55,114.69,NA,48.03,3.658,45.06,23.57,51.43,3.434,NA
2011-05-04,104.23,NA,NA,NA,94.26,13.67,NA,NA,NA,NA,71.84,NA,135.18,153.91,118.07,183.55,114.53,NA,47.3,3.564,44.31,NA,50.66,3.348,NA
2011-05-05,104.35,NA,NA,NA,95.1,14.02,NA,NA,NA,NA,73.15,NA,135.45,NA,118.05,183.74,114.9,NA,47.34,3.574,44.38,22.7,51.16,3.33,NA
2011-05-06,104.45,NA,NA,NA,95.32,14.38,NA,NA,NA,NA,73.77,NA,135.41,155.2,121.24,184.16,114.96,NA,48.75,3.659,45.01,NA,50.87,3.301,NA
2011-05-09,104.43,NA,NA,NA,96.58,14.45,NA,NA,NA,NA,75.04,NA,135.48,155.97,122.17,184.48,115.38,NA,48.77,3.649,45.56,23.18,50.99,3.219,NA
2011-05-10,104.53,NA,NA,NA,97.47,14.47,NA,NA,NA,NA,74.72,NA,135.5,155.82,122.78,184.86,115.36,NA,49.37,3.689,46.12,23.29,49.73,3.326,NA
2011-05-11,104.59,NA,NA,NA,98.09,14.4,NA,NA,NA,NA,75.04,NA,135.49,155.65,122.86,184.65,115.4,NA,48.68,3.714,45.8,23.05,48.42,3.346,NA
2011-05-12,104.63,NA,NA,NA,95.87,14.42,NA,NA,NA,NA,75.29,NA,135.62,156.11,123.95,184.83,115.65,NA,48.68,3.652,45.55,22.8,49.66,3.26,NA
2011-05-13,104.47,NA,NA,NA,95.19,14.4,NA,NA,NA,NA,75.81,NA,135.61,156.39,124.92,184.97,115.7,NA,47.94,3.65,45.32,22.64,47.41,3.27,NA
2011-05-16,104.56,NA,NA,NA,95.04,14.26,NA,NA,NA,NA,75.57,NA,135.6,156,124.28,184.9,115.74,NA,48.3,3.649,44.76,22.81,48.72,3.236,NA
2011-05-17,104.55,NA,NA,NA,94.4,14.11,NA,NA,NA,NA,76.1,NA,135.62,156.3,NA,184.72,115.87,NA,47.65,3.61,44.76,22.58,48.32,3.251,NA
2011-05-18,104.51,NA,NA,NA,95.98,14.23,NA,NA,NA,NA,75.63,NA,135.58,156.08,124.28,184.89,115.59,NA,48.62,3.633,45.63,22.92,47.68,3.214,NA
2011-05-19,104.13,NA,NA,NA,94.37,14.12,NA,NA,NA,NA,75.7,NA,135.52,155.84,123.84,184.63,115.57,NA,48.18,3.66,45.35,23.06,47.8,3.196,NA
2011-05-20,104.03,NA,NA,NA,94.97,14.04,NA,NA,NA,NA,76.03,NA,135.54,156.51,124.82,184.89,115.93,NA,48.26,3.682,45.39,23.16,47.37,3.117,NA
2011-05-23,103.93,NA,NA,NA,92.23,13.92,NA,NA,NA,NA,76.94,NA,135.58,156.99,127.18,184.91,116.02,NA,47.71,3.678,45.05,22.48,47.44,3.054,NA
2011-05-24,103.97,NA,NA,NA,93.21,13.99,NA,NA,NA,NA,76.37,NA,135.61,156.52,125.58,185.08,115.77,NA,48.31,3.71,45.59,22.8,48.08,3.087,NA
2011-05-25,104.05,NA,NA,NA,92.37,13.98,NA,NA,NA,NA,76.15,NA,135.78,156.92,126.1,185.51,115.98,NA,48.7,3.727,45.84,22.77,47.31,3.143,NA
2011-05-26,103.94,NA,NA,NA,94.41,14.02,NA,NA,NA,NA,75.97,NA,135.84,157.42,126.51,186.04,116.04,NA,48.58,3.741,45.76,22.99,47.14,3.134,NA
2011-05-27,104.11,NA,NA,NA,95.48,13.98,NA,NA,NA,NA,75.13,NA,135.88,157.61,125.37,185.9,116.22,NA,49.37,3.75,46.34,23.22,45.64,2.952,NA
2011-05-30,103.99,NA,NA,NA,94.77,14.02,NA,NA,NA,NA,75.16,NA,135.77,157.55,125.35,185.76,116.25,NA,49.2,3.73,46.16,23.08,45.01,2.961,NA
2011-05-31,104.07,NA,NA,NA,95.79,14.24,NA,NA,NA,NA,74.68,NA,135.8,157.15,124.38,185.58,116.08,NA,49.37,3.73,46.22,23.52,46.38,3.173,19.24
2011-06-01,104.27,NA,NA,NA,95.59,14.27,NA,NA,NA,NA,74.67,NA,135.85,157.66,124.73,186.2,116.16,NA,48.99,3.685,45.84,23.42,46.54,3.116,19.16
2011-06-02,104.31,NA,NA,NA,93.71,14.21,NA,NA,NA,NA,74.86,NA,135.87,157.84,125.05,186.66,116.15,NA,48.51,3.621,45.41,23.09,46.39,3.097,19.05
2011-06-03,104.06,NA,NA,NA,93.06,14.08,NA,NA,NA,NA,74,NA,135.9,157.29,123.59,186.48,115.82,NA,48.96,3.594,45.56,22.93,46.23,3.261,19.08
2011-06-06,104.13,NA,NA,NA,92.53,14.02,NA,NA,NA,NA,73.82,NA,135.9,157.46,122.92,186.5,115.92,NA,47.93,3.526,44.67,22.77,46.48,3.22,19.03
2011-06-07,103.96,NA,NA,NA,92.22,14.04,NA,NA,NA,NA,73.62,NA,135.82,156.72,122.52,185.37,115.73,NA,47.64,3.5,44.5,22.83,46.98,3.094,19.2
2011-06-08,103.95,NA,NA,NA,91.53,13.99,NA,NA,NA,NA,74.16,NA,135.82,157.08,123.92,185.21,115.94,NA,47.47,3.5,44.4,22.86,46.81,3.037,19.06
2011-06-09,103.49,NA,NA,NA,91.83,14.14,NA,NA,NA,NA,74.6,NA,135.87,157.4,124.43,184.58,116.06,NA,47.77,3.535,44.77,22.95,47.04,3.104,19.07
2011-06-10,103.48,NA,NA,NA,90.63,13.82,NA,NA,NA,NA,75.34,NA,135.94,158.08,125.92,184.6,116.24,NA,47.46,3.532,44.56,22.72,47.23,3.02,18.94
2011-06-13,103.2,NA,NA,NA,91.29,13.71,NA,NA,NA,NA,75.2,NA,135.97,158.11,125.55,184.27,116.13,NA,47.64,3.55,44.74,22.7,47.13,2.992,19.02
2011-06-14,103.16,NA,NA,NA,92.74,13.82,NA,NA,NA,NA,74.68,NA,135.96,157.7,NA,184.28,115.91,NA,47.47,3.575,44.62,22.67,45.88,3.091,19.2
2011-06-15,103.09,NA,NA,NA,92.73,13.8,NA,NA,NA,NA,75.69,NA,135.98,158.1,125.95,184.28,116.11,NA,47.74,3.624,44.8,22.67,45.3,3.013,19.06
2011-06-16,102.67,NA,NA,NA,92.2,13.72,NA,NA,NA,NA,76.19,NA,136,158.54,NA,183.07,115.83,NA,47.86,3.617,44.77,22.59,45.33,2.918,NA
2011-06-17,102.59,NA,NA,NA,91.01,13.59,NA,NA,NA,NA,75.16,NA,136.01,158.25,126.46,182.85,115.63,NA,47.09,3.581,44.24,22.57,45.55,3.033,NA
2011-06-20,102.65,NA,NA,NA,89.83,13.42,NA,NA,NA,NA,75.12,NA,135.97,158.21,126.49,182.5,115.67,NA,47.24,3.559,44.22,22.47,44.91,3.058,18.73
2011-06-21,102.59,NA,NA,NA,91.69,13.57,NA,NA,NA,NA,74.93,NA,135.98,157.98,125.41,182.75,115.68,NA,47.33,3.601,44.52,NA,45.42,3.147,18.79
2011-06-22,102.79,NA,NA,NA,91.75,13.47,NA,NA,NA,NA,74.7,NA,136.01,158.3,125.5,183.41,114.07,NA,47.61,3.617,44.7,22.94,44.57,3.102,18.53
2011-06-23,102.66,NA,NA,NA,91.4,13.41,NA,NA,NA,NA,75.86,NA,136.03,159.17,128.22,183.28,114.31,NA,47.05,3.618,44.39,NA,44.92,3.016,NA
2011-06-24,102.52,NA,NA,NA,93.29,13.38,NA,NA,NA,NA,75.79,NA,135.9,159.34,128.3,182.81,114.27,NA,47.49,3.64,44.83,22.37,45.28,2.984,18.45
2011-06-27,102.29,NA,NA,NA,92.63,13.33,NA,NA,NA,NA,75.41,NA,135.87,158.8,127.61,182.75,114.03,NA,47.34,3.618,44.59,22.34,44.85,3.028,18.25
2011-06-28,102.34,NA,NA,NA,92.42,13.3,NA,NA,NA,NA,75.08,NA,135.8,158.4,125.92,183.13,113.71,NA,47.92,3.653,44.9,22.59,45.06,3.08,18.33
2011-06-29,102.77,NA,NA,NA,93.9,13.41,NA,NA,NA,NA,74.88,NA,135.83,157.85,124.28,184.23,113.59,NA,48.53,3.744,45.6,22.86,45.53,3.092,18.64
2011-06-30,103.07,NA,NA,NA,94.43,13.51,NA,NA,NA,NA,74.53,NA,135.95,157.57,122.58,185.02,113.55,NA,48.46,3.743,45.58,23.07,45.42,3.168,18.59
2011-07-01,103.45,NA,NA,NA,95.62,13.66,NA,NA,NA,NA,74.72,NA,135.95,157.42,122.32,184.88,113.4,NA,49.36,3.768,46.27,23.18,45.8,3.252,18.58
2011-07-04,103.39,NA,NA,NA,96.37,13.7,NA,NA,NA,NA,74.67,NA,135.96,157.65,122.59,184.72,113.69,NA,49.48,3.806,46.35,23.34,46.36,3.223,18.72
2011-07-05,103.45,NA,NA,NA,97.52,13.7,NA,NA,NA,NA,75.12,NA,135.89,157.67,123.5,184.64,113.79,NA,49.25,3.807,46.32,23.44,46.02,3.189,18.81
2011-07-06,103.65,NA,NA,NA,98.38,13.84,NA,NA,NA,NA,75.79,NA,135.79,158.38,125.22,183.3,114.03,NA,49.2,3.805,46.26,23.6,44.69,3.028,18.64
2011-07-07,103.93,NA,NA,NA,99.12,13.91,NA,NA,NA,NA,75.63,NA,135.72,158.01,124.37,183.1,113.57,NA,49.41,3.831,46.52,23.79,45.33,2.988,19.04
2011-07-08,103.89,NA,NA,NA,99.2,13.77,NA,NA,NA,NA,76.32,NA,135.66,NA,126.67,183.31,113.9,NA,48.62,3.86,45.94,23.52,45.14,2.969,19.01
2011-07-11,103.57,NA,NA,NA,99.36,13.85,NA,NA,NA,NA,77.29,NA,134.99,NA,129.2,181.23,114.23,NA,48.21,3.827,45.77,23.41,45.04,2.868,18.39
2011-07-12,102.66,NA,NA,NA,97.67,13.71,NA,NA,NA,NA,77.11,NA,135.12,160.16,129.95,181.03,113.88,NA,48.37,3.826,45.95,23.44,44.73,2.86,18.05
2011-07-13,102.99,NA,NA,NA,98.42,13.74,NA,NA,NA,NA,76.22,NA,135.24,159.55,128.11,181.75,113.75,NA,48.29,3.816,45.97,23.49,44.84,2.828,18.09
2011-07-14,103.02,NA,NA,NA,97.68,13.61,NA,NA,NA,NA,76.4,NA,135.21,159.61,128.32,181.96,113.68,NA,47.52,3.798,45.29,23.5,44.17,2.768,18.2
2011-07-15,103.05,NA,NA,NA,97.91,13.68,NA,NA,NA,NA,76.48,NA,135.07,160.14,128.52,182.28,113.76,NA,47.26,3.79,45.13,23.54,44.29,2.758,18.11
2011-07-18,102.85,NA,NA,NA,96.43,13.6,NA,NA,NA,NA,76.94,71.78,134.66,160.25,129.71,181.02,113.91,NA,47.03,3.774,44.99,23.1,43.58,2.741,17.62
2011-07-19,102.96,NA,NA,NA,97.2,13.65,NA,NA,NA,NA,76.49,71.31,135.04,160.23,128.26,182.04,113.76,NA,46.92,3.755,44.94,23.05,43.23,2.797,17.73
2011-07-20,102.77,NA,NA,NA,98.44,14,NA,NA,NA,NA,76.51,72.09,135.27,159.67,128.08,182.7,113.63,NA,47.26,3.745,45.07,23.28,42.9,2.813,17.93
2011-07-21,103.1,NA,NA,NA,97.62,13.93,NA,NA,NA,NA,75.71,71.5,135.64,158.89,NA,184.21,113.46,NA,47.5,3.691,44.98,23.26,41.86,2.925,17.9
2011-07-22,103.48,NA,NA,NA,97.94,13.95,NA,NA,NA,NA,75.9,71.05,135.65,159.43,NA,184.2,114.02,NA,47.82,3.703,45.26,23.21,40.9,3.131,18.3
2011-07-25,103.5,NA,NA,NA,97.48,13.85,NA,NA,NA,NA,75.82,71.36,135.26,159.67,126.14,182.73,113.98,NA,47.98,3.714,44.85,23.44,41.05,3.093,18.14
2011-07-26,103.46,NA,NA,NA,97.11,13.91,NA,9.445,12.5,NA,75.19,71.14,135.24,159.9,125.22,182.66,113.98,NA,47.26,3.669,44.72,23.39,40.94,2.95,18.1
2011-07-27,102.7,NA,NA,NA,97.24,13.94,NA,9.47,12.6,NA,75.69,71.58,135.16,160.87,126.28,182.4,114.25,NA,46.61,3.657,44.04,23.32,41.4,2.948,17.86
2011-07-28,102.78,NA,NA,NA,98.02,14.05,NA,9.578,12.92,NA,76.21,71.87,135.15,160.81,127.09,182.02,114.21,NA,47.1,NA,44.67,23.19,43.11,2.899,18.09
2011-07-29,102.97,NA,NA,NA,96.53,13.77,NA,9.455,12.75,NA,76.13,71.8,135.12,NA,127.27,182.71,114.52,NA,46.83,3.749,44.4,22.93,42.2,2.884,18.06
2011-08-01,102.98,NA,NA,NA,97.82,13.77,NA,9.563,12.83,NA,77.43,71.98,135.03,161.18,NA,182.41,114.81,NA,46.95,3.779,44.77,23.25,42.19,2.769,18.04
2011-08-02,102.66,NA,NA,NA,95.79,13.7,NA,9.605,12.8,NA,77.81,72.58,134.89,162.93,130.24,181.99,114.79,NA,46.13,3.673,44.06,23.05,41.85,2.703,17.72
2011-08-03,102.2,NA,NA,NA,91.74,13.39,NA,9.44,NA,NA,77.61,72,135.05,162.85,130.45,181.49,114.51,NA,44.51,3.554,42.19,22.77,41.34,2.589,17.47
2011-08-04,101.87,NA,NA,NA,88.02,13.06,NA,9.393,12.41,NA,78.28,72.14,135.15,163.86,132.19,180.67,114.87,NA,42.65,3.475,40.59,NA,39.15,2.544,16.52
2011-08-05,99.9,NA,NA,NA,85.99,12.45,NA,9.235,12.06,NA,77.35,71.51,135.44,163.45,132.1,180.21,114.33,NA,40.74,3.401,39.06,21.34,36.85,2.497,15.89
2011-08-08,99.15,NA,NA,NA,82.74,11.98,NA,8.873,12.18,NA,76.42,71.26,136.63,164.38,132.97,180.72,114.09,NA,38.9,3.309,37.68,NA,34.73,2.347,15.86
2011-08-09,97.11,NA,NA,NA,78.54,12.05,NA,NA,11.75,NA,74.6,69.43,136.67,163.25,132.65,180.52,112.8,NA,38.46,NA,36.84,19.67,34.79,2.385,15.06
2011-08-10,97.2,NA,NA,NA,78.34,12.03,NA,8.768,NA,NA,75.92,69.89,137.02,NA,132.97,181.64,113.83,NA,38.68,3.248,37.19,20.01,33.23,2.298,14.71
2011-08-11,96.18,NA,NA,NA,79.67,12.4,NA,NA,11.77,NA,75.1,69.55,137,164.74,134.24,182.72,NA,NA,39.88,3.256,38.08,20.21,34.18,2.33,14.69
2011-08-12,97.7,NA,NA,NA,79.69,12.46,NA,9.04,11.83,NA,75.66,69.88,136.93,164.71,134.24,184.87,112.79,NA,40.94,3.373,39.23,NA,34.23,2.376,14.97
2011-08-15,98.09,NA,NA,NA,80.53,12.42,NA,9.035,11.96,NA,75.9,69.7,136.95,164.9,132.61,184.72,112.84,NA,41.71,3.342,39.66,21.24,34.53,2.329,15.2
2011-08-16,98.22,NA,NA,NA,81.73,12.36,NA,9.138,11.88,NA,75.51,70.07,136.94,164.89,132.84,185.12,112.75,NA,41.52,3.352,39.58,21.18,33.99,2.393,15.26
2011-08-17,98.7,NA,NA,NA,82.62,12.23,NA,9.14,11.99,NA,76.03,70.5,137.14,166.13,133.25,185.71,113.06,NA,41.78,3.389,39.88,21.29,34.85,2.348,15.41
2011-08-18,98.2,NA,NA,NA,77.56,11.75,NA,9.018,NA,NA,76.41,70.42,137.24,NA,135.52,185.69,113.39,NA,40.73,3.316,38.96,NA,33.62,2.27,14.06
2011-08-19,97.7,NA,NA,NA,74.95,11.62,NA,8.988,11.75,NA,76.22,70.59,137.29,167.55,134.89,185.01,113,NA,40.38,3.303,38.59,20.59,34.04,2.225,14.39
2011-08-22,97.09,NA,NA,NA,73.91,11.62,NA,8.943,11.55,NA,76.25,70.59,137.25,167.45,134.72,184.88,112.99,NA,40.16,3.342,38.65,20.85,33.96,2.166,14.63
2011-08-23,97.21,NA,NA,NA,75.74,11.99,NA,9.018,11.46,NA,75.57,70.52,137.15,167.14,134.42,184.59,112.71,NA,39.76,3.351,38.42,20.68,33.78,2.103,14.76
2011-08-24,93.85,NA,NA,NA,76.21,11.93,NA,8.938,11.41,NA,75.58,70.15,135.93,166.62,133.55,184.32,111.98,NA,40.54,3.427,39.12,20.68,34.09,2.027,14.84
2011-08-25,94.19,NA,NA,NA,76.11,11.73,NA,8.795,11.24,NA,75.79,70.21,136.03,166.78,133.52,183.75,112.16,NA,40.16,3.4,38.77,20.58,34.91,1.987,14.79
2011-08-26,93.69,NA,NA,NA,76.92,11.81,NA,8.713,11.36,NA,75.59,69.01,135.99,167.21,133.52,183.23,112.43,NA,40.38,3.341,38.73,20.9,35.75,1.98,14.94
2011-08-29,93.62,NA,NA,NA,79.45,12,NA,8.683,11.54,NA,75.29,70.47,135.86,166.29,132.24,182.64,111.91,NA,41.5,3.378,39.65,NA,35.92,2.445,15.27
2011-08-30,93.99,NA,NA,NA,80.29,12.14,NA,8.788,11.43,NA,75.7,70.82,135.95,167.14,133.65,183.43,112.5,NA,42.43,3.452,40.47,21.85,36.38,2.178,15.52
2011-08-31,94.65,NA,NA,NA,82.82,12.43,NA,NA,NA,NA,76.37,71.17,135.9,NA,133.74,181.85,112.46,NA,43.16,3.524,41.11,NA,37.35,2.058,NA
2011-09-01,95.66,NA,NA,NA,83.75,12.51,NA,NA,11.89,NA,77.15,71.73,135.95,166.93,135.26,182.46,112.63,NA,44.6,3.673,42.51,NA,37.84,2.053,15.59
2011-09-02,94.8,NA,NA,NA,82.03,12.35,NA,NA,11.76,NA,77.43,71.39,135.97,168.46,137.07,182.32,113.25,NA,43.03,3.59,41.41,22.42,36.72,1.99,15.1
2011-09-05,94.31,NA,NA,NA,78.58,12.09,NA,9.02,11.55,NA,78.08,71.12,135.55,170.08,139.13,181.38,113.41,NA,41.45,3.476,39.98,22.02,35.9,1.944,14.38
2011-09-06,92.59,NA,NA,NA,79.49,12.11,NA,9.023,11.78,NA,78.32,71.58,135.49,170.25,139.65,180.68,113.13,NA,42.17,3.466,40.46,21.97,37.18,1.899,14.48
2011-09-07,92.71,NA,NA,NA,83.21,12.43,NA,9.095,12.06,NA,78.32,71.56,135.86,169.81,138.82,181.27,113.03,NA,43.33,3.552,41.39,NA,37.08,2.003,15
2011-09-08,93.2,NA,NA,NA,83.11,12.5,NA,9.123,12.11,NA,78.89,71.72,135.9,170.45,139.66,181.88,113.14,NA,43.65,3.59,41.84,NA,38.12,1.99,14.91
2011-09-09,92.99,NA,NA,NA,81.56,12.49,NA,9.133,12,NA,80.28,72.09,135.74,171.76,143.68,181.9,113.22,NA,42.72,3.509,41.1,22.38,37.47,1.947,13.97
2011-09-12,91.77,NA,NA,NA,79.64,12.41,NA,9.103,11.85,NA,80.21,72.09,135.29,171.78,143.94,179.5,112.68,NA,41.85,3.419,40.07,22.18,37.81,1.882,13.5
