"Dates","MSDEEEMN.Index","MXCN.Index","MXIN.Index","MXKR.Index","MXTW000V.Index","MXID.Index","MXMY.Index","MXTH.Index","MXPH.Index","MXBR.Index","MXMX.Index","MXCL.Index","MXCO.Index","MXPE.Index","MXZA.Index","MXTR.Index","MXGR.Index","MXEG.Index","MXHU.Index","MXCZ.Index","MXPL.Index","MXSA.Index","MXAE.Index","MXQA.Index","MXKW.Index","JPEICORE.Index","GBIE1001.Index","BCEX6T.Index","BCEX4T.Index","IDCOT7.Index","BEIG1T.Index","LECPTREU.Index","IBOXXMJA.Index"
2020-09-22,198.0453,665.7252,519.692,122.63,178.352,306.486,NA,226.6063,261.2278,17.56263,1251.99077,2949.67532,805.75017,319.5147,1007.18558,62.83814,143255.48399,2.83,136.47086,3.94794,6.12441,257.93333,216.39653,65.78691,753.4032,418.37,10.69582,15.38918,0.53312,101.0547,0.31435,104.17294,11.45386
2020-09-23,198.1575,673.2214,517.763,121.46,178.346,306.403,NA,226.3413,261.1184,17.57135,1208.44962,2868.59858,775.25897,314.39945,981.00334,63.36078,143887.83189,2.79,136.79075,3.95484,6.06167,256.03494,216.82262,66.02833,748.2459,417.523,10.69506,15.38593,0.5333,100.8147,0.31284,103.38677,11.31885
2020-09-24,197.3028,670.7613,516.727,121.11,178.314,306.345,NA,225.89,260.9011,17.48884,1221.42673,2860.25036,780.79396,314.23304,1003.18957,NA,148946.17176,2.78,136.67489,3.89332,6.00164,250.5447,216.23085,65.59099,745.5645,410.96,10.51658,14.93122,0.52117,98.27662,0.30611,103.8618,11.13759
2020-09-25,196.5712,670.7613,520.488,121.5,178.295,306.4,NA,225.7926,260.8527,17.54862,1226.03494,2914.73449,790.66185,314.37301,1000.6541,62.19114,149004.84233,2.8,NA,3.90304,5.99524,251.09444,217.04391,NA,745.5645,412.273,10.52447,15.34588,0.52213,98.24142,0.31553,104.96061,11.12433
2020-09-27,NA,666.1887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.78554,NA,747.6959,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-28,196.8319,663.3306,519.456,120.62,178.298,306.464,NA,225.6085,260.9026,17.50249,1187.55148,2942.2615,791.57515,314.1558,1000.93514,63.27496,144913.60954,2.79,136.88751,4.04446,NA,258.9723,218.0978,65.89612,753.2582,415.638,10.60841,15.53814,0.52987,100.3806,0.31083,104.93814,11.3031
2020-09-29,196.9905,649.8737,515.172,120.03,178.331,307.055,NA,225.9146,261.1236,17.37466,1157.47146,2933.46396,777.5345,305.69092,990.58613,63.89177,143636.87134,2.78,135.82672,3.97442,6.01401,259.04078,214.78854,65.15512,758.3987,412.198,10.49569,15.433,0.52957,100.5931,0.306,104.03942,11.15619
2020-09-30,197.1158,649.8737,516.542,120.99,178.29,306.365,NA,225.597,261.0383,17.44998,1173.1957,3003.40386,794.42928,308.01058,1001.16021,64.62095,149383.95226,2.77,135.75468,4.02493,6.06274,258.3458,215.18214,65.95299,766.8969,417.467,10.74792,15.51973,NA,100.8952,0.30489,104.1435,10.97228
2020-10-01,197.686,649.8737,516.853,121.16,178.32,306.779,NA,225.6281,261.3904,17.66093,1180.13623,2939.0464,793.00128,306.10473,991.17923,65.17176,148004.29442,2.79,135.72621,4.20097,6.11295,257.20857,215.25759,65.47381,765.0291,418.243,10.7222,15.74485,NA,100.8952,0.31465,103.66044,11.08424
2020-10-02,197.7845,649.8737,517.235,121.28,178.37,307.079,NA,225.8874,261.4952,17.92931,1164.93429,2979.86004,799.61598,306.61376,1000.5547,65.91558,147516.82128,2.75,NA,4.19345,6.03698,256.58059,215.75358,NA,765.0291,417.936,10.70176,NA,NA,100.8952,0.31058,104.24059,10.96742
2020-10-04,NA,669.6525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.35189,NA,760.6562,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-05,198.3039,669.4832,515.415,121.23,178.374,306.623,NA,226.0721,261.6228,17.65742,1188.66548,3024.73912,789.45448,306.7532,1006.30355,65.33691,148487.50652,2.81,135.29645,4.1747,6.07223,262.88758,214.13203,64.66306,760.9527,418.888,10.72135,15.83665,0.53956,100.8406,0.31447,104.91666,11.05775
2020-10-06,198.6673,673.8427,516.821,121.64,178.384,306.682,NA,226.416,261.8763,17.56732,1210.70368,3027.98574,777.79475,311.24692,1016.56905,65.06117,146583.19218,2.84,136.84113,4.22105,6.18687,263.84098,217.09333,64.70062,766.1745,423.18,10.8529,15.95333,0.53969,101.8356,0.31826,104.4468,11.18944
2020-10-07,198.8396,679.2037,517.835,121.13,178.402,306.557,NA,226.5927,261.8602,17.45022,1184.1913,3057.20353,771.6106,312.64866,1014.57696,65.11805,144248.08331,2.8,139.30253,4.22981,6.18128,263.98485,216.89403,64.90966,760.7263,426.353,10.96752,16.07893,0.54729,101.6742,0.31883,103.33371,11.31153
2020-10-08,199.2013,684.6744,521.647,121.58,178.426,307.194,NA,227.1835,262.2486,17.67807,1217.63505,3154.95534,785.01063,317.12463,1029.74054,65.33883,143310.62954,2.82,NA,4.24903,6.15519,261.4906,219.38067,65.23514,769.2854,430.519,11.03278,16.21031,0.55152,102.3891,0.32191,105.55421,11.45773
2020-10-09,199.3327,684.6744,520.81,122.05,178.494,307.791,NA,227.8554,262.4256,17.56084,1224.60458,3186.60239,787.68502,319.17449,1025.39119,66.3035,146019.08478,2.83,NA,4.24822,6.14799,259.80675,218.1189,NA,769.2854,430.07,11.02608,16.23008,NA,102.3891,0.3212,105.76292,11.40628
2020-10-11,NA,690.3799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.45923,NA,762.7161,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-12,199.5879,690.5654,NA,121.89,178.526,308.205,NA,228.0835,262.6035,17.49364,1224.81585,3162.45026,788.09584,318.7029,1015.05376,66.85486,146695.929,2.8,138.68104,4.17527,6.06917,256.96766,222.9232,65.18632,768.8361,435.762,11.29619,16.18584,0.55284,102.8364,0.32187,105.18737,11.39108
2020-10-13,199.631,684.8514,526.031,122.11,178.534,308.429,NA,228.0636,262.8357,17.52083,1234.04346,3138.54282,786.89391,311.8023,1006.52748,66.69746,145581.79585,2.79,138.98808,4.14448,6.00877,251.88392,226.20487,65.82657,766.9868,438.013,11.37485,16.29417,0.55751,102.4638,0.32586,106.59819,NA
2020-10-14,199.5423,682.4745,524.668,122.13,178.557,308.779,NA,228.2154,262.9939,17.54274,1248.01294,3144.78768,789.88171,314.51791,998.74904,66.87677,147419.43881,2.75,139.00768,4.15343,6.04546,252.04617,225.33903,65.86901,765.4349,437.138,11.35277,16.33638,0.55295,102.2562,0.33091,106.43697,11.31795
2020-10-15,198.9439,680.1468,525.967,121.98,178.496,308.93,NA,227.9468,263.1613,17.59936,1237.50534,3143.05377,789.94614,311.15671,1003.55647,66.26938,146112.24909,2.7,139.89675,4.06554,5.94894,241.50794,225.03006,65.47249,762.0291,433.57,11.24178,16.01381,0.55151,101.7518,0.32535,106.17015,11.16818
2020-10-16,199.0812,680.1468,525.884,122.25,178.582,309.519,NA,228.6545,263.3266,17.47712,1220.34303,3154.32204,790.20394,313.10692,1000.128,66.59604,148032.25285,2.66,NA,4.0986,6.0507,245.5786,224.60762,NA,762.0291,434.184,11.355,16.05396,0.54899,101.4253,0.32584,105.55108,11.09104
2020-10-18,NA,674.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.36158,NA,759.481,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-19,199.3585,665.4673,522.473,122,178.533,308.956,NA,228.3745,263.4873,17.77121,1225.84451,3129.96096,794.37277,315.39637,993.58343,66.61718,149641.72583,2.65,136.89597,4.147,6.05078,241.85224,222.99297,65.12031,758.5938,433.103,11.25719,16.12529,0.54855,102.2109,0.32754,106.21652,10.81867
2020-10-20,199.4022,667.8276,518.726,121.82,178.517,308.523,NA,228.533,263.3358,17.98222,1250.07187,3170.79564,801.58113,318.27175,1005.35216,66.50517,149951.99299,2.67,136.32169,4.19457,6.11995,243.27047,221.59886,64.05303,758.8527,433.916,11.3191,16.06289,0.55058,102.2391,0.32536,104.95121,10.75198
2020-10-21,199.5932,671.9125,514.966,121.8,178.502,308.247,NA,228.3841,263.3621,18.41219,1239.54859,3204.57302,827.73286,317.59306,1023.36197,67.50283,150793.45605,2.64,135.26526,4.20409,6.04021,240.54676,219.61019,63.35926,756.1768,433.822,11.30907,15.96914,0.55321,101.9417,0.32484,102.91074,10.79391
2020-10-22,199.5766,666.6392,515.82,122.29,178.47,307.372,NA,227.6092,263.034,18.65816,1267.79733,3227.30502,842.04026,318.6855,1022.65268,67.43077,146918.59423,2.58,135.49746,4.19293,6.00547,240.44005,221.71977,64.25975,759.5662,435.026,11.30424,15.97361,0.55053,102.5824,0.32576,103.83878,10.75866
2020-10-23,199.7682,666.6392,514.198,122.03,178.497,307.76,NA,228.2232,263.1158,19.09159,1248.46745,3238.61353,842.48923,317.79954,1027.949,67.99458,144830.78735,2.59,NA,NA,6.03431,239.1205,221.32662,NA,759.5662,434.722,11.28093,15.96014,0.55335,102.5181,0.32535,102.97077,NA
2020-10-25,NA,659.4219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.99075,NA,752.9454,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-26,199.5913,645.2985,515.187,122.14,178.534,308.021,NA,228.3171,263.0981,19.16653,1250.57549,3194.79519,821.06466,319.39743,1019.02505,67.70105,138261.80721,2.56,125.20934,4.11641,6.05709,236.74936,213.87961,65.04583,752.9379,433.163,11.26288,15.73199,0.55149,102.96,0.32787,103.04036,10.72218
2020-10-27,199.4611,638.4763,516.249,122.06,178.572,308.861,NA,228.7218,263.5044,18.93924,1225.02326,3183.7463,826.77378,315.45032,1027.61099,67.64688,137772.2388,2.56,125.53211,4.12577,6.1298,235.40863,215.02691,66.17284,759.1987,433.876,11.3723,15.83629,0.55065,102.9527,0.32684,103.64308,10.74046
2020-10-28,198.3746,641.2224,517.445,121.59,178.514,308.518,NA,227.5717,263.2218,18.88179,1162.5734,3112.43298,811.46285,298.48524,999.58301,64.74542,133829.77429,NA,126.89459,3.96778,NA,222.09138,214.80628,66.17252,757.3635,431.804,11.38667,15.63164,0.55321,102.3772,NA,104.03736,10.76157
2020-10-29,197.9075,641.2224,520.398,122.06,178.587,309.315,NA,228.1354,263.2806,18.65973,1178.93292,3055.51553,810.76514,301.11511,1010.30194,64.46831,NA,2.4,NA,3.97163,6.00753,221.16041,210.70927,NA,746.3351,435.052,11.6087,15.67625,0.55227,101.501,NA,NA,10.79365
2020-10-30,197.6764,641.2224,519.9,122.28,178.585,309.191,NA,227.9362,263.063,18.8899,1150.45509,3090.04809,797.35532,306.50867,1006.39705,65.31331,131576.43618,2.4,NA,4.00924,6.0085,217.76003,210.93201,NA,746.3351,428.921,11.38942,15.62294,0.53524,100.9011,NA,103.09756,10.75189
2020-11-01,NA,628.4946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.56906,NA,747.0751,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-02,197.8245,630.2499,521.161,122.29,178.601,309.265,NA,227.4201,263.1347,NA,1156.35535,3074.4926,812.6247,305.78775,1033.82353,66.99185,133652.84444,2.44,128.38496,4.14369,6.12003,223.90489,213.45784,66.17943,747.6925,433.763,11.58575,15.6165,0.54581,101.4736,0.33252,102.6406,10.83553
2020-11-03,198.7699,642.3505,520.38,122.63,178.619,309.316,NA,227.7187,263.3047,18.84019,1183.81725,3136.26815,811.37489,311.76772,1036.36208,67.50069,135781.81974,2.54,129.35663,4.30328,6.26371,240.05053,211.41342,65.35098,749.5319,432.667,11.40413,15.62024,0.55434,102.332,0.33637,101.70214,11.03244
2020-11-04,199.2216,640.2905,525.877,123.03,178.635,309.924,NA,227.8633,263.6397,19.18403,1212.87239,3135.7405,807.82757,315.45028,1023.20102,69.30921,137025.80837,2.57,129.53644,4.43755,6.31694,240.1173,213.53577,65.77395,751.454,439.048,11.61838,15.82842,0.55874,102.8353,0.33285,101.62791,10.99461
2020-11-05,200.5279,642.0023,527.607,124.26,178.644,309.959,NA,228.1595,264.1143,19.64044,1264.13624,3246.76777,852.03762,318.13098,1042.20961,71.86034,136504.34582,2.58,130.08713,4.55556,6.44869,244.66616,212.64908,65.8856,766.2919,446.556,11.82971,16.03117,0.5702,103.256,0.34873,103.96217,11.48038
2020-11-06,200.7777,642.0023,522.324,124.34,178.637,309.694,NA,228.2558,264.1524,19.73657,1271.72797,3264.46427,869.10193,320.57066,1028.68445,73.00822,135523.83046,2.59,NA,4.56869,6.44871,250.13388,211.24738,NA,766.2919,448.618,11.83404,16.06349,0.56853,103.8302,0.35538,105.12794,11.45717
2020-11-08,NA,643.7731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.69895,NA,763.9307,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-09,202.4859,654.9033,529.151,126.58,178.487,307.295,NA,228.0074,264.1087,19.86388,1343.46391,3423.78374,897.53786,345.98528,1117.18419,74.96976,149625.55449,2.81,131.89421,4.75606,6.7566,261.75341,219.54952,67.12555,775.5527,456.672,11.90422,16.37217,0.57959,104.9018,0.36279,106.39774,11.82508
2020-11-10,202.7696,659.2963,527.603,126.01,178.479,306.995,NA,228.41,264.0849,20.73362,1362.21658,3475.86294,904.85618,348.67174,990.63452,73.53004,150600.20716,2.83,134.49435,4.89622,6.82728,264.20765,220.21238,68.02279,778.7751,452.05,11.55449,16.42432,0.58013,105.246,0.37275,108.51606,12.79308
2020-11-11,202.9249,648.4111,NA,126.31,178.501,307.537,NA,229.094,264.4042,20.80418,1355.23656,3498.02939,913.15722,353.34239,1022.53461,72.97374,163905.34563,2.81,133.28199,5.00913,6.87376,NA,222.40755,69.22631,779.5912,454.049,11.43789,16.60603,0.59338,106.962,0.38099,108.37598,12.88866
2020-11-12,202.8995,644.7436,531.348,126.21,178.54,308.265,NA,229.4394,264.6158,NA,1318.9322,3456.12712,897.75424,346.71186,1012.41525,72.77713,166444.69402,2.77,132.84756,4.96211,6.86062,263.1736,221.05409,69.03792,793.0527,453.281,11.57681,16.52398,0.58949,106.4215,0.37355,109.35076,12.72729
2020-11-13,202.8901,644.7436,530.538,125.51,178.565,308.668,NA,229.6852,264.7194,20.729,1316.64975,3484.79621,906.91696,348.24962,1037.05395,73.14972,169824.34831,2.74,NA,4.85792,6.83446,259.84274,220.56809,NA,793.0527,455.314,11.63355,16.57425,0.59658,106.3789,0.37233,109.20834,12.79163
2020-11-15,NA,631.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.30425,NA,788.9083,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-16,203.5335,633.4685,530.705,126.24,178.579,308.905,NA,230.3046,264.9906,20.53974,1358.22496,3525.07178,914.10235,347.77065,1051.62135,73.78687,167283.17944,2.86,130.91439,4.8224,7.03496,268.44845,222.48626,70.31275,790.1926,460.303,11.63203,NA,0.61077,107.491,0.37691,109.55213,12.80128
2020-11-17,203.7923,638.3254,529.082,126.33,178.585,309.304,NA,230.1769,265.2092,20.61672,1384.32943,3617.46607,915.87288,356.90803,1086.09121,72.61262,162487.13306,2.86,130.58207,4.76819,NA,266.82098,223.21506,70.56926,784.5417,458.18,11.51212,16.68053,0.60994,107.8255,0.37881,110.36098,12.7806
2020-11-18,203.9826,640.8102,529.075,126.73,178.588,309.214,NA,229.9169,265.2227,20.85686,1384.76832,3659.19124,938.73631,355.98989,1087.96125,72.85439,167910.4717,2.89,130.13732,4.90586,7.10865,270.48212,224.48568,70.468,787.801,460.497,11.51802,16.78625,0.60903,108.5939,0.38002,110.33701,12.894
2020-11-19,204.0162,646.4482,530.748,126.72,178.586,309.45,NA,229.895,265.3247,20.6807,1389.32973,3630.93871,916.93399,355.94293,1083.63161,72.01338,173993.08347,2.85,128.85165,4.8936,7.01271,267.16997,223.33842,70.07757,769.6611,459.188,11.53235,16.61831,0.60575,108.5389,0.37818,108.43996,12.89044
2020-11-20,204.1745,646.4482,531.712,126.72,178.615,309.694,NA,229.9936,265.5587,21.18008,1365.40408,3639.2357,918.24701,357.17058,1088.99106,72.58231,172619.98659,2.85,NA,4.88442,7.07359,272.01643,223.18769,NA,769.6611,462.018,11.70021,16.65363,0.60618,108.6289,0.37763,109.68927,13.16054
2020-11-22,NA,648.8642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.09648,NA,785.7511,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-23,204.5655,654.9296,531.852,126.39,178.626,309.62,NA,230.374,265.5665,21.10487,1371.32844,3674.1407,927.88616,361.70087,1105.3205,72.60069,163935.83149,2.83,127.67831,4.86956,7.19126,273.34214,224.01073,71.13723,790.0723,467.739,11.7784,16.76205,0.62134,109.6677,0.38513,110.27837,13.4509
2020-11-24,205.0998,657.4725,530.728,126.46,178.625,309.564,NA,231.0233,265.745,20.94917,1408.69199,3714.82355,933.26876,364.86987,1149.99579,73.38008,161303.02656,2.88,128.37992,4.95401,7.23812,278.04486,223.72413,71.11519,778.5102,467.701,11.79042,16.86496,0.62546,109.1434,0.38668,108.57209,13.21114
2020-11-25,205.361,653.7113,529.051,126.27,178.614,309.617,NA,231.0809,265.8194,20.54542,1419.09198,3653.94428,916.3142,362.78953,1171.98724,73.36758,163491.88682,2.9,129.46961,4.94354,7.23143,277.80185,224.95168,71.38864,782.6562,463.691,11.5938,16.65885,0.62245,108.8009,0.38467,109.29719,13.37577
2020-11-26,205.4748,654.8503,NA,126.68,178.619,309.882,NA,231.1567,265.9207,20.27164,1426.97054,3678.98095,916.23437,362.54512,NA,73.92289,167031.42682,3,128.67165,4.94434,7.211,275.61308,225.09959,71.2055,781.1644,467.932,11.70532,16.80346,0.63068,109.67,0.39179,111.12369,13.47853
2020-11-27,205.541,654.8503,527.833,126.1,178.62,309.847,NA,231.341,265.8945,19.83834,1422.98235,3593.28427,911.87589,360.34122,1188.40846,73.06844,165419.09844,3.04,NA,4.96856,7.22465,275.27947,224.27125,NA,781.1644,466.546,11.72606,16.63722,0.62961,109.6903,0.38792,110.07005,13.41564
2020-11-29,NA,649.9774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.96373,NA,781.6142,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-30,205.6568,638.9648,527.253,125.82,178.591,309.411,NA,231.2931,265.7639,NA,1386.1218,3595.39066,888.09603,360.11377,1178.58457,70.63722,158350.28449,3.06,127.18934,4.94639,7.12731,272.01231,225.22981,71.25281,775.5959,456.31,11.40025,NA,0.6158,108.8265,0.37117,107.68041,13.06857
2020-12-01,205.861,628.9775,523.943,125.88,178.514,308.26,NA,231.058,265.3098,20.37712,1442.52387,3673.60731,910.75965,368.40183,1196.54628,71.80793,162190.96863,3.08,128.08842,4.97922,7.15008,278.00275,222.85537,NA,788.7415,460.774,11.40939,16.85404,0.62379,110.3842,0.37733,108.72272,13.12428
2020-12-02,206.1579,635.9359,522.235,125.5,178.534,308.464,NA,231.2649,265.3788,20.52061,1449.45836,3721.65716,925.46928,370.35475,1211.68445,71.59954,160809.23388,3.09,127.71941,5.00184,7.10896,282.77633,221.1898,NA,783.8647,460.819,11.28716,16.8035,0.63617,110.9221,0.38218,108.12382,13.04948
2020-12-03,206.4461,649.1873,522.051,126,178.58,309.246,NA,232.2743,265.7855,20.75165,1472.90466,3756.4795,934.23349,376.80718,1224.54306,72.69135,163157.7128,3.15,126.94775,4.97894,7.08986,282.48236,219.59781,NA,791.9402,461.727,11.33147,16.77972,0.64577,111.216,0.38015,109.49471,13.2153
2020-12-04,206.8022,649.1873,523.179,126.17,178.574,308.943,NA,232.1889,265.8779,20.55419,1481.95817,3751.53986,943.16535,394.6558,1236.33893,73.07733,161895.19285,3.2,NA,5.01427,7.14473,291.20087,219.63398,NA,791.9402,466.752,11.35547,16.93569,0.66195,113.0558,0.37885,109.36382,13.36383
2020-12-06,NA,644.9025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.41138,NA,801.4199,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-07,207.0124,649.0747,523.509,126.59,178.622,309.753,NA,232.501,266.3446,20.7034,1509.9728,3714.32457,935.74549,401.47532,1222.4182,73.74536,161736.80622,3.15,127.02142,4.99809,7.17875,292.61284,219.54743,71.3146,800.8427,467.95,11.26793,17.11443,0.67021,113.9725,0.38782,109.02008,NA
2020-12-08,207.024,646.5303,523.95,127.09,178.671,310.421,NA,232.8738,266.6678,NA,1516.83038,3716.46719,933.84234,401.64259,1231.29179,74.07812,163095.98349,3.16,127.4234,5.09506,7.27123,294.54687,219.32454,71.69472,795.525,469.043,11.30495,17.19994,0.6557,113.8777,0.3869,110.07667,13.74606
2020-12-09,207.144,647.4302,525.547,127.48,178.677,310.442,NA,232.6572,266.6581,20.44384,1493.88668,3686.38171,946.99304,416.86547,1224.15507,74.50958,164963.51264,3.11,128.27202,5.28976,7.35526,298.72227,221.39757,72.2726,792.0906,470.901,11.29091,17.36076,0.67201,114.3674,NA,111.58839,13.8066
2020-12-10,207.0793,647.2454,524.131,127.29,178.656,310.343,NA,232.5215,266.5476,20.57666,1538.23432,3724.85974,936.44389,415.43729,1223.72112,73.53811,163413.45675,3.07,128.09444,5.38854,7.29652,297.31893,219.79765,72.30507,786.1656,468.732,11.23763,17.26269,0.6654,113.382,0.38649,111.82916,NA
2020-12-11,206.8594,647.2454,524.999,127.28,178.699,311.04,NA,232.5854,266.8909,20.83485,1536.34563,3699.17471,934.25765,418.29661,1212.32978,73.49381,167627.01356,3,NA,5.41494,7.19563,290.61133,219.85793,NA,786.1656,470.581,11.24835,17.30628,0.66916,113.3572,0.38579,113.73901,NA
2020-12-13,NA,646.7205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.66682,NA,789.7334,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-14,206.8947,644.5869,523.66,126.82,178.687,310.874,NA,232.8022,266.7122,20.84891,1507.92894,3678.59845,920.99029,422.29808,1203.84109,73.83422,167778.96925,3,127.90008,5.50258,7.24776,289.02974,219.3792,72.52275,792.556,467.222,11.10055,17.32349,0.6651,113.0701,0.38817,111.20388,13.61312
2020-12-15,206.8658,647.6965,524.36,127.13,178.696,310.957,NA,232.9372,266.5685,20.71302,1532.73579,3682.0245,918.59222,433.04827,1228.57495,74.66038,169654.01946,2.98,127.96295,5.47014,7.25228,291.44437,219.21155,71.85113,791.631,466.08,11.10185,17.35064,0.6648,111.8997,0.39109,111.92095,13.61646
2020-12-16,206.9271,645.691,524.853,127.43,178.616,309.993,NA,232.6142,266.0934,20.89222,1548.41811,3729.32862,934.42354,436.01775,1231.47342,NA,170145.94192,2.99,127.71982,5.48804,7.44262,295.58958,220.88195,72.13251,788.1497,469.839,11.2474,17.45733,0.66488,113.6091,0.39946,112.69767,13.65037
2020-12-17,207.0475,657.1356,522.173,127.53,178.63,310.144,NA,232.8042,266.2329,20.70444,1566.02773,3766.06852,965.14682,441.80261,1227.16966,76.63979,171785.22194,2.97,124.23453,5.52414,7.6045,294.86237,218.70053,71.57961,788.1497,471.124,11.29711,17.37618,0.65875,113.5807,0.39651,111.59322,13.62309
2020-12-18,207.0741,657.1356,523.454,127.61,178.587,309.884,NA,232.3387,266.2614,20.72626,1553.28103,3706.98701,966.29893,435.8176,1226.66503,76.98628,174758.79869,3.03,NA,5.43864,7.63865,289.00951,219.11159,NA,788.1497,469.847,11.27556,17.48782,0.65565,113.1044,0.39251,110.27312,13.59233
2020-12-20,NA,654.2455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.23786,NA,796.0598,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,206.7296,650.3823,522.327,126.61,178.567,309.923,NA,231.485,266.2503,20.54734,1507.64956,3620.70121,948.34913,411.89114,1214.04871,75.71141,171428.36416,2.93,122.69084,5.22799,7.42,278.48534,216.61013,70.08873,793.4606,466.484,11.2723,16.84004,0.65278,114.1331,0.39327,109.8006,12.74087
2020-12-22,206.7359,645.9331,525.375,127.07,178.572,310.149,NA,232.0224,266.259,20.62953,1528.4846,3601.24025,963.37577,423.49897,1224.81314,75.25921,174250.51926,2.95,122.97173,5.27245,7.51549,283.10896,220.51692,71.01685,793.2436,465.084,11.21465,17.15734,0.6444,112.7671,0.38142,109.01716,12.94595
2020-12-23,206.7945,647.996,525.074,127.08,178.481,308.959,NA,231.7925,265.6982,20.59186,1524.35382,3674.85846,971.51883,423.8697,1248.60097,75.89804,175190.83196,3,122.58544,5.28115,7.59105,287.1946,220.86007,71.74448,791.5394,467.921,11.28621,17.36136,0.65477,112.8815,0.38034,109.78583,12.79562
2020-12-24,206.8137,647.4091,525.528,127.46,178.482,308.965,NA,231.8102,265.7089,NA,1523.79545,3704.80998,966.18239,426.67652,1247.29541,75.4517,176808.81482,NA,122.66175,NA,NA,NA,220.61664,71.73451,793.9983,466.354,11.02227,17.59042,0.67152,113.5089,NA,109.525,13.20279
2020-12-25,NA,647.4091,NA,127.37,178.482,308.965,NA,231.8102,NA,NA,1522.54572,3701.77151,965.38998,426.32658,NA,NA,177052.7846,NA,NA,NA,NA,NA,220.4357,NA,793.9983,466.976,11.02578,NA,NA,114.2703,NA,NA,13.41987
2020-12-27,NA,645.0447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.36313,NA,795.3894,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-28,206.9157,643.6702,524.573,127.01,178.554,309.738,NA,232.6553,NA,20.3922,1511.31411,3698.30411,979.20695,426.76553,1241.52876,74.81743,180651.02655,3.09,120.91125,5.28182,7.73534,295.10695,220.26106,71.25777,795.2784,464.732,10.86745,17.70034,0.67537,115.3566,0.38899,109.85108,13.06655
2020-12-29,206.9903,647.2554,523.656,127.08,178.568,310.006,NA,232.8442,266.2698,20.39921,1539.36448,3796.43849,978.47574,431.5553,1240.52442,74.34356,184670.85611,3.1,121.04338,5.29042,7.83394,294.02243,220.38237,71.12858,790.6453,469.588,11.06669,17.70968,0.67884,115.1043,0.38473,108.82257,13.23477
2020-12-30,207.0402,645.9984,522.252,126.94,178.533,309.976,NA,232.6264,266.1971,NA,1531.49158,3779.16836,973.45594,434.24201,1240.21483,75.52877,187423.6902,3.09,121.45426,5.33791,7.79468,286.5108,220.09038,70.67295,794.0643,475.551,11.33629,17.77478,0.69188,116.8561,0.38243,109.33732,13.08864
2020-12-31,207.0487,643.8665,525.577,127.49,178.533,309.982,NA,232.6102,266.2077,NA,1534.87117,3738.21677,975.31288,436.19632,1243.36196,75.66613,186214.72569,3.08,122.02558,NA,NA,NA,219.23103,69.95391,785.154,478.905,11.45492,17.91679,NA,116.5465,NA,109.25398,NA
2021-01-01,NA,643.8665,NA,127.59,178.533,309.982,NA,232.6102,NA,NA,1536.12771,3741.27712,976.11134,436.55342,NA,NA,NA,NA,NA,NA,NA,NA,219.41051,NA,785.154,479.087,11.46548,17.99474,NA,116.5465,NA,NA,NA
