"Dates","MSDEEEMN.Index","MXCN.Index","MXIN.Index","MXKR.Index","MXTW000V.Index","MXID.Index","MXMY.Index","MXTH.Index","MXPH.Index","MXBR.Index","MXMX.Index","MXCL.Index","MXCO.Index","MXPE.Index","MXZA.Index","MXTR.Index","MXGR.Index","MXEG.Index","MXHU.Index","MXCZ.Index","MXPL.Index","MXSA.Index","MXAE.Index","MXQA.Index","MXKW.Index","JPEICORE.Index","GBIE1001.Index","BCEX6T.Index","BCEX4T.Index","IDCOT7.Index","BEIG1T.Index","LECPTREU.Index","IBOXXMJA.Index"
2020-01-01,NA,742.5906,NA,135.37,178.43,296.627,NA,225.556,NA,NA,2116.11379,4243.02657,1159.35438,616.8896,NA,NA,NA,NA,NA,NA,NA,NA,243.34945,81.3105,837.7791,441.236,9.80654,17.1368,NA,109.0938,NA,NA,NA
2020-01-02,203.9708,742.5906,544.976,135.98,178.392,297.367,NA,225.9318,259.5942,23.19142,2174.31513,4353.01701,1198.0752,624.70904,1534.05551,87.65991,228283.37616,4.82,177.85675,6.69172,9.13301,364.15102,245.47751,82.07196,841.1361,447.509,10.08225,17.34123,0.5282,109.3465,0.46895,120.51941,16.81231
2020-01-03,204.0506,742.5906,544.806,135.54,178.451,298.764,NA,227.0751,260.1351,23.35931,2152.47046,4380.79126,1202.47046,630.74651,1514.83172,87.02569,223949.43148,4.75,NA,6.66305,9.12459,360.08854,245.40086,82.05503,841.1361,447.308,10.02759,17.20688,0.52584,109.6999,0.47232,120.82035,16.78863
2020-01-05,NA,714.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.36841,NA,825.2877,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-06,203.948,716.9648,543.407,135.35,178.444,298.817,NA,227.1486,260.1653,23.21434,2128.69138,4369.97767,1186.95846,631.34435,1504.46628,86.01142,219835.23326,NA,172.31461,6.41234,9.13028,NA,239.61918,79.88719,834.1176,441.842,9.94934,16.81113,0.52,108.5634,0.46615,119.56439,16.50061
2020-01-07,204.0184,727.6127,546.696,135.47,178.421,298.521,NA,226.6096,260.0326,23.51647,2114.68186,4334.16495,1202.30638,626.75222,1478.97335,86.06542,222634.25869,4.75,NA,6.3648,9.1046,356.00556,240.39253,81.41567,833.258,445.067,10.06151,16.96817,0.52784,108.0674,0.47083,121.33213,16.67254
2020-01-08,203.8955,726.2267,548.373,136.09,178.401,298.135,NA,226.2539,259.6815,23.38557,2118.25868,4394.06368,1213.96834,626.53355,1480.653,87.0057,227173.98232,4.66,177.94668,6.45635,9.07451,351.73789,238.74136,81.04287,830.5556,444.182,10.02555,17.10633,0.52962,107.1387,0.46969,119.76191,16.42296
2020-01-09,204.0539,737.6423,548.89,136.49,178.375,297.53,NA,225.9755,259.2239,23.54401,2111.6344,4407.52814,1205.56506,623.84511,1494.47096,86.36777,239361.01995,4.73,179.83906,6.51049,9.11098,357.68606,245.35655,82.25037,838.4471,452.083,10.22347,17.44326,0.5407,108.0695,0.47563,120.66703,16.68731
2020-01-10,204.2207,737.6423,548.656,136.75,178.376,297.956,NA,226.502,259.3695,23.47461,2103.62345,4423.19727,1226.48804,619.67272,1484.10358,86.43104,239817.4329,4.71,NA,6.44564,9.12303,360.3043,244.98152,82.12241,838.4471,453.34,10.2462,17.52248,0.54549,108.3965,0.47841,120.6155,16.66638
2020-01-12,NA,737.6423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.73842,NA,840.0111,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-13,204.3607,737.6423,547.854,135.98,178.32,296.903,NA,225.882,259.0301,NA,2096.31059,4420.1526,1205.5386,617.8456,1486.75943,85.51134,241748.801,4.67,178.99497,6.44573,9.16922,364.40223,246.52201,82.62272,847.163,456.645,10.38949,17.6585,0.55178,109.3714,0.48412,120.32813,16.66605
2020-01-14,204.3848,751.8273,548.342,136.24,178.317,297.164,NA,226.3231,259.1563,23.46465,2100.46716,4416.04528,1203.49474,618.96505,1490.26143,86.5393,243063.21691,4.66,180.90594,6.40456,9.21764,364.50736,247.56663,83.87094,851.9998,457.106,10.32962,17.71678,0.5547,109.6967,0.48778,119.81426,16.62729
2020-01-15,204.4176,754.6595,548.665,135.87,178.325,297.669,NA,226.6329,259.4525,22.97545,2056.38107,4373.96487,1189.2185,612.47535,1498.10002,86.67395,241638.11156,4.71,181.26884,6.31984,9.176,360.38417,245.63503,83.9756,852.7872,453.534,10.27218,17.71736,0.54848,109.3879,0.48388,119.89193,16.43771
2020-01-16,204.5866,755.9903,551.1,136.12,178.275,297.513,NA,226.2278,259.7186,22.92979,2064.1401,4472.64481,1189.50157,611.46834,1506.50202,86.95843,243088.84547,4.76,182.75943,6.25348,9.13324,361.53725,247.01365,84.14906,854.6963,454.993,10.31403,17.70511,0.55507,109.5662,0.4863,120.58239,16.63929
2020-01-17,204.7013,755.9903,552.726,136.52,178.284,297.64,NA,226.5061,259.7874,23.23296,2101.2172,4564.98963,1199.92787,617.67199,1517.59084,87.30061,243632.67884,4.77,NA,6.18884,9.15194,361.13857,247.98038,84.48289,854.6963,459.413,10.428,17.80613,0.55833,110.2138,0.48971,121.80736,16.78402
2020-01-19,NA,760.6238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.25513,NA,856.0003,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-20,204.8361,757.4346,NA,136.64,178.289,297.886,NA,226.6818,259.9558,22.68177,2107.10935,4588.12703,1187.09852,616.89823,NA,87.29542,244711.00671,4.81,185.90615,6.24568,9.17204,361.10444,248.06552,84.91206,853.191,459.475,10.39269,17.67548,0.56401,110.5265,0.48773,121.27359,16.68843
2020-01-21,204.7352,755.7504,552.711,136.5,178.271,298.505,NA,226.7977,260.3033,22.40871,2063.85683,4547.59286,1148.67472,610.38586,1509.38514,86.11624,245626.48795,4.79,183.9391,6.21153,9.12705,358.77781,246.60657,84.47527,853.3392,451.295,10.09111,17.55588,0.55263,110.5265,0.48658,120.74268,16.51295
2020-01-22,204.6944,754.3514,553.447,136.95,178.253,298.664,NA,226.7719,260.4578,22.47167,2097.76294,4549.73841,1146.39185,610.03067,1517.92351,86.91171,243534.12463,4.82,185.72589,6.24874,9.14136,355.82993,245.81998,84.96305,853.3,454.846,10.20074,17.52469,0.56142,110.5265,0.48698,120.32804,16.48061
2020-01-23,204.5252,755.7545,554.686,137.11,178.328,300.02,NA,227.4852,260.9091,22.98748,2131.76183,4531.94281,1140.74744,605.6375,1511.39263,85.27287,243631.07207,4.81,185.19134,6.31517,9.12923,356.17044,244.6924,85.14098,847.925,451.576,10.01145,17.61452,0.5539,110.5265,0.48983,120.15694,16.48373
2020-01-24,204.5034,755.7545,555.999,137.42,178.346,300.376,NA,227.6365,261.125,23.1918,2110.83704,4496.88945,1137.11798,606.37526,1499.8277,86.13295,242143.72098,4.82,NA,6.26944,9.12492,356.56987,245.21843,85.32629,847.925,451.294,9.9749,17.7784,NA,110.5265,0.49311,120.54054,16.46263
2020-01-26,NA,750.7518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.60621,NA,845.0522,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-27,203.8336,740.8051,554.933,136.47,178.455,302.406,NA,228.761,261.5146,23.07057,2025.65592,4371.7567,1099.80027,591.34816,1451.86564,83.18985,237304.0591,4.74,185.02992,6.14961,9.03737,343.1095,237.92061,83.825,837.3279,445.186,9.88205,17.63215,NA,110.5265,0.48246,NA,15.84595
2020-01-28,203.8958,742.8299,557.24,136.74,178.463,301.859,NA,228.6788,261.1375,22.74512,2066.73631,4466.0823,1103.84231,591.28895,1462.88491,82.89654,236134.95295,4.68,184.73897,6.09058,8.93475,345.45069,237.70445,83.91007,830.1533,445.167,9.95765,17.58802,0.53481,110.5265,0.48187,118.45221,15.68996
2020-01-29,204.0957,745.1552,559.209,137.02,178.496,302.502,NA,229.3287,261.4037,22.70453,2049.56838,4549.29577,1101.3721,593.60291,1468.65061,83.91431,235641.77143,4.68,185.46482,6.06118,8.94223,344.70914,238.08328,83.86407,833.0961,443.548,9.80727,17.63714,0.53703,110.5265,0.48251,118.56125,15.75177
2020-01-30,203.8955,741.4571,558.37,135.89,178.523,303.217,NA,229.7301,261.6682,22.34462,2020.66498,4478.40188,1084.12756,592.10002,1454.26708,83.00197,235784.59207,4.64,186.08629,6.09158,8.90974,341.43486,239.80687,83.31982,833.4259,432.123,9.55626,17.36265,0.51904,104.0407,0.47268,117.60549,15.58325
2020-01-31,203.8356,741.4571,556.94,135.14,178.544,303.888,NA,230.1548,262.0229,21.66313,1978.62492,4351.56546,1080.40242,578.19183,1422.03375,80.71303,231372.7644,4.61,NA,6.02086,8.81173,338.94776,238.83319,82.98152,833.4259,426.103,9.44518,17.12251,0.50814,104.6356,0.45625,115.70128,15.38396
2020-02-02,NA,737.8619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.79792,NA,829.0028,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-03,203.6504,735.0316,558.255,135.86,178.533,303.5,NA,229.8378,261.9006,21.57244,2012.16204,4391.3012,1105.19939,584.02206,1439.49724,81.21079,231836.36427,4.58,185.99596,6.08664,8.91579,339.45654,234.76941,81.73373,821.3055,426.221,9.497,16.88314,0.51304,103.9866,0.45432,114.6617,15.27395
2020-02-04,204.0586,735.0668,558.715,136.8,178.516,303.191,NA,229.8023,261.7399,22.00807,2030.69675,4528.91184,1140.03805,600.40772,1480.3751,83.78932,238783.68942,4.62,187.42058,6.1843,8.98911,347.88348,235.98961,82.14086,827.5678,437.035,9.78778,17.34862,0.52858,105.0715,0.4628,115.97575,15.64351
2020-02-05,204.4336,734.0777,561.105,137.37,178.5,302.397,NA,229.6227,261.4925,22.47097,2036.84211,4532.87883,1147.59567,610.60813,1490.95537,84.92091,239637.8201,4.63,189.13998,6.20567,9.09036,352.63483,235.20699,82.66209,829.5206,440.096,9.83484,17.57672,0.53339,105.1474,0.47132,116.28416,15.84085
2020-02-06,204.7228,736.0858,563.109,137.28,178.469,302.267,NA,229.3894,261.4382,23.11098,2024.34624,4499.86333,1150.47836,607.89066,1428.60137,84.7473,239799.42996,4.65,191.47849,6.1946,9.17402,349.76907,234.86445,82.85792,822.0774,446.336,10.04238,17.7311,0.55001,106.6625,0.47153,117.52506,15.8136
2020-02-07,204.6902,736.0858,565.076,136.79,178.49,302.779,NA,229.5045,261.6764,23.06243,1988.80563,4473.59956,1139.11176,605.47382,1414.32879,83.44865,236356.29435,4.61,NA,6.24261,9.11432,348.343,235.56381,83.10021,822.0774,442.544,9.9992,17.67612,0.54256,105.7569,0.47019,117.46956,15.72807
2020-02-09,NA,732.7642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.14745,NA,821.2955,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-10,204.5886,725.9515,566.446,137.07,178.493,303.245,NA,229.5196,261.8889,22.92901,1975.86618,4473.46471,1119.27589,600.18332,1431.70486,83.47596,232061.95408,4.55,191.05439,6.2223,9.09802,345.73077,233.657,83.51877,808.1314,442.306,10.0199,17.68585,0.54337,105.5181,0.469,116.78849,NA
2020-02-11,204.8385,730.2583,566.509,137.59,178.486,302.824,NA,228.7989,261.7765,23.07364,2018.5314,4564.42044,1133.29061,601.56565,1435.57956,84.8894,235135.38409,4.63,191.36103,6.23861,9.08262,349.01105,230.69373,82.61188,808.1314,447.74,10.13437,17.75781,0.55131,106.0943,0.46875,117.69569,15.66207
2020-02-12,205.0486,727.2706,569.386,138.25,178.514,302.954,NA,229.1583,261.702,22.95686,2038.25719,4638.20204,1140.27025,615.22199,1464.84971,85.96895,234367.78411,4.65,189.52794,6.17572,9.01428,352.60148,232.60191,82.48294,797.6689,452.762,10.31048,17.94793,0.55836,106.8915,0.46765,117.51951,15.95796
2020-02-13,205.0442,724.091,571.854,138.47,178.538,303.35,NA,229.7323,261.8361,23.1466,2033.87751,4618.60358,1132.70614,621.70264,1461.16953,86.34169,236260.90703,4.66,191.06128,6.2862,9.03153,351.95731,232.09599,82.29484,790.3331,453.251,10.30481,18.00199,0.55819,107.1251,0.46547,117.62635,15.88835
2020-02-14,205.2356,724.091,573.472,138.8,178.527,303.418,NA,229.8237,262.0805,22.70021,2018.52808,4642.95859,1139.34336,621.4793,1441.08642,86.82684,234561.83242,4.66,NA,6.36806,8.99788,350.84573,232.0684,82.28725,790.3331,453.495,10.30835,17.88981,0.56245,107.2885,0.46501,117.95899,15.76554
2020-02-16,NA,719.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.86474,NA,782.9236,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-17,205.3906,722.6625,NA,138.72,178.522,303.517,NA,229.8743,262.1628,22.85175,2029.98523,4636.29062,1129.89291,619.98708,NA,86.87409,236293.85076,4.63,192.58671,6.42761,9.04077,351.04806,231.80222,83.50438,779.0635,454.839,10.40108,17.82444,0.56215,106.8708,0.46611,117.49576,15.82337
2020-02-18,205.3079,715.8007,576.067,138.83,178.489,303.352,NA,229.5044,262.1851,22.87321,2014.30951,4637.62495,1104.90559,618.61348,1423.10255,86.39434,234203.32348,4.57,191.86727,6.46043,9.00162,348.82877,231.86499,84.03075,788.1076,450.1,10.33086,17.7337,0.55038,106.6352,0.4663,117.47889,15.70043
2020-02-19,205.4144,713.8883,577.366,138.84,178.481,303.596,NA,229.6289,262.3018,23.1381,2032.3573,4632.82061,1097.10897,625.75982,1432.73721,87.08976,233278.39405,4.62,193.7386,6.55973,9.02177,349.2068,235.74881,84.3611,794.4926,454.689,10.4165,17.98236,0.55168,107.5484,0.47148,117.2322,15.66996
2020-02-20,205.5972,722.926,577.948,138.17,178.493,304.176,NA,230.0803,262.4948,23.1028,1990.89224,4573.22339,1093.1993,622.86667,1419.21616,85.63469,227134.61189,4.58,194.40733,6.46042,8.90898,346.07121,236.55847,83.85657,796.2153,450.781,10.37714,17.82422,0.54137,107.0823,0.4682,116.54386,15.43112
2020-02-21,205.4519,722.926,575.958,137.57,178.504,304.24,NA,230.0688,262.4312,22.77097,1960.17683,4511.9359,1083.76312,596.31608,1409.12691,84.94996,227380.00179,4.45,NA,6.47608,8.90485,343.55611,235.11728,83.35458,796.2153,444.326,10.17608,NA,0.53054,106.5455,0.46215,115.39944,15.36232
2020-02-23,NA,721.3622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.65456,NA,794.2048,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-24,204.3381,709.9089,574.344,136.49,178.478,304.535,NA,229.5434,262.4953,22.07349,1954.46601,4357.20725,1054.71438,584.94159,1368.35618,80.66117,221345.28425,4.09,190.45211,6.27227,8.60998,327.73912,226.58351,81.77728,785.0963,432.308,9.94457,17.22871,0.50471,105.2907,0.44917,111.04256,14.6697
2020-02-25,203.9331,709.9089,571.967,136.23,178.497,304.701,NA,229.5179,262.4543,NA,1952.31094,4281.25517,1035.83571,579.97795,1322.05274,79.58318,219035.24893,4.22,187.58067,6.06954,8.42016,318.34209,226.31257,81.50921,781.2116,432.51,9.95771,17.23295,0.51162,105.1867,0.44918,111.59823,14.67472
2020-02-26,203.1385,709.9089,570.039,136.26,178.494,304.361,NA,229.1763,261.9165,21.14507,1818.39323,4251.90734,1022.06085,573.36152,1339.46135,80.60323,220082.82724,4.09,185.88449,6.10508,8.29687,315.18151,224.85201,80.34823,765.3197,427.071,9.92467,17.08082,0.50417,104.1515,0.43996,111.28924,13.86569
2020-02-27,202.048,709.9089,559.926,133.68,178.453,304.148,NA,228.3002,261.7934,21.27013,1721.92168,4043.79781,996.97632,543.84335,1285.32787,76.46615,209126.46559,3.85,181.63026,6.00873,8.22241,302.05134,220.96295,79.21489,763.5551,417.31,9.8275,16.88514,0.49717,103.1774,0.4177,111.34667,14.18188
2020-02-28,199.7266,709.9089,555.141,131.46,178.422,304.721,NA,227.8564,260.9729,20.55768,1725.91583,3942.0689,954.94955,535.16953,1257.65839,70.66651,198704.97055,3.62,NA,5.63285,7.84691,287.88761,220.55291,79.06367,763.5551,407.216,9.60663,15.96227,0.48028,103.1774,0.40396,109.04606,13.58538
2020-03-01,NA,624.4269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.12266,NA,763.5551,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-02,199.6404,668.0098,549.67,130.97,178.437,304.61,NA,227.4608,260.9033,20.27115,1746.17174,3973.91771,987.89803,524.47227,1284.94633,71.67757,197965.81954,NA,168.48805,5.78838,7.86118,293.99511,208.38126,75.20674,738.4124,406.474,9.66276,15.59833,0.48243,101.9909,0.39452,106.35156,13.41867
2020-03-03,200.84,685.6913,555.914,133.49,178.552,306.076,NA,229.2585,261.1388,20.46617,1746.17797,4126.78555,1002.11488,524.57209,1275.75948,74.36978,210070.67548,3.9,169.39608,6.10664,8.24702,309.61183,215.13168,76.03629,741.9445,409.096,9.67149,15.81549,0.48864,103.0186,0.41135,107.23918,13.94351
2020-03-04,201.2375,680.9161,562.184,134.21,178.6,306.404,NA,229.2588,261.4811,20.90684,1748.11219,4186.15606,1012.23481,535.66163,1343.35671,74.9903,211758.12615,3.9,165.75568,6.11009,8.36963,305.16803,214.2756,74.24657,749.0897,414.526,9.79562,15.72989,0.50096,103.7995,0.42344,109.37151,13.97336
2020-03-05,200.5046,675.5878,554.753,131.77,178.52,306.199,NA,227.8887,261.6572,20.7572,1620.26039,3992.07241,986.71304,520.70626,1296.20118,73.08599,210878.50555,3.69,166.53312,6.03584,8.2465,298.00827,210.90809,73.40591,758.457,413.374,9.85637,15.52282,0.50106,104.8619,0.41488,109.22195,13.84843
2020-03-06,197.8342,675.5878,547.364,130.08,178.397,306.64,NA,226.5501,260.8066,20.38416,1550.37594,3806.2981,951.22512,492.31314,1247.35958,71.23052,206454.36755,3.39,NA,5.8202,8.00153,288.5466,209.18808,72.81503,758.457,398.213,9.54224,14.99193,0.48625,103.011,0.39836,107.24813,13.45593
2020-03-08,NA,605.3784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.73965,NA,732.3796,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-09,191.4791,538.3345,517.609,125.14,178.082,305.733,NA,222.9995,258.2249,18.64437,1310.54698,3356.66056,876.42851,395.85623,1137.91329,63.75633,192662.56212,3.02,143.79252,5.33299,7.5588,264.00834,173.6948,61.55573,660.2207,369.445,9.0026,13.95598,0.45375,100.2353,0.35868,100.61884,12.03326
2020-03-10,191.968,542.4799,521.676,126.63,178.031,304.543,NA,222.4902,257.7585,18.92305,1435.95794,3461.5942,900.33581,408.0859,1213.93602,66.52289,192831.23101,3.22,149.88572,5.42368,7.5058,259.77588,188.05591,66.29408,688.6871,378.387,9.31706,NA,0.46643,100.1727,0.37462,101.53076,12.37102
2020-03-11,190.1693,551.5577,512.355,125.16,178.274,305.419,NA,223.0801,257.1588,19.01629,1326.64599,3374.39078,878.91892,380.16837,1124.83828,65.72337,192180.73403,3.09,150.66717,5.10659,7.34053,244.42196,183.11968,65.81696,697.8504,373.612,9.20181,14.25085,0.45427,99.60831,0.36928,102.85987,12.19741
2020-03-12,183.5447,551.5577,490.418,120.05,177.41,300.597,NA,217.1573,254.7763,17.12622,1102.0025,3047.9975,815.66244,325.67495,990.88146,59.63015,177984.07376,2.73,NA,4.39411,6.5689,208.66793,179.6116,61.02782,666.1931,354.734,8.85449,13.14404,0.43649,95.40667,0.34459,101.10021,10.90575
2020-03-13,182.3482,551.5577,496.503,121.94,177.332,297.578,NA,216.3231,253.0752,17.47819,1294.52216,3267.37659,847.24303,339.60834,1107.43615,59.75163,181672.39666,2.8,NA,4.71406,6.58588,218.13841,181.28941,61.6061,666.1931,358.39,8.9793,13.79569,0.42659,93.01342,0.35074,96.43945,11.23779
2020-03-15,NA,519.7939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.38311,NA,670.9299,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-16,175.3147,496.4323,478.602,118.13,176.852,292.47,NA,210.5943,249.6878,15.91488,1062.3443,3137.94247,711.66771,270.91137,978.94973,52.80523,163040.01755,2.41,126.7749,4.35523,5.85654,210.42661,168.98636,54.81005,680.5106,333.013,8.39285,12.65878,0.40301,89.65504,0.32214,90.4166,10.24977
2020-03-17,172.0825,497.9846,481.116,118.85,176.384,290.256,NA,208.8364,247.4466,NA,1125.0273,3020.21296,735.64798,272.8249,1009.97452,54.84617,165116.26625,2.34,129.53366,4.18563,5.91804,222.25659,175.8527,52.0108,692.399,335.433,8.60188,12.56317,0.39514,87.17052,0.3029,89.3647,10.28596
2020-03-18,167.0099,494.1496,460.758,115.63,176.41,287.665,NA,206.3119,241.9519,NA,1009.18142,2880.25442,643.30752,242.02618,928.81637,48.92152,162597.74385,2.31,125.32176,3.78306,5.38586,215.28952,179.56454,54.15274,713.1938,323.754,8.35998,11.97996,0.37317,85.337,0.2877,88.94748,10.41474
2020-03-19,164.5399,517.6303,454.203,115.18,177.097,291.273,NA,208.6414,240.6044,14.4311,1040.07862,2848.68027,708.7514,248.07188,962.57956,48.13479,162756.43369,2.5,135.89855,3.69465,5.40099,224.06426,186.29352,59.91999,715.9557,319.019,8.39613,11.77835,0.35334,80.38168,0.26672,87.80764,10.59657
2020-03-20,165.2747,517.6303,466.478,117.12,177.406,295.104,NA,210.6376,242.0404,14.84454,1052.49836,2787.30665,713.73395,252.80772,940.8081,50.52162,162357.67841,2.63,NA,3.98086,5.65487,228.94412,186.73955,60.01385,715.9557,334.738,8.73738,12.47652,0.38186,85.00185,0.26852,94.60905,11.46317
2020-03-22,NA,517.6303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.86469,NA,712.7502,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-23,163.5297,532.0471,453.274,113.5,177.403,295.247,NA,209.5844,241.3283,14.60724,963.91033,2541.80076,656.73891,245.67947,872.96065,47.20114,157558.68673,2.39,146.02111,3.97847,5.51533,212.03331,177.92591,55.74292,679.7916,313.945,8.385,10.67735,0.35536,81.83318,0.24054,89.64577,10.27026
2020-03-24,165.1189,555.0823,461.399,115.02,177.38,293.842,NA,208.4925,240.3706,14.77229,1068.52282,2660.1004,663.94906,250.51594,921.05606,50.87063,169135.73078,2.58,141.23275,4.15833,5.89214,218.90661,183.84162,58.58514,680.7403,330.831,8.80689,11.01433,0.39468,85.13822,0.24013,92.10664,10.44398
2020-03-25,168.3613,564.9763,475.469,116.17,177.364,293.387,NA,208.8774,240.1958,15.37857,1139.04797,2821.63705,712.48504,290.88482,926.91281,54.74738,167327.97622,NA,140.4644,4.21731,6.03872,219.29407,182.76322,63.17486,706.0769,344.093,8.9961,11.57762,0.41742,88.36866,NA,94.5267,10.92855
2020-03-26,170.8289,560.2606,480.027,117.81,177.96,298.463,NA,213.5114,241.4321,16.46585,1172.71408,2937.74492,733.31821,336.11212,926.44231,56.72545,170019.34143,2.76,138.21134,4.27662,6.00005,228.92838,182.95987,59.65832,694.9614,344.159,8.92684,11.99893,0.4071,88.60787,0.27355,94.8151,10.93957
2020-03-27,172.1697,560.2606,471.563,116.38,177.936,299.613,NA,215.2433,242.6812,15.68713,1075.5902,2716.62462,727.01388,320.7605,877.49144,51.71802,161351.32375,2.65,NA,4.09752,5.73695,226.54579,181.73025,59.26053,694.9614,339.58,8.79211,11.84032,0.41246,89.08353,0.2863,95.41993,10.91227
2020-03-29,NA,540.2715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.94349,NA,692.8003,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,171.6664,542.9542,470.336,115.69,177.786,299.677,NA,215.5684,243.2765,15.4605,1093.87477,2672.18693,744.73684,314.32849,919.41016,51.01108,158415.14647,2.73,131.55068,4.03735,5.6217,225.9518,183.13068,58.69584,679.5977,336.386,8.79294,11.49524,0.40965,88.64866,0.27616,94.79003,10.79783
2020-03-31,173.2481,549.1664,477.888,117.1,177.677,297.815,NA,213.6134,243.0968,16.08013,1068.36205,2791.25877,780.48491,313.69064,981.72455,53.30375,160307.54512,2.69,132.22972,4.13567,5.70191,230.79557,187.84646,58.12328,668.6541,344.872,8.99805,12.02999,0.42121,88.58512,0.28742,96.9092,11.20706
2020-04-01,173.2039,541.9434,473.651,115.83,177.583,297.484,NA,212.9285,242.9969,16.40219,1033.40961,2639.08467,754.92906,293.42792,928.17391,51.4087,157605.76924,2.52,130.47756,3.96836,5.60532,224.87601,191.07209,57.98107,671.0127,337.782,8.85557,11.46542,0.3977,88.23057,0.27482,94.60837,10.9096
2020-04-02,173.3391,532.8247,478.015,116.4,177.58,297.001,NA,213.2374,242.7157,16.43369,1057.04667,2689.97417,797.95241,316.1686,952.10293,52.47345,161724.64222,2.61,131.39288,3.98203,5.71514,227.57223,199.00541,58.54044,700.5019,344.315,9.03206,NA,0.41313,88.23057,0.28365,96.06252,11.44274
2020-04-03,173.4098,532.8247,482.736,116.05,177.461,296.468,NA,213.7045,242.8171,16.40003,1016.6404,2600.10197,823.49124,326.67099,917.69723,50.80434,159371.43449,2.59,NA,3.93681,5.65733,228.99931,200.20612,58.84053,700.5019,343.58,9.0101,11.40296,0.4117,88.23057,0.28905,96.50508,11.44083
2020-04-05,NA,534.8812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7877,NA,698.5699,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-06,174.2192,538.1695,482.266,116.3,177.449,296.58,NA,213.6527,242.9855,17.23944,1093.94557,2681.8367,848.05592,341.27014,953.54564,54.17659,162393.94108,2.8,131.53584,3.9894,5.95638,241.46112,203.72547,57.78341,714.9968,353.209,9.20631,NA,0.43178,89.63882,0.30535,97.052,NA
2020-04-07,176.0377,539.3069,481.82,117.52,177.262,294.418,NA,212.7188,243.1295,17.40356,1118.25441,2758.35169,847.12739,345.52129,946.12702,56.64253,162188.65773,2.9,136.35899,4.03542,6.26878,247.27987,206.48701,60.38329,742.8124,360.005,9.29866,12.38687,0.43982,90.73016,0.30618,98.58574,12.21064
2020-04-08,177.0116,538.6581,482.6,118.17,177.148,294.024,NA,212.5275,243.7913,16.96306,1166.75258,2751.91458,849.11635,357.79639,967.09315,55.00523,163987.74269,2.93,141.83975,4.04369,6.29247,242.00875,207.70075,59.67902,748.6027,358.856,9.21564,12.36476,0.43373,92.22379,0.29433,98.06645,12.07338
2020-04-09,179.9786,517.4199,487.712,119.64,177.255,295.043,NA,213.9289,245.991,NA,1175.06401,2820.43709,870.08047,354.02341,969.0929,57.60453,171334.8915,2.91,146.41946,4.2011,6.4804,246.7996,206.55618,62.73662,744.4213,362.082,9.25816,12.78767,0.44005,92.26199,0.29945,98.24759,12.00877
2020-04-10,NA,517.4199,NA,119.54,177.255,295.043,NA,213.9289,NA,NA,1173.66883,2817.08832,869.0474,353.60307,NA,NA,170780.86894,NA,NA,NA,NA,NA,206.33835,62.66213,744.4213,362.343,9.23752,NA,0.44317,93.25352,NA,98.06487,12.14443
