"Dates","EUNW GY Equity","IUSS GY Equity","IUS7 GY Equity","IUSP GY Equity","IBCA GY Equity","IBCM GY Equity","IUSM GY Equity","IBCI GY Equity","EUN5 GY Equity","IS3N GY Equity","ICGA GY Equity","QDV5 GY Equity","CEBJ GR Equity","XMTW GY Equity","H4ZT GY Equity","XCS3 GT Equity","XCS4 GY Equity","XPQP GY Equity","XMBR GY Equity","D5BI GY Equity","XMLA GT Equity","IBC4 GY Equity","LTUR GY Equity","LYXGRE GY Equity","IBCJ GY Equity"
2021-03-05,103.16,4.0495,90.674,46.55,143.635,228.08,175.78,225.41,134.6,30.849,6.327,5.59,189.04,43.395,63.02,9.649,20.575,1.4568,33.53,3.5905,33.065,28.525,24.975,0.8926,13.626
2021-03-08,103.295,4.114,90.518,46.457,143.625,227.9,176.165,224.93,134.6,30.746,6.251,5.651,184.3,43.565,63.12,9.759,20.65,1.4322,33.535,3.643,33.24,28.555,24.31,0.897,13.812
2021-03-09,103.265,4.1625,90.588,46.464,143.67,228.4,176.23,225.75,134.62,31.092,6.377,5.702,187,43.5,63.07,9.908,20.845,1.4496,32.275,3.6775,32.6,29.145,24.975,0.911,14.116
2021-03-10,103.295,4.2225,90.878,46.66,143.68,228.55,176.45,225.61,134.52,30.92,6.322,5.703,185,43.2,62.85,9.827,21.015,1.4356,32.705,3.7245,32.975,29.545,25.5,0.9091,14.152
2021-03-11,102.295,4.21,90.994,46.974,143.73,229.3,175.59,226.79,134.95,31.691,6.522,5.766,190.08,44.28,63.86,9.834,21.2,1.4334,34.085,3.799,34.13,30.32,25.47,0.9192,14.118
2021-03-12,101.94,4.1905,90.328,46.871,143.695,228.66,174.635,226.5,134.725,31.19,6.352,5.654,188.36,43.93,63.41,9.735,20.91,1.4172,34.13,3.801,34.07,29.5,25.22,0.9199,14.17
2021-03-15,101.935,4.2305,90.748,46.768,143.74,229.3,175.135,227.24,134.79,31.262,6.345,5.619,190,44.16,62.79,9.777,20.81,1.384,33.945,3.8275,34.025,29.435,25.325,0.9239,14.172
2021-03-16,101.94,4.249,91.484,47.074,143.73,229.2,175.62,227.51,134.79,31.645,6.448,5.676,191.76,44.565,63.19,9.855,20.9,1.403,34.145,3.85,34.19,29.725,25.805,0.9313,13.968
2021-03-17,101.925,4.24,90.836,46.646,143.655,228.25,174.76,226.13,134.455,31.253,6.37,5.558,191.08,44.005,62.68,9.833,20.845,1.395,34.015,3.834,34.04,29.28,25.41,0.9268,13.658
2021-03-18,101.755,4.159,90.87,46.805,143.695,228.08,173.53,225.89,134.33,31.325,6.425,5.464,190.24,44.06,63.69,9.881,20.695,1.4054,34.975,3.861,34.77,29.515,26.38,0.9135,13.766
2021-03-19,101.645,4.1345,91.25,47.044,143.725,228.55,174.175,225.99,134.425,31.348,6.411,5.573,190.68,43.68,64.47,9.916,20.735,1.3956,35.3,3.8425,34.89,29.535,26.315,0.9008,13.664
2021-03-22,101.815,4.141,91.098,46.647,143.725,228.81,174.07,226.44,134.63,31.275,6.402,5.601,190.56,44.09,63.51,9.868,20.71,1.3702,34.225,3.7945,34.12,29.45,21.295,0.8985,13.694
2021-03-23,101.775,4.1415,91.734,46.611,143.77,229.48,175.69,226.86,134.785,31.08,6.34,5.63,187.64,44.045,62.85,9.711,20.585,1.3714,35.095,3.7645,34.555,29.02,21.77,0.8922,13.534
2021-03-24,101.88,4.1505,91.926,46.496,143.77,229.73,176.21,228.35,134.845,30.598,6.127,5.558,187.54,43.83,62.19,9.739,20.625,1.3824,34.625,3.757,34.245,28.915,21.86,0.9022,13.372
2021-03-25,101.955,4.155,92.082,46.419,143.76,230.15,177.505,228.29,134.985,30.583,6.117,5.488,189.74,44.08,62.5,9.765,20.77,1.4126,33.905,3.7715,33.765,28.755,21.8,0.895,13.184
2021-03-26,102.055,4.1885,91.958,46.452,143.76,229.62,176.65,228.43,134.865,30.779,6.119,5.544,190.2,44.705,63.22,9.776,20.695,1.407,33.88,3.801,33.79,29.5,21.38,0.9184,13.458
2021-03-29,102.135,4.2785,91.848,46.4,143.72,229.07,176.355,227.85,134.64,31.012,6.171,5.594,191.68,45.17,63.46,9.884,21.085,1.4344,33.53,3.8545,33.245,30.02,21.275,0.9337,13.576
2021-03-30,102.19,4.287,92.004,46.376,143.665,228.33,176.49,227.5,134.765,31.331,6.272,5.619,193.18,45.715,61.8,9.874,20.97,1.409,34.48,3.8725,34.01,30.12,21.025,0.9405,13.564
2021-03-31,102.32,4.442,92.248,46.752,143.65,228.6,176.615,228.15,135.015,31.422,6.279,5.622,194.88,45.565,61,9.709,21,1.4022,34.805,3.876,34.235,30.045,21.105,0.9311,13.64
2021-04-01,102.555,4.456,92.25,46.749,143.715,229.1,176.6,228.73,135.24,31.761,6.387,5.655,195.3,45.855,61.45,9.75,21.095,1.4022,34.4,3.914,33.965,30.885,21.945,0.9377,13.82
2021-04-06,102.635,4.475,92.104,46.828,143.665,228.66,175.72,228.4,135.21,31.777,6.406,5.574,201.8,45.815,60.62,9.726,20.675,1.4144,35.185,3.9615,34.285,30.97,21.55,0.9504,14.188
2021-04-07,102.57,4.442,91.982,46.85,143.69,228.71,175.33,228.74,135.245,31.247,6.194,5.513,198.16,45.445,59.8,9.714,20.14,1.4118,35.16,3.9325,34.18,30.32,21.315,0.9528,14.132
2021-04-08,102.645,4.448,91.904,46.897,143.71,229.01,175.26,228.94,135.305,31.48,6.256,5.558,196.48,46.05,60.1,9.76,20.11,1.406,35.305,3.972,34.265,30.24,21.31,0.9592,14.13
2021-04-09,102.52,4.4215,91.86,46.847,143.625,228.16,175.3,228.23,135.05,31.156,6.163,5.528,196.12,45.79,59.92,9.783,20.14,1.3928,34.89,3.9225,34.05,30.01,21.105,0.9679,14.088
2021-04-12,102.505,4.377,91.904,46.687,143.62,228.1,174.75,228.2,135.105,30.931,6.147,5.301,195.12,45.6,58.69,9.776,19.886,1.3934,34.67,3.905,33.89,29.64,20.935,0.9726,14.124
2021-04-13,102.415,4.373,91.804,46.598,143.61,227.99,174.67,227.82,135.045,31.056,6.179,5.328,195.72,45.51,58.57,9.731,19.866,1.378,34.79,3.9015,33.87,30.25,21.105,0.9818,14.01
2021-04-14,102.49,4.3515,91.818,46.676,143.54,227.51,174.22,227.4,134.87,31.212,6.176,5.409,198.82,45.52,59.8,9.668,19.974,1.3888,35.125,3.9535,33.895,30.65,21.44,0.9769,14.304
2021-04-15,102.625,4.417,92.396,47.009,143.61,228.15,175.67,227.55,135.225,31.299,6.163,5.391,200.35,46.225,59.84,9.753,20.085,1.3996,35.665,4.01,34.345,31.18,21.7,0.9847,14.366
2021-04-16,102.71,4.417,92.166,46.969,143.58,227.74,174.995,226.97,134.99,31.431,6.199,5.413,199.96,46.275,60.28,9.759,20,1.3908,35.69,4.027,34.495,31.16,21.61,0.9817,14.318
2021-04-19,102.485,4.4315,91.778,46.878,143.54,227.2,174.19,227.01,134.84,31.171,6.146,5.25,198.46,46.465,59.68,9.666,20.175,1.3756,36.24,3.998,34.555,30.925,21.065,0.959,14.208
2021-04-20,102.2,4.3985,91.58,46.78,143.565,227.52,174.47,227.15,134.815,30.905,6.092,5.134,197.92,46.455,59.16,9.605,20.05,1.3718,35.82,3.938,34.175,30.13,20.895,0.9523,14.114
2021-04-21,102.42,4.4375,91.576,46.729,143.59,227.71,174.28,227.35,134.91,31.01,6.121,5.141,194.28,46.68,59.04,9.663,20.305,1.3768,35.51,3.996,33.955,30.45,20.35,0.9601,14.134
2021-04-22,102.465,4.434,91.834,46.81,143.56,227.62,174.55,226.95,134.925,31.223,6.22,5.209,195.38,46.56,58.74,9.72,20,1.3608,36.01,4.031,34.29,30.34,20.36,0.9779,14.154
2021-04-23,102.445,4.4365,91.592,46.637,143.545,227.53,174.04,226.8,134.97,31.348,6.263,5.227,194.64,46.955,59.57,9.728,19.726,1.3556,35.9,4.026,34.19,30.32,20.195,0.9794,14.136
2021-04-26,102.515,4.4625,91.43,46.65,143.53,227.44,173.745,226.56,134.975,31.374,6.17,5.277,196.24,48.015,58.6,9.827,19.7,1.346,36.275,4.01,34.3,30.165,20.705,0.9896,14.272
2021-04-27,102.495,4.479,91.016,46.603,143.535,227.28,173.415,226.57,134.98,31.443,6.226,5.351,196.86,47.72,58.38,9.714,19.77,1.3398,36.34,4.014,34.275,29.99,21.025,0.9842,14.244
2021-04-28,102.47,4.643,90.738,46.515,143.51,226.96,172.63,226.72,134.8,31.528,6.246,5.41,196,47.465,58.37,9.704,19.938,1.3574,36.74,3.96,34.48,30.275,20.835,0.9887,14.4
2021-04-29,102.495,4.5635,90.656,46.525,143.48,226.29,172.035,226.56,134.69,31.33,6.182,5.397,194.54,47.86,58.6,9.662,20,1.3572,36.845,3.9345,34.215,30.01,20.985,0.9883,14.634
2021-04-30,102.6,4.557,91.634,46.638,143.495,226.33,173.61,226.71,134.77,31.208,6.163,5.381,192.5,47.575,58.68,9.735,20.11,1.3526,36.53,3.904,34.115,29.365,20.83,0.9872,14.512
2021-05-03,102.7,4.5235,91.45,46.608,143.53,226.55,173.395,226.37,134.745,31.126,6.143,5.423,189.68,46.955,58.47,9.639,20.07,1.3634,36.485,3.9175,34.19,29.485,21.045,0.9947,14.626
2021-05-04,102.5,4.5155,91.67,46.506,143.54,227.06,174.515,226.8,134.785,30.683,6.049,5.35,191.7,45.645,58.26,9.573,19.914,1.353,36.02,3.906,33.555,29.03,20.88,0.9728,14.228
2021-05-05,102.64,4.5175,91.964,46.721,143.515,226.8,174.65,226.88,134.93,31.064,6.115,5.47,192.36,45.905,59.42,9.592,19.926,1.3516,36.91,3.943,34.205,29.77,21.03,0.9933,14.576
2021-05-06,102.57,4.5045,91.806,46.898,143.48,226.74,174.23,226.75,134.91,31.099,6.05,5.516,192.42,46.295,59.64,9.543,20.055,1.3462,37.58,3.9535,34.265,30.175,21.225,0.997,14.514
2021-05-07,102.675,4.521,91.546,47.099,143.45,226.2,172.97,226.6,134.815,31.351,6.034,5.545,192.7,47.235,59.92,9.647,20.395,1.3532,38.085,4.0205,34.87,30.67,21.53,0.9938,14.954
2021-05-10,102.68,4.452,91.286,47.039,143.475,226.31,172.69,227.29,134.845,30.855,5.835,5.512,196.62,46.32,59.11,9.466,19.984,1.3448,38.455,4.0575,34.905,30.44,21.635,1.0096,15.044
2021-05-11,102.465,4.4365,90.924,46.957,143.43,225.39,172.02,226.98,134.435,30.474,5.831,5.497,192.54,43.935,58.72,9.461,20.025,1.3486,38.47,4.019,34.73,30.2,21.295,0.9871,15.102
2021-05-12,102.47,4.4105,91.066,46.86,143.37,224.69,172.51,227.32,134.235,30.086,5.838,5.448,187.08,41.935,57.7,9.44,19.746,1.3242,37.955,3.983,34.14,30,20.71,0.9959,14.894
2021-05-13,102.295,4.4245,91.048,46.851,143.34,224.38,171.88,226.63,134.095,29.967,5.77,5.467,186.76,42.5,57.76,9.419,19.638,1.3224,37.94,3.9745,34.565,29.26,20.645,0.9978,14.964
2021-05-14,102.61,4.435,91.01,46.897,143.335,224.36,171.425,225.94,134.315,30.198,5.809,5.493,186.46,43.135,58.46,9.459,19.672,1.3276,37.945,4.026,34.905,29.645,20.79,0.9974,14.994
2021-05-17,102.52,4.523,90.852,46.729,143.29,223.95,171.255,226.22,134.265,30.132,5.866,5.559,186,41.435,57.91,9.433,19.376,1.3316,38.105,4.042,34.61,29.865,21.415,0.991,15.216
2021-05-18,102.475,4.52,90.57,46.733,143.33,224,170.4,226.63,134.07,30.51,5.911,5.595,186,43.855,57.55,9.457,19.52,1.3318,38.23,4.0375,34.56,29.935,21.4,0.9902,15.298
2021-05-19,102.295,4.4865,90.226,46.558,143.295,224,170.475,225.8,134,30.283,5.89,5.551,187.2,42.955,56.48,9.383,19.428,1.3262,37.885,4.0135,34.455,29.605,21.175,0.9778,15.226
2021-05-20,102.445,4.486,90.598,46.615,143.355,224.41,170.35,225.65,134.035,30.539,5.973,5.567,187.36,43.635,57.32,9.351,19.45,1.3264,37.745,4.0075,34.47,29.995,21.305,0.9942,15.478
2021-05-21,102.445,4.4695,90.648,46.665,143.37,224.79,170.865,226.14,134.1,30.369,5.897,5.601,187.32,43.595,56.75,9.236,19.242,1.3188,37.36,4.03,34.295,29.915,21.12,0.9546,15.43
2021-05-25,102.515,4.4575,90.558,46.562,143.415,225.74,170.77,227.46,134.285,30.68,5.992,5.622,188.16,44.45,56.94,9.265,19.326,1.305,37.83,3.9775,34.41,30.005,20.295,0.9619,15.61
2021-05-26,102.675,4.5,91,46.827,143.46,226.46,171.5,227.63,134.54,30.934,6.038,5.689,191,44.835,57.52,9.321,19.586,1.3354,38.08,3.9805,34.9,30.31,20.945,0.9728,15.646
2021-05-27,102.89,4.5385,90.882,46.799,143.43,225.99,171.05,227.15,134.47,31.095,6.066,5.735,189.24,44.825,57.74,9.405,19.694,1.3888,38.36,4.0035,34.89,30.54,20.48,0.9745,15.902
2021-05-28,102.95,4.5445,91.272,46.977,143.465,226.25,171.255,228.15,134.565,31.312,6.064,5.765,190.4,45.555,57.71,9.453,19.82,1.4232,39.045,4.0505,35.36,30.9,20.745,0.9818,16.23
2021-05-31,102.855,4.5035,90.924,46.928,143.45,226.29,170.695,228.39,134.51,31.433,6.1,5.785,185.84,46.23,59.13,9.374,19.786,1.4038,38.945,4.0955,35.2,31.18,20.83,0.9851,16.23
2021-06-01,103,4.556,90.822,46.998,143.455,226.24,170.145,228.39,134.545,31.756,6.187,5.774,192.26,46.375,59.56,9.426,20.18,1.4144,40.37,4.131,36.215,31.245,20.91,0.9849,16.304
2021-06-02,103.1,4.6185,91.142,47.297,143.475,226.59,171.015,228.07,134.675,31.905,6.18,5.838,193.92,46.3,60.42,9.531,20.16,1.4548,41.295,4.1275,36.57,31.935,20.705,1,16.456
2021-06-03,103.08,4.667,91.528,47.4,143.48,226.34,171.895,228.47,134.53,31.864,6.121,5.872,195.26,46.33,61.64,9.518,20.23,1.4488,41.44,4.0835,36.655,31.55,20.585,0.992,16.402
2021-06-04,103.19,4.648,91.63,47.619,143.51,226.75,172.005,229.09,134.935,31.931,6.126,5.896,195.6,46.365,61.21,9.458,20.175,1.4582,41.665,4.1125,36.905,31.73,20.75,1.005,16.39
2021-06-07,103.255,4.5965,91.326,47.513,143.49,226.34,171.63,228.84,134.775,31.686,6.036,5.897,195.02,45.93,60.73,9.434,20.005,1.4468,41.975,4.21,37.6,31.325,20.9,1.001,16.378
2021-06-08,103.3,4.6175,91.824,47.574,143.52,226.99,172.37,229,134.99,31.642,6.025,5.904,193.48,45.73,59.85,9.457,19.96,1.4526,42.34,4.196,37.735,31.17,21.075,1.012,16.296
2021-06-09,103.445,4.628,92.2,47.533,143.53,227.53,172.67,229.35,135.15,31.609,6.039,5.865,192.14,45.5,60.49,9.459,20.18,1.4788,42.025,4.182,37.31,31.08,21.13,1.0178,16.104
2021-06-10,103.41,4.6355,92.176,47.678,143.535,227.63,173.16,229.44,135.075,31.845,6.071,5.907,193.68,46.41,61.41,9.478,20.34,1.4728,41.79,4.1895,37.155,31.25,21.705,1.024,16.304
2021-06-11,103.595,4.647,92.832,47.76,143.57,228.2,174.35,230.34,135.315,31.911,6.076,5.93,195.06,46.53,61.12,9.466,20.485,1.482,41.255,4.2105,36.825,30.98,22.155,1.0284,16.126
2021-06-14,103.645,4.715,92.398,47.683,143.525,227.73,173.635,230,135.18,32.004,6.085,5.943,195.44,46.65,60.58,9.527,20.53,1.4858,42.335,4.1875,37.575,31.03,22.06,1.0282,16.2
2021-06-15,103.57,4.661,92.008,47.334,143.52,227.39,173.465,229.6,134.955,31.731,6.015,5.909,195.16,46.725,60.15,9.459,20.19,1.4846,41.725,4.12,37.26,30.505,21.53,1.0196,16
2021-06-16,103.555,4.692,92.458,47.563,143.54,227.64,173.77,229.55,135.13,31.79,5.974,5.915,196.16,46.79,59.65,9.495,20.385,1.4954,42.31,4.134,37.905,30.86,21.45,1.0176,16.056
2021-06-17,103.45,4.7675,93.376,47.571,143.49,227.14,175.93,228.08,135.035,32.103,6.117,5.917,196.34,47.445,59.43,9.561,20.445,1.4914,42.63,4.0845,38.285,30.095,21.2,1.0178,15.81
2021-06-18,103.31,4.755,94.186,47.49,143.43,226.9,177.52,227.28,135.02,31.978,6.136,5.886,195.52,46.935,58.39,9.619,20.245,1.4754,42.335,4.017,37.81,29.545,20.865,1.0088,15.852
2021-06-21,103.355,4.767,93.546,47.409,143.385,226.56,176.7,227.12,134.745,31.85,6.078,5.933,196.06,46.445,58.06,9.556,20.01,1.4732,42.51,4.057,37.78,29.515,20.89,1.0204,15.958
2021-06-22,103.33,4.7745,93.582,47.407,143.395,226.38,176.815,227.56,134.735,31.755,6.053,5.926,195.44,46.07,58.58,9.507,19.982,1.4748,42.765,4.0365,37.64,28.95,21.3,1.0158,16.032
2021-06-23,103.315,4.775,93.402,47.501,143.39,226.6,176.09,227.8,134.89,31.992,6.122,5.897,197,46.675,57.93,9.441,19.85,1.4806,43.185,4.084,37.955,29.22,21.15,1.0084,16.002
2021-06-24,103.4,4.7545,93.558,47.64,143.385,226.8,176.19,228,134.87,32.276,6.18,5.92,201.8,47.07,57.64,9.386,19.732,1.481,43.575,4.1415,38.28,29.405,21.105,1.0136,16.38
2021-06-25,103.405,4.781,93.376,47.538,143.35,226.08,175.625,227.24,134.77,32.466,6.272,5.928,200.05,47.115,57.55,9.384,19.722,1.4866,43.38,4.1935,38.005,29.625,20.78,1.0216,16.474
2021-06-28,103.315,4.7985,93.51,47.69,143.375,226.73,176.41,227.85,134.895,32.52,6.33,5.931,200,47.49,56.53,9.306,19.54,1.4834,42.62,4.167,37.59,29.095,20.87,1.0048,16.566
2021-06-29,103.355,4.8155,93.654,47.765,143.41,226.57,176.675,228.28,134.88,32.472,6.286,5.913,198.82,47.37,56.1,9.369,19.772,1.488,43.025,4.2015,37.75,29.43,20.81,0.9988,16.302
2021-06-30,103.33,4.831,94.342,47.906,143.43,227.32,178.135,228.88,135.06,32.558,6.305,5.911,199.94,48,56.91,9.309,19.674,1.4818,42.4,4.1755,37.285,29.49,20.675,0.9867,15.93
2021-07-01,103.355,4.8275,94.102,47.604,143.445,227.43,177.545,228.93,135.04,32.346,6.221,5.885,198.5,47.735,56.76,9.255,19.644,1.4802,41.78,4.1595,36.835,29.29,20.93,0.9843,16.172
2021-07-02,103.4,4.8615,94.184,47.798,143.45,227.98,178.245,229.7,135.23,32.342,6.145,5.918,199.06,48.06,57.83,9.286,19.644,1.4926,42.435,4.1945,37.37,29.58,21.05,0.993,16.184
2021-07-05,103.385,4.8285,94.01,47.749,143.44,227.49,178.105,229.55,135.215,32.204,6.04,5.951,199.96,48.685,57.26,9.252,19.584,1.4894,42.01,4.196,37.13,29.285,21.275,0.982,16.322
2021-07-06,103.33,4.848,94.404,47.48,143.485,228.59,179.735,230.48,135.47,32.04,6.018,5.898,199.02,48.33,57.05,9.27,19.608,1.4796,40.87,4.1335,36.21,29.14,21.17,0.9659,16.068
2021-07-07,103.485,4.8355,94.878,47.501,143.475,228.7,180.635,230.4,135.635,32.008,6.005,5.943,197.68,48.4,56.97,9.262,19.504,1.4654,40.69,4.146,36.045,29.6,21.295,0.9566,16.438
2021-07-08,103.26,4.7875,94.416,47.243,143.46,228.83,180.475,229.79,135.66,31.26,5.784,5.885,191.84,47.86,56.2,9.068,19.006,1.444,40.425,4.1195,35.95,28.935,21.06,0.9455,16.058
2021-07-09,103.43,4.7915,94.228,47.329,143.44,228.61,179.45,230.1,135.57,31.664,5.911,5.926,192,48.26,56.83,9.146,19.152,1.4334,40.84,4.146,36.175,29.17,21.275,0.9541,16.104
2021-07-12,103.465,4.7605,94.166,47.367,143.43,228.79,179.19,230.1,135.7,31.704,5.905,5.924,192.1,48.265,57.16,9.117,18.936,1.4434,41.23,4.1565,36.655,29.115,21.07,0.9636,16.124
2021-07-13,103.435,4.782,94.766,47.402,143.465,229.05,180.07,230.43,135.69,32.108,6.039,5.959,195.96,48.835,56.61,9.163,19.276,1.4464,41.44,4.109,36.75,28.73,21.1,0.9612,16.134
2021-07-14,103.52,4.774,94.66,47.521,143.445,229.19,179.79,230.58,135.765,32.05,6.002,5.959,195.82,48.745,56.07,9.092,19.214,1.4336,42.58,4.1335,37.47,29.185,21.2,0.9582,16.138
2021-07-15,103.435,4.816,94.614,46.528,143.435,229.33,180.44,230.92,135.38,32.224,6.069,5.991,196.48,48.79,56.88,9.162,19.132,1.423,42.265,4.2135,37.3,29.2,21.345,0.9489,16.09
2021-07-16,103.46,4.822,94.63,46.649,143.485,229.73,180.685,231.24,135.465,31.996,6.001,5.959,195.94,48.62,57.17,9.147,18.998,1.4024,42.255,4.2235,37.455,29.22,21.23,0.9566,16.106
2021-07-19,103.15,4.7505,94.694,46.388,143.49,230.01,182.46,231.08,135.47,31.42,5.906,5.893,191,47.765,56.24,9.091,18.806,1.3648,40.29,4.0805,36.065,28.47,20.855,0.9188,15.648
2021-07-20,103.215,4.763,95.086,46.477,143.505,230.44,183.03,231.45,135.595,31.543,5.9,5.934,191.98,47.9,56.73,9.156,18.8,1.37,40.405,4.12,36.085,28.42,20.925,0.9244,15.756
2021-07-21,103.34,4.781,94.55,46.395,143.495,230.22,181.505,231.72,135.605,31.591,5.926,5.929,191.88,47.755,57.34,9.142,18.802,1.369,40.665,4.144,36.05,28.8,20.985,0.9414,16.04
2021-07-22,103.465,4.7915,95.008,46.512,143.54,230.84,182.405,231.95,135.73,31.811,5.965,6.005,193.24,47.985,57.56,9.173,18.83,1.3866,40.775,4.1495,36.345,28.9,21.075,0.9527,16.022
2021-07-23,103.54,4.805,95.088,46.605,143.56,231.03,181.99,232.63,135.855,31.406,5.748,6.019,193.54,48.115,56.24,9.134,18.596,1.3638,41.05,4.2115,36.51,28.725,21.04,0.9556,16.05
2021-07-26,103.48,4.837,94.552,46.398,143.555,230.96,181.46,232.88,135.85,30.843,5.479,6.025,192.24,47.435,56.23,9.086,18.456,1.3372,41.275,4.2315,36.29,28.075,20.9,0.9529,15.984
2021-07-27,103.385,4.809,94.118,46.359,143.58,231.26,181.745,233.72,135.905,29.926,5.101,5.944,191,46.605,56.23,9.028,18.492,1.3434,40.77,4.251,35.88,27.47,20.955,0.9653,15.822
2021-07-28,103.545,4.8205,94.254,46.431,143.58,231.29,181.73,233.86,136.05,30.761,5.473,5.965,191,47.255,56.19,9.065,18.616,1.355,41.22,4.3115,36.305,28.3,21.055,0.9725,15.986
2021-07-29,103.66,4.838,93.97,46.596,143.575,231.38,180.6,234.92,136.055,30.963,5.464,5.979,192,47.675,55.97,8.984,18.504,1.3624,41.81,4.3365,36.74,29.155,21.82,0.973,16.228
2021-07-30,103.78,4.8575,94.284,46.575,143.575,231.43,181.415,235.2,136.115,30.809,5.438,5.999,190,47.445,55.91,8.989,18.462,1.344,40.445,4.2985,36.045,29.1,22.02,0.9748,16.16
2021-08-02,103.83,4.9135,94.474,46.64,143.625,231.98,181.89,235.69,136.15,31.033,5.506,6.03,187.66,47.89,56.12,8.927,18.39,1.3536,40.825,4.287,36.435,29.355,22.18,0.9938,16.222
2021-08-03,103.815,4.9475,94.538,46.534,143.625,232.06,182.19,235.6,136.15,30.929,5.419,6.122,188.94,48.015,57.02,8.943,18.416,1.3798,39.355,4.289,35.305,29.405,22.38,0.9929,16.242
2021-08-04,103.92,4.945,94.608,46.565,143.645,232.21,182.185,235.62,136.3,31.266,5.524,6.168,190.86,48.725,57.03,8.901,18.548,1.3958,39.185,4.295,35.175,29.32,22.25,0.9973,16.384
2021-08-05,103.955,5.001,94.656,46.6,143.67,232.41,181.66,235.45,136.32,31.33,5.494,6.196,193.88,48.82,58.55,8.97,18.316,1.3712,40.145,4.3155,35.67,29.565,22.525,0.9999,16.408
2021-08-06,103.95,5.023,94.876,46.46,143.605,231.76,181.925,235.22,136.085,31.15,5.423,6.202,193.08,48.64,57.8,8.965,18.178,1.377,40.005,4.3305,35.51,29.035,22.52,0.9845,16.284
2021-08-09,103.86,5.025,94.798,46.322,143.59,231.79,181.92,235.04,136.04,31.372,5.543,6.184,193.74,48.78,57.01,9.028,18.426,1.399,39.555,4.2715,35.34,29.035,22.34,0.9878,16.354
2021-08-10,103.86,5.1,94.84,46.467,143.62,231.85,181.845,235.72,136.02,31.395,5.597,6.155,193.54,48.27,56.98,9.046,18.508,1.3996,40.36,4.3005,35.625,29.16,22.725,0.9866,16.292
2021-08-11,103.84,5.113,94.662,46.535,143.585,231.69,181.48,235.75,136.005,31.331,5.59,6.195,188.66,48.165,57.1,9.037,18.568,1.4048,39.9,4.3365,35.43,29.37,22.205,0.9914,16.354
2021-08-12,103.92,5.122,94.606,46.577,143.595,231.93,181.79,236.26,136.02,31.168,5.526,6.21,185.62,48.04,57.98,9.025,18.482,1.3802,39.575,4.3395,35.155,29.095,23.065,0.9851,16.456
2021-08-13,104,5.101,94.392,46.45,143.58,231.9,181.475,236.31,136.01,30.896,5.458,6.243,182.48,47.285,58.36,9.021,18.494,1.361,39.295,4.3155,35.16,29.155,23.145,0.9821,16.458
2021-08-16,103.905,5.151,94.682,46.556,143.58,231.8,182.53,235.96,136.035,30.671,5.353,6.26,181.32,46.98,58.06,8.996,18.534,1.3656,38.74,4.3825,34.925,28.865,23.435,0.9917,16.386
2021-08-17,103.85,5.212,95.09,46.531,143.55,231.77,183.29,235.9,136.025,30.412,5.272,6.316,179.28,46.145,58.34,9.179,18.822,1.394,38.66,4.375,34.84,28.465,23.75,0.9943,16.512
2021-08-18,103.825,5.178,95.21,46.479,143.59,232.07,183.33,236.29,136.1,30.559,5.311,6.31,180.24,47.01,60.1,9.158,18.938,1.4112,37.525,4.4035,34.375,28.47,23.575,0.9873,16.416
2021-08-19,103.685,5.127,95.266,46.202,143.575,232.1,184.075,236,136.03,29.912,5.164,6.246,179.76,45.835,58.78,9.122,18.838,1.4166,36.395,4.3105,33.84,27.555,23.13,0.9756,16.164
2021-08-20,103.765,5.126,95.358,46.225,143.6,232.27,184.03,235.96,136.13,29.887,5.135,6.303,175.86,45.9,59.52,9.178,18.95,1.4298,37.005,4.279,34.365,26.995,23.46,0.9702,16.118
2021-08-23,103.86,5.059,95.068,46.211,143.565,231.88,183.05,235.91,136.035,30.099,5.141,6.303,175.3,46.935,59.7,9.2,19.308,1.4204,36.925,4.346,34.31,27.49,23.795,0.9884,16.362
2021-08-24,103.855,5.085,95.13,46.486,143.575,231.9,182.73,236.29,135.985,30.824,5.404,6.317,178.3,47.05,59.21,9.379,19.628,1.4278,38.63,4.356,35.27,28.075,23.92,0.9905,16.424
2021-08-25,103.795,5.07,95.124,46.484,143.49,230.65,181.75,235.16,135.635,30.883,5.371,6.303,180.9,47.985,59.01,9.448,19.65,1.4546,38.695,4.3695,35.245,28.065,23.945,0.997,16.608
2021-08-26,103.78,5.039,94.954,46.459,143.495,230.58,181.47,234.84,135.58,30.635,5.321,6.313,179.08,47.475,58.24,9.556,19.692,1.4568,38.425,4.3535,35.115,28.115,23.82,0.9994,16.54
2021-08-27,103.84,5.064,94.94,46.602,143.515,230.75,181.445,235.16,135.63,30.837,5.272,6.432,179.04,48.275,58.51,9.662,20.04,1.459,38.93,4.4035,35.41,28.615,24.015,0.9987,16.61
2021-08-30,103.9,5.078,95.292,46.787,143.525,231.17,181.805,235.69,135.745,30.953,5.27,6.505,177.8,48.685,59.46,9.725,20.31,1.4622,39.08,4.4455,35.54,28.565,23.845,1.0106,16.856
2021-08-31,103.865,5.09,95.318,46.98,143.465,229.98,181.58,234.35,135.485,31.381,5.392,6.597,181.02,49.03,60.03,9.721,20.485,1.4526,39.06,4.4555,35.85,29.36,24.235,1.0162,17.12
