"Dates","EUNW GY Equity","IUSS GY Equity","IUS7 GY Equity","IUSP GY Equity","IBCA GY Equity","IBCM GY Equity","IUSM GY Equity","IBCI GY Equity","EUN5 GY Equity","IS3N GY Equity","ICGA GY Equity","QDV5 GY Equity","CEBJ GR Equity","XMTW GY Equity","H4ZT GY Equity","XCS3 GT Equity","XCS4 GY Equity","XPQP GY Equity","XMBR GY Equity","D5BI GY Equity","XMLA GT Equity","IBC4 GY Equity","LTUR GY Equity","LYXGRE GY Equity","IBCJ GY Equity"
2023-02-03,92.996,5.444,81.1,40.949,137.495,187.525,166.735,222.08,116.995,28.516,4.5685,6.343,151.1,44.885,75.16,10.092,23.295,1.547,40.125,5.524,35.505,31.05,37.245,1.0998,13.394
2023-02-06,92.496,5.391,80.802,40.835,137.34,186.045,167.13,220.9,116.485,28.195,4.5105,6.352,147.52,44.24,74.68,10.114,23.04,1.5226,39.4,5.523,35.075,30.495,36.845,1.0956,12.984
2023-02-07,92.468,5.34,80.714,40.972,137.305,185.545,167.415,220.9,116.2,28.291,4.5315,6.346,149.52,44.525,75.99,9.976,23.14,1.5046,39.62,5.494,35.04,30.68,34.235,1.1042,13.05
2023-02-08,92.404,5.296,80.22,40.855,137.13,184.815,166.49,220.41,116,28.208,4.475,6.403,151.26,44.84,75.86,9.893,23.005,1.512,39.48,5.427,34.88,30.16,32.39,1.1198,13.124
2023-02-09,92.586,5.246,80.298,40.865,137.2,185.76,166.955,221.37,116.275,28.455,4.5785,6.409,150.7,45.205,76.01,9.857,22.96,1.5126,39.145,5.428,34.81,30.21,32.82,1.1402,13.152
2023-02-10,92.068,5.254,79.592,40.842,137.07,184.74,166.47,220.36,115.745,28.295,4.512,6.43,150.12,45.045,76.56,9.902,23.055,1.5254,39.33,5.503,34.755,29.8,32.435,1.1332,12.808
2023-02-13,92.06,5.354,79.554,40.675,137.06,184.71,165.9,220.7,115.605,28.364,4.547,6.364,149.2,45.045,75.96,9.887,22.905,1.5182,39.95,5.562,35.37,30.07,32.475,1.1598,12.826
2023-02-14,92.246,5.294,79.466,40.778,136.92,183.755,164.985,220.2,115.255,28.217,4.4905,6.359,149.72,45.26,76.16,9.879,22.735,1.4928,39.78,5.553,35.3,29.935,35.075,1.151,12.848
2023-02-15,92.238,5.399,79.754,40.509,136.835,182.96,165.54,219.36,115.2,28.091,4.4735,6.457,145,44.35,76.07,9.883,22.52,1.4926,40.13,5.537,35.495,29.65,39.115,1.15,13.02
2023-02-16,92.352,5.39,79.278,40.44,136.855,183.06,165.23,220.21,115.325,28.261,4.4915,6.477,146.02,44.63,75.64,9.823,22.655,1.493,39.79,5.709,35.815,29.615,38.43,1.1548,12.936
2023-02-17,92.1,5.371,78.764,40.55,136.87,183.26,165.19,219.93,115.295,27.931,4.3865,6.453,145.62,44.29,75.53,9.744,22.515,1.4824,40.55,5.731,36.485,29.355,37.96,1.1656,12.898
2023-02-20,92.036,5.296,78.836,40.454,136.85,183.15,164.95,219.81,115.195,28.196,4.489,6.437,145.26,44.545,75.81,9.693,22.61,1.485,40.4,5.759,36.495,29.255,39.32,1.1878,12.91
2023-02-21,91.514,5.217,78.178,40.189,136.7,181.81,164.26,218.46,114.465,27.769,4.3635,6.403,142.9,44.09,75.17,9.673,22.52,1.4874,40.16,5.715,35.98,28.675,38.525,1.1898,12.678
2023-02-22,91.502,5.224,78.648,40.383,136.735,182.025,164.995,218.94,114.56,27.656,4.338,6.339,142.18,44.165,75.03,9.651,22.515,1.4744,39.52,5.709,35.94,28.73,37.98,1.1758,12.524
2023-02-23,91.784,5.199,79.466,40.686,136.845,182.94,165.66,220.9,115.005,27.804,4.3395,6.351,145.5,45.055,75.24,9.601,22.27,1.4746,40.305,5.701,36.225,28.93,38.1,1.1884,12.78
2023-02-24,91.264,5.195,79.626,40.545,136.58,181.935,165.37,219.97,114.225,27.328,4.2175,6.31,141.7,44.21,75.17,9.591,21.925,1.4548,39.675,5.685,35.73,28.28,37.78,1.1758,12.658
2023-02-27,91.57,5.132,79.556,40.498,136.56,181.415,165.26,219.69,114.25,27.405,4.2685,6.307,140.32,44.225,75.63,9.542,21.79,1.4368,39.245,5.73,35.57,28.385,39.175,1.1946,12.734
2023-02-28,91.458,5.171,79.226,40.458,136.47,180.63,164.95,219.46,113.81,27.279,4.228,6.258,140.72,44.02,75.36,9.453,21.5,1.4332,38.75,5.694,35.155,28.55,39.26,1.198,12.982
2023-03-01,91.168,5.192,78.56,40.501,136.305,179.375,163.18,218.58,113.425,27.593,4.351,6.275,141.74,44.27,74.45,9.411,21.6,1.4388,38.2,5.798,34.85,29.165,39.905,1.2058,13.13
2023-03-02,91.192,5.287,78.406,40.632,136.26,178.95,163.325,219.48,113.45,27.815,4.414,6.327,142.64,44.525,75.06,9.456,21.87,1.453,38.765,5.858,35.04,28.855,39.595,1.1988,12.854
2023-03-03,91.706,5.296,79.374,40.693,136.345,179.575,164.185,221.28,113.575,28.033,4.443,6.446,144.9,44.785,74.3,9.513,21.86,1.4652,38.765,5.979,35.41,29.04,38.96,1.1958,12.986
2023-03-06,92.132,5.344,79.132,40.653,136.2,179.26,163.5,219.94,113.59,27.994,4.3885,6.447,144.52,44.975,73.39,9.46,21.84,1.4544,38.89,5.91,35.42,28.985,40.89,1.1572,13.288
2023-03-07,91.924,5.351,79.492,40.652,136.19,179.7,165.14,218.17,113.595,27.789,4.332,6.472,143.1,45.225,73.24,9.483,21.745,1.4646,38.765,5.871,35.22,28.38,40.6,1.1482,13.102
2023-03-08,91.806,5.355,79.44,40.84,136.22,180.465,165.645,217.76,113.61,27.818,4.2825,6.512,142.5,45.325,73.95,9.467,21.82,1.4676,40.11,5.913,36.105,28.34,41.665,1.1506,13.128
2023-03-09,91.848,5.377,79.2,40.817,136.36,180.825,165.12,218.46,113.855,27.448,4.1565,6.437,138.02,44.955,73.84,9.404,21.8,1.4506,39.775,5.905,35.96,28.09,41.44,1.1628,12.952
2023-03-10,91.464,5.312,78.946,40.745,136.62,182.33,166.51,219.27,114.25,27.124,4.121,6.349,138.3,44.13,73.19,9.268,21.615,1.4442,38.875,5.71,34.975,28.345,40.735,1.1352,12.776
2023-03-13,90.874,5.177,78.64,40.505,137.38,185.2,168.745,221.26,114.775,26.733,4.115,6.175,139.52,43.735,72.42,9.239,21.2,1.4176,37.55,5.496,33.695,27.775,39.905,1.1148,12.34
2023-03-14,90.936,5.153,78.628,40.455,137.045,183.2,167.175,220.55,113.975,26.749,4.1345,6.189,137.9,43.885,72.15,9.134,20.66,1.4,37.695,5.611,33.98,27.735,38.905,1.1542,12.34
2023-03-15,90.052,5.128,79.816,40.77,137.975,187.51,173,223.2,114.76,26.524,4.1055,6.13,139.44,43.315,71.73,9.187,21.32,1.4134,36.84,5.493,33.365,27.285,38.805,1.0928,11.894
2023-03-16,88.03,5.121,78.566,40.459,137.745,185.875,170.25,221.55,114.415,26.816,4.1455,6.207,141.3,43.96,71.96,9.162,21.475,1.4156,37.43,5.511,33.67,27.17,40.045,1.1098,11.94
2023-03-17,87.866,5.095,78.074,40.402,137.975,187.79,170.675,220.99,114.505,26.654,4.108,6.141,141.1,44.005,72.49,9.244,21.465,1.4142,37.08,5.447,33.155,27.135,38.72,1.0938,11.732
2023-03-20,88.232,5.188,77.57,40.415,138.245,188.345,169.335,221.58,114.865,26.566,4.0825,6.14,139.78,43.9,72.75,9.228,21.435,1.4312,36.6,5.424,32.88,26.86,37.245,1.0994,11.758
2023-03-21,89.102,5.243,77.62,40.278,137.87,186.08,167.33,220.55,115.165,26.609,4.1065,6.108,139.68,44.065,73.53,9.214,21.43,1.4322,36.625,5.471,33.38,26.81,36.54,1.1266,12.108
2023-03-22,89.3,5.249,77.566,40.443,137.625,185.21,166.87,221.18,114.845,26.837,4.146,6.131,138.14,44.815,73.8,9.239,21.64,1.432,36.34,5.541,33.44,27.4,37.3,1.122,12.016
2023-03-23,89.296,5.271,77.594,40.569,137.975,187.36,167.57,223.07,115.26,27.095,4.235,6.113,141.74,45.15,74.29,9.273,21.79,1.418,35.535,5.51,32.995,27.84,37.31,1.1252,12
2023-03-24,88.976,5.288,78.354,40.83,138.21,188.345,170.705,223.35,115.3,27.03,4.2175,6.112,142.2,45.21,75.42,9.287,21.745,1.4554,35.705,5.554,33.24,27.935,37.415,1.0858,11.728
2023-03-27,89.066,5.305,77.906,40.775,137.99,187.03,168.44,222.27,114.96,26.848,4.141,6.106,140.2,44.81,75.11,9.261,21.555,1.453,35.925,5.604,33.55,27.78,36.745,1.1054,11.822
2023-03-28,89.074,5.274,77.33,40.837,137.91,186.14,166.775,221.7,114.78,27.064,4.255,6.046,141.14,44.385,75.45,9.344,21.89,1.45,36.845,5.652,34.03,28.325,35.54,1.0928,11.934
2023-03-29,89.694,5.283,77.514,40.897,137.835,185.9,166.885,221.66,114.975,27.252,4.286,6.084,141.72,44.575,76.68,9.39,21.935,1.4642,37.305,5.706,34.37,28.635,36.93,1.0988,12.01
2023-03-30,89.622,5.334,77.434,40.818,137.6,185.005,165.705,221.58,114.75,27.315,4.3125,6.081,141.56,44.45,75.95,9.381,21.75,1.4486,37.875,5.742,34.79,28.805,35.965,1.117,12.406
2023-03-31,90.158,5.365,78.278,41.153,137.76,186.05,166.945,222.72,115.425,27.437,4.305,6.18,143.94,44.69,76.54,9.399,21.985,1.4322,37.995,5.78,34.96,28.83,35.825,1.1262,12.348
2023-04-03,90.014,5.471,78.566,41.082,137.85,186.745,168.01,223.89,115.78,27.337,4.28,6.178,141.7,44.665,76.56,9.448,21.79,1.4228,37.435,5.7,34.325,29,36.08,1.143,12.536
2023-04-04,89.69,5.507,78.006,40.927,137.885,186.565,167.825,223.68,115.72,27.178,4.221,6.177,140.5,44.485,76.19,9.385,21.6,1.408,37.335,5.668,34.07,29.015,37.155,1.1412,12.46
2023-04-05,89.344,5.495,78.226,40.964,138.085,187.71,169.325,224.01,116.15,27.085,4.196,6.219,141.9,44.065,75.97,9.4,21.395,1.3962,37.2,5.651,34.16,28.78,36.425,1.1416,12.344
2023-04-06,89.714,5.494,78.18,40.914,138.07,187.68,169.38,223.8,116.21,27.172,4.2385,6.25,140.5,43.985,76.51,9.381,21.38,1.4074,37.17,5.659,34.095,28.625,36.36,1.1494,12.322
2023-04-11,89.816,5.467,77.912,40.894,137.745,185.92,167.475,222.37,115.6,27.516,4.258,6.277,144.94,44.245,76.85,9.439,21.695,1.4036,39.19,5.742,34.965,28.67,37.66,1.1628,12.564
2023-04-12,89.734,5.462,77.47,40.85,137.6,184.88,166.93,222.04,115.49,27.208,4.1215,6.274,143.94,43.985,77.21,9.393,21.43,1.384,40.025,5.722,35.335,28.42,37.84,1.1644,12.816
2023-04-13,90.062,5.464,76.664,40.899,137.6,184.85,165.77,222.05,115.525,27.291,4.158,6.238,147.94,43.595,78.14,9.389,21.47,1.3748,39.96,5.763,35.44,29.03,37.385,1.1764,13.056
2023-04-14,89.98,5.465,76.862,40.809,137.47,184,165.405,221.43,115.455,27.274,4.144,6.248,147.12,43.855,78.48,9.364,21.27,1.3728,39.675,5.724,35.245,28.925,37.275,1.1852,13.066
2023-04-17,89.91,5.58,77.098,40.897,137.46,183.575,165.715,221.6,115.34,27.524,4.244,6.271,147.44,43.995,77.87,9.363,21.56,1.373,39.915,5.784,35.505,28.825,37.275,1.1812,13.22
2023-04-18,90.044,5.569,76.738,40.764,137.44,183.57,165.2,221,115.42,27.489,4.236,6.227,147.34,43.77,78.05,9.309,21.43,1.3568,39.81,5.78,35.425,29.2,36.825,1.1904,13.524
2023-04-19,89.76,5.565,76.402,40.603,137.305,182.965,164.54,220.55,115.1,27.212,4.183,6.216,145.1,43.21,77.67,9.203,21.135,1.3442,38.53,5.773,34.98,29.16,37.05,1.1832,13.466
2023-04-20,89.762,5.568,76.378,40.725,137.445,183.84,165.655,221.3,115.405,27.206,4.1745,6.217,143.98,43.365,77.9,9.235,21.09,1.3754,38.435,5.777,34.915,29.265,36.535,1.1788,13.636
2023-04-21,89.766,5.568,76.226,40.692,137.4,183.3,165.165,220.94,115.145,26.836,4.075,6.209,143.78,42.79,77.44,9.199,20.855,1.3666,37.775,5.708,34.49,28.83,36.58,1.1912,13.536
2023-04-24,89.656,5.539,75.95,40.595,137.345,183.155,165.16,220.94,115.07,26.633,4.008,6.212,141.98,42.55,77.19,9.141,20.88,1.3978,38.005,5.738,34.755,28.515,36.245,1.1784,13.624
2023-04-25,89.63,5.581,76.856,40.741,137.575,184.845,167.1,222.17,115.4,26.367,3.933,6.249,136.32,41.865,77.14,9.176,20.67,1.3962,37.67,5.766,34.755,28.2,35.47,1.1662,13.496
2023-04-26,89.342,5.573,76.34,40.646,137.66,184.86,165.985,222.11,115.275,26.394,3.9675,6.247,136.96,41.68,78.62,9.051,20.885,1.3762,37.54,5.701,34.46,28.27,34.685,1.1722,13.534
2023-04-27,89.514,5.58,76.342,40.725,137.555,183.74,165.34,220.64,115.035,26.624,4.003,6.314,142.76,41.995,80.02,9.097,20.935,1.4052,37.815,5.686,34.53,28.53,34.66,1.174,13.984
2023-04-28,90.154,5.608,76.818,40.748,137.85,185.89,165.96,222.9,115.93,26.806,4.0305,6.373,141.04,42.3,80.59,9.092,20.88,1.4162,38.185,5.79,34.945,28.56,33.96,1.1628,13.81
2023-05-02,89.726,5.53,76.9,40.872,137.945,186.545,167.02,222.85,116.1,26.553,3.9525,6.39,141.74,42.185,78.96,9.133,20.9,1.4092,37.125,5.8,34.475,28.22,33.045,1.146,13.764
2023-05-03,89.92,5.438,76.632,40.811,137.95,186.795,166.82,222.4,115.97,26.508,3.936,6.355,137.92,42.195,78.94,9.145,21.005,1.405,37.18,5.836,34.725,28.36,32.655,1.1724,13.79
2023-05-04,89.794,5.494,76.748,41.064,138.245,187.585,168.625,222.65,116.25,26.72,4.0055,6.413,141.36,42.38,78.91,9.193,21.155,1.4166,37.085,5.815,34.63,28.11,32.85,1.177,13.484
2023-05-05,89.946,5.53,76.594,41.097,138.1,186.225,166.505,222.01,116.045,26.975,4.0425,6.434,143.42,42.81,79.36,9.261,21.25,1.4292,38.27,5.865,35.29,28.19,32.205,1.1914,13.752
2023-05-08,89.924,5.548,76.342,41.127,138.03,185.715,166.065,222.1,115.935,27.052,4.0505,6.462,143.2,42.765,78.72,9.245,21.545,1.4108,39.285,5.866,35.825,28.44,33.57,1.208,13.842
2023-05-09,89.828,5.614,76.844,41.27,137.985,185.33,166.745,222.09,115.72,27.029,4.011,6.488,142.36,42.96,78.6,9.27,21.825,1.407,39.66,5.917,36.25,27.885,33.775,1.2142,13.824
2023-05-10,89.958,5.604,77.034,41.303,138.07,186.12,167.165,223.04,115.955,27.003,4.002,6.511,143.64,42.795,79.34,9.238,21.82,1.414,39.77,6.013,36.525,27.265,33.72,1.2194,14.006
2023-05-11,90.064,5.664,77.66,41.285,138.21,187.275,169.07,223.67,116.3,26.932,4.0175,6.512,140.8,42.46,78,9.195,21.73,1.4206,40.035,5.989,36.88,26.455,35.875,1.216,13.866
2023-05-12,90.086,5.683,77.818,41.488,138.105,186.585,169.295,222.55,116.055,26.854,3.97,6.527,139.56,42.49,77.35,9.136,21.625,1.405,40.94,5.991,37.055,26.53,36.03,1.2118,14.04
2023-05-15,90.078,5.652,77.422,41.582,138.11,186.16,168.23,221.89,115.81,27.234,4.1105,6.571,141.66,42.78,78.01,9.171,21.585,1.3888,41.185,6.072,37.57,27.05,32.605,1.2196,14.148
2023-05-16,90.046,5.643,77.03,41.563,138.005,185.48,167.555,221.3,115.375,27.22,4.0815,6.536,140.1,43.28,77.79,9.144,21.425,1.3974,41.41,6.123,37.8,27.02,33.82,1.2352,14.286
2023-05-17,89.986,5.703,77.226,41.471,137.94,185.705,168.025,221.58,115.26,27.272,4.051,6.524,143.46,44.305,77.63,9.145,20.97,1.407,41.37,6.077,37.61,26.875,34.095,1.2286,14.138
2023-05-18,90.24,5.758,77.426,41.445,137.85,184.11,167.925,220.29,115.035,27.365,4.0245,6.499,146.46,45.115,78.21,9.154,20.965,1.4216,41.305,6.06,37.635,26.48,32.73,1.2286,13.994
2023-05-19,90.382,5.74,76.8,41.253,137.915,183.17,164.675,221.25,115.385,27.299,3.988,6.461,146.46,45.01,78.63,9.14,20.775,1.424,41.46,6.063,37.695,26.515,32.405,1.2258,14.382
2023-05-22,90.312,5.73,76.768,41.296,137.81,182.66,164,220.6,115.095,27.572,4.053,6.536,149.78,44.97,79.99,9.094,20.99,1.4238,41.64,5.94,37.62,26.77,31.965,1.309,14.724
2023-05-23,90.054,5.692,76.994,41.324,137.81,182.385,164.245,221.2,115.125,27.437,3.99,6.571,147.68,44.825,80.48,9.029,20.905,1.414,42.025,5.781,37.595,26.55,32.38,1.315,14.666
2023-05-24,89.924,5.659,77.19,41.398,137.76,182.465,164.92,222.15,114.975,27.151,3.8905,6.58,149.44,44.385,80.11,8.957,20.86,1.4138,41.505,5.823,37.34,26.45,31.86,1.291,14.284
2023-05-25,89.956,5.631,77.212,41.313,137.69,181.865,164.41,221.42,114.92,27.135,3.831,6.617,149.6,45.55,80.07,8.91,20.845,1.4042,41.39,5.844,37.35,25.715,31.68,1.2926,14.112
2023-05-26,90.228,5.667,77.334,41.413,137.61,181.51,163.925,221.46,114.97,27.591,3.898,6.745,151.8,46.84,81.33,8.976,20.89,1.4198,41.6,5.997,37.83,25.825,33.205,1.3268,14.436
2023-05-29,90.18,5.622,77.518,41.504,137.8,182.985,164.66,223.13,115.36,27.457,3.8295,6.74,151.76,46.705,80.61,8.99,20.975,1.4214,41.645,6.043,37.935,25.605,34.31,1.3284,14.46
2023-05-30,90.336,5.609,77.818,41.39,137.99,184.495,165.335,223.89,115.785,27.283,3.7865,6.721,152.04,46.815,80.19,8.866,20.695,1.379,40.59,5.882,37.095,25.28,34.71,1.313,14.118
2023-05-31,90.094,5.557,78.22,41.523,138.155,185.5,166.935,224.52,116.02,27.046,3.7345,6.731,152.06,46.135,79.55,8.835,20.665,1.3734,40.295,5.877,36.82,25.455,33.76,1.2974,13.738
2023-06-01,90.558,5.582,77.924,41.644,138.23,186.155,166.36,224.3,116.34,27.39,3.8455,6.753,152.98,46.33,79.19,8.833,20.65,1.3804,41.12,5.874,37.2,26,34.555,1.3058,14.196
2023-06-02,90.85,5.642,78.384,41.746,138.115,185.635,165.615,224.16,116.095,27.98,3.9695,6.793,157.52,46.98,80.96,8.967,20.92,1.4038,42.545,5.924,38.005,26.485,35.18,1.3066,14.846
2023-06-05,90.7,5.715,78.596,41.952,137.92,184.725,165.58,224.04,115.69,27.926,3.9295,6.782,156.48,46.89,80.7,8.923,20.91,1.4014,42.945,6.012,38.38,26.815,36.805,1.2946,14.91
2023-06-06,90.852,5.732,78.748,42.101,137.985,184.825,165.775,223.54,115.96,28.204,3.9905,6.81,158.6,47.235,80.25,8.859,20.765,1.3944,43.765,6.066,39.025,26.995,36.77,1.3326,15.074
2023-06-07,90.862,5.767,78.466,42.122,137.78,183.49,164.665,222.53,115.4,28.25,3.9895,6.844,155.92,47.545,79.96,8.829,20.815,1.416,44.285,6.171,39.5,27.515,35.45,1.3394,14.982
2023-06-08,91.094,5.732,78.094,42.016,137.875,184.01,164.115,222.71,115.735,28.096,3.983,6.768,156.58,47.035,79.97,8.716,21.125,1.4072,43.99,6.079,39.07,27.76,34.56,1.3386,14.978
2023-06-09,91.252,5.777,78.438,42.227,137.95,184.825,164.37,223.55,115.95,28.349,4.002,6.772,160.16,47.45,80.5,8.766,21.285,1.4018,45.015,6.218,39.795,28.255,35.24,1.3474,15.242
2023-06-12,91.21,5.748,78.498,42.259,138.035,185.155,164.095,222.98,115.99,28.354,3.9995,6.788,159.06,47.75,80.09,8.823,21.115,1.4006,45.305,6.172,39.855,28.17,34.675,1.3512,15.184
2023-06-13,91.23,5.733,78.422,42.154,137.91,184.485,163.37,222.61,115.73,28.559,4.0265,6.825,161.4,48.505,80.21,8.769,21.155,1.4084,45.14,6.173,39.595,28.535,33.37,1.3526,14.924
2023-06-14,91.396,5.757,78.182,42.157,137.825,184.19,162.47,222.62,115.685,28.555,4.0415,6.835,159.68,48.175,79.83,8.766,21.135,1.3782,45.68,6.276,39.915,28.91,32.995,1.3654,15.418
2023-06-15,91.078,5.717,77.436,41.931,137.595,183.39,161.85,222.47,115.315,28.535,4.0905,6.785,157.08,47.86,78.99,8.674,20.97,1.3764,45.945,6.219,39.92,29.06,33.975,1.3618,15.534
2023-06-16,91.496,5.709,77.392,41.909,137.65,184.24,161.575,224.08,115.555,28.553,4.0965,6.827,156.9,47.555,78.01,8.709,20.93,1.3854,45.635,6.214,39.78,29.025,33.68,1.3618,15.582
2023-06-19,91.32,5.633,77.182,41.894,137.535,183.25,160.9,223.3,115.285,28.441,4.079,6.795,156,47.415,78.02,8.655,20.92,1.383,46.31,6.206,39.98,29.095,32.545,1.3492,15.458
2023-06-20,91.198,5.62,77.598,41.945,137.615,184.77,162.51,225.04,115.74,28.106,3.9505,6.81,154.2,47.055,77.52,8.614,20.755,1.3786,45.885,6.119,39.74,28.31,32.305,1.3446,15.35
2023-06-21,90.864,5.605,77.198,41.813,137.58,184.375,161.055,224.86,115.515,27.841,3.894,6.785,151.3,46.72,77.78,8.585,20.27,1.3588,46.405,6.065,39.785,27.83,32.1,1.3546,15.512
2023-06-22,90.682,5.603,77.374,41.791,137.405,183.375,160.9,223.84,115.095,27.743,3.881,6.759,152.08,46.685,77.86,8.595,20.075,1.3716,45.8,5.999,39.18,27.3,31.915,1.3448,15.46
2023-06-23,90.556,5.604,77.986,41.876,137.655,185.39,162.505,225.63,115.68,27.502,3.8195,6.741,150.3,46.26,77.38,8.581,20.07,1.369,46.3,6,39.63,26.925,32.48,1.3498,15.07
2023-06-26,90.47,5.592,77.98,41.884,137.705,186.03,162.465,226.27,115.925,27.595,3.834,6.753,151.54,46.45,78.07,8.551,19.784,1.3926,45.73,6.009,39.345,26.95,32.43,1.3142,15.374
2023-06-27,90.574,5.607,77.594,41.868,137.56,185.235,161.165,225.6,115.54,27.692,3.895,6.789,152.08,46.2,78.02,8.539,19.63,1.4102,44.93,6.043,38.935,27.185,31.85,1.3288,15.148
2023-06-28,90.75,5.629,77.9,41.825,137.64,185.81,162.19,225.26,115.905,27.628,3.869,6.87,149.88,46.3,78.12,8.549,19.382,1.4078,44.995,6.029,39.1,27.11,31.9,1.3394,15.06
2023-06-29,90.736,5.647,77.83,41.827,137.475,184.3,161.425,224.26,115.52,27.603,3.837,6.895,149.3,46.23,77.98,8.578,19.56,1.4062,45.095,6.069,39.28,27.025,32.13,1.3716,15.334
2023-06-30,90.904,5.643,78.148,41.936,137.465,184.65,161.24,223.83,115.845,27.798,3.872,6.929,149.88,46.31,78.18,8.543,20.115,1.408,45.595,6.018,39.665,27.36,31.955,1.3724,15.272
2023-07-03,90.858,5.66,78.304,42.086,137.33,183.795,160.855,223.86,115.6,28.097,3.927,6.939,152.9,46.75,78.15,8.634,20.25,1.4072,46.32,6.127,40.175,27.245,33.715,1.3838,15.6
2023-07-04,90.866,5.722,78.42,42.214,137.41,183.47,160.97,223.5,115.68,28.291,3.9615,6.98,154.08,47.26,78.09,8.656,20.46,1.4124,45.925,6.172,40.2,27.45,33.38,1.3944,15.4
2023-07-05,90.72,5.696,78.38,42.108,137.475,183.425,160.775,223.25,115.57,28.068,3.906,6.99,152.34,46.605,78.02,8.639,20.46,1.3992,45.6,6.131,40.085,27.36,33.935,1.3904,14.912
2023-07-06,90.116,5.624,77.084,41.564,137.23,181.025,158.71,220.9,114.66,27.434,3.808,6.937,148.66,45.24,77.37,8.502,19.89,1.3796,44.275,5.982,39.09,26.235,34.04,1.362,14.79
2023-07-07,90.244,5.596,76.562,41.545,137.435,181.365,158.135,220.95,114.96,27.621,3.8485,6.916,148.84,45.495,77.26,8.511,20.06,1.3682,45.025,6.07,39.84,26.63,33.83,1.3758,15.054
2023-07-10,90.318,5.627,76.426,41.488,137.36,181.1,157.875,220.69,114.885,27.503,3.8605,6.891,147.46,45.07,76.41,8.49,20.04,1.3588,44.465,6.027,39.33,26.505,34.025,1.3854,15.126
2023-07-11,90.612,5.66,76.748,41.492,137.3,180.805,158.185,220.01,115.055,27.681,3.8645,6.924,151.26,45.7,76.98,8.557,20.165,1.3656,43.855,5.989,38.865,27.035,34.675,1.4154,15.224
2023-07-12,91.204,5.681,76.962,41.732,137.56,182.43,157.92,221.46,115.805,28.02,3.935,6.91,152.82,46.16,78.03,8.621,20.125,1.3954,44.71,6.05,39.21,27.98,34.06,1.4256,15.69
2023-07-13,91.388,5.647,76.656,40.804,137.775,183.85,157.905,222.65,114.5,28.147,3.977,6.858,153.94,46.48,77.39,8.688,20.085,1.4082,44.715,6.045,39.145,28.42,34.1,1.4258,15.664
2023-07-14,91.3,5.629,76.294,40.554,137.695,183.535,157.23,221.68,114.35,28.066,3.9255,6.852,155,46.735,77.15,8.743,20.09,1.4066,44.37,6.014,38.875,28.41,34.175,1.4198,15.78
2023-07-17,91.022,5.646,76.188,40.538,137.745,183.8,156.98,221.89,114.25,27.945,3.877,6.911,155.14,46.465,77.21,8.716,20.175,1.4008,43.69,5.951,38.375,28.46,34.83,1.4098,15.852
2023-07-18,91.28,5.653,76.52,40.838,137.995,185.535,157.775,223.86,114.895,27.862,3.8215,6.902,155.18,46.455,76.65,8.722,20.66,1.3932,44.24,6.023,38.885,28.885,32.94,1.4238,16.036
2023-07-19,91.322,5.659,76.75,40.833,137.95,184.74,157.935,222.72,114.71,27.971,3.853,6.957,155.14,46.125,77.14,8.745,20.735,1.4018,43.89,6.034,38.82,28.875,34.06,1.431,16.08
2023-07-20,91.198,5.666,76.602,40.902,137.85,184.195,158.01,222.93,114.565,27.839,3.827,6.968,153.08,45.725,77.34,8.749,20.545,1.4142,44.485,5.978,38.99,28.76,34.69,1.4398,16.012
2023-07-21,91.326,5.689,76.994,40.934,137.92,184.615,158.605,223.92,114.69,27.937,3.8565,6.955,153.42,45.52,77.46,8.832,20.64,1.428,45.84,5.992,39.5,28.745,34.36,1.441,15.93
2023-07-24,91.43,5.766,77.558,41.197,138.04,185.205,159.125,224.35,114.905,28.359,3.949,6.985,157.42,46.125,78.13,8.888,20.675,1.441,46.92,6.045,40.08,29.285,34.24,1.448,16.114
2023-07-25,91.416,5.823,77.502,41.228,137.995,184.91,158.81,224.42,114.88,28.685,4.02,7.014,158.5,46.875,78.61,8.998,20.82,1.4446,47.1,6.1,40.145,29.775,34.02,1.4444,16.214
2023-07-26,91.31,5.841,77.484,41.159,137.875,184.18,158.635,223.62,114.485,28.604,4.0395,7.016,156.48,46.55,78.68,9.103,20.77,1.4362,46.845,6.034,39.97,29.785,34.845,1.4504,16.184
2023-07-27,91.808,5.806,77.956,41.435,138.025,184.595,158.995,224.54,114.89,28.827,4.0695,7.03,156.52,47.05,78.34,9.145,21.07,1.4448,47.185,6.247,40.625,30.29,35.93,1.458,16.342
2023-07-28,91.83,5.8,78.108,41.386,138.095,184.3,158.37,224.38,114.93,29.156,4.2215,7.019,158.82,47.115,78.38,9.144,21.21,1.4398,46.51,6.244,40.6,30.505,37.31,1.4366,16.448
2023-07-31,91.718,5.682,78.254,41.445,138.095,184.3,158.575,225.08,114.93,29.167,4.244,7.052,158.62,46.27,78.41,9.237,21.55,1.4254,47.17,6.24,40.81,30.49,37.685,1.432,16.466
2023-08-01,91.392,5.677,78.082,41.238,138.105,183.33,158.455,223.94,114.73,29.023,4.1805,7.039,159.76,46.395,78.27,9.186,21.325,1.421,46.605,6.183,40.51,29.735,37.515,1.4118,16.266
2023-08-02,91.25,5.58,77.372,41.035,138.17,183.525,158.085,224.11,114.78,28.41,4.0805,6.936,154.9,45.31,78.03,9.104,21.155,1.3864,46.15,6.052,39.825,28.4,38.16,1.3938,15.922
