Dates,MSDEEEMN Index,MXCN Index,MXIN Index,MXKR Index,MXTW000V Index,MXID Index,MXMY Index,MXTH Index,MXPH Index,MXBR Index,MXMX Index,MXCL Index,MXCO Index,MXPE Index,MXZA Index,MXTR Index,MXGR Index,MXEG Index,MXHU Index,MXCZ Index,MXPL Index,MXSA Index,MXAE Index,MXQA Index,MXKW Index
2000-12-29,100,3.11203,3.95456,0.10569,69.73896,0.05021,68.66987,2.51403,7.50553,812.33656,1559.18999,643.65982,44.83874,133.05556,34.40382,260055.7659,106.1,42.37656,2.19734,3.07037,336.86451,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-01,99.902,3.11203,3.93701,0.10591,70.40357,0.04982,68.66987,2.49647,7.50553,812.33656,1559.18999,643.65982,44.83874,133.05556,34.40382,258853.0614,106.1,42.9955,2.19734,3.08148,336.05132,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-02,99.109,3.05941,3.96631,0.10865,73.23104,0.04998,66.6593,2.47511,7.22444,804.36694,1513.83746,638.96734,44.78475,134.26633,33.70233,259451.3471,106.1,42.72357,2.12548,3.04189,336.81376,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-03,99.93,2.97615,3.99948,0.10938,72.93961,0.0483,65.62164,2.50651,7.15231,855.25661,1574.14709,645.0055,44.05949,134.41026,33.33524,251586.9836,105.42,41.88365,2.08474,2.96319,335.26655,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-04,103.553,3.11351,4.06313,0.11786,75.65356,0.04989,66.13556,2.58941,7.2495,856.83149,1648.00253,649.85618,43.5676,133.69801,34.37493,283193.0493,103.85,42.1412,2.20002,3.08634,337.70654,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-05,103.178,3.12396,4.12211,0.12318,77.01993,0.05159,66.5029,2.69634,7.16687,835.23045,1590.25687,648.03103,43.26,132.78318,34.24668,277316.715,100.85,41.87169,2.21312,3.14306,329.90708,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-08,103.249,3.22455,4.06083,0.12476,75.70186,0.05188,67.39769,2.876,7.38933,839.13495,1614.36268,647.84481,43.44363,134.58882,34.08217,291578.4525,98.87,41.24165,2.23731,3.15523,322.27789,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-09,105.387,3.26729,4.10232,0.12675,77.85228,0.05213,67.77233,2.96396,7.59688,869.705,1614.04906,651.39068,44.11341,134.54773,33.65151,302058.5961,97.47,42.17381,2.2517,3.216,324.92318,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-10,104.649,3.31553,4.0383,0.11946,78.342,0.0526,68.50005,2.89517,7.57956,863.6916,1572.25433,654.03389,44.44354,134.7836,33.19997,321330.5545,97.57,41.35678,2.20763,3.14108,318.98178,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-11,103.881,3.16577,3.93847,0.11697,77.59312,0.05051,67.06873,2.87223,7.37365,854.99927,1580.67016,650.83975,43.74466,134.49449,33.5014,309479.9645,104.23,41.87528,2.18722,3.08169,313.58804,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-12,104.888,3.25377,3.9655,0.12295,76.79565,0.05033,67.54,3.1117,7.47353,854.98695,1590.43039,654.67831,44.09,133.93139,34.02281,302972.4624,104.23,42.01629,2.26862,3.13116,320.0509,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-15,106.09,3.36477,4.00614,0.12471,78.14732,0.05237,68.45282,3.14906,7.6024,868.53969,1605.20484,661.01847,44.4768,135.1003,34.7034,289454.7184,99.93,41.96765,2.28902,3.2347,319.68364,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-16,106.708,3.38771,4.03518,0.12728,81.96381,0.0528,68.38006,3.06197,7.44745,864.46882,1602.76394,665.71946,44.84506,136.01777,34.48219,290866.2037,98.93,42.1781,2.2969,3.18314,318.82788,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-17,109.068,3.3572,4.08441,0.12809,83.99783,0.05343,68.93534,3.15006,6.92263,888.19491,1644.01202,679.30954,45.09959,138.25394,35.00432,303736.1299,101.24,41.90525,2.36174,3.24227,319.35421,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-18,108.88,3.39648,4.08532,0.12827,85.95891,0.05344,68.84177,3.13509,6.69239,898.15128,1659.93529,680.4931,44.61268,137.66062,34.51698,302939.4559,100.29,40.2222,2.31597,3.23228,318.80522,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-19,111.634,3.5326,4.22286,0.13373,85.95891,0.05316,70.36752,3.18838,7.5772,905.4342,1706.47668,691.16757,44.96613,139.1204,34.73336,315909.9716,99.15,40.46691,2.34451,3.31239,332.00945,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-22,111.568,3.56941,4.27669,0.135,85.95891,0.05456,72.30311,3.19701,8.86841,899.38312,1700.29553,694.86173,44.99114,142.04342,34.28037,308139.141,96.94,40.93444,2.31297,3.25751,324.03794,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-23,111.688,3.56138,4.2725,0.13493,85.95891,0.05385,72.23784,3.24536,8.72211,914.8181,1738.14906,698.97537,45.29063,144.16025,34.55343,302416.2362,96.14,41.27964,2.26835,3.26252,324.05895,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-24,113.529,3.60579,4.36168,0.13647,85.95891,0.05485,73.1521,3.29748,8.91003,919.22012,1753.96956,700.5835,46.88427,145.99881,35.12055,305488.0106,94.96,42.22703,2.30062,3.30483,325.71292,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-25,113.979,3.62044,4.37504,0.13716,85.95891,0.05489,73.44547,3.46072,9.05199,916.60286,1751.93583,703.38673,47.21511,146.30522,35.70407,310091.9452,95.9,43.68711,2.28555,3.31155,326.26014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-26,113.327,3.62196,4.37787,0.12818,85.95891,0.05473,74.03694,3.35341,8.96546,920.77033,1790.31013,700.5321,48.18446,145.33778,35.7285,302656.2799,96.09,43.68631,2.24914,3.24932,326.24399,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-29,113.463,3.64016,4.30646,0.13036,84.59012,0.0543,74.60579,3.30409,8.87779,928.44891,1804.27903,704.16792,49.53412,146.24181,36.36179,299441.1074,95.29,45.52016,2.28964,3.26318,332.73094,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-30,113.772,3.55649,4.40123,0.1284,86.03056,0.0541,74.10232,3.18033,8.78757,916.04185,1815.055,701.8805,50.48865,148.67094,36.89969,292730.2196,98.39,44.22491,2.322,3.25104,334.26518,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-01-31,114.847,3.59894,4.34468,0.13606,87.49303,0.05599,74.79472,3.32356,8.9975,916.35057,1812.278,705.42873,52.40345,150.30198,36.83124,301650.4123,102.64,44.20153,2.34457,3.28267,336.77209,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-02-01,113.175,3.57399,4.23818,0.13288,87.7666,0.05556,73.89515,3.25302,8.7718,878.16295,1789.22243,695.83471,54.34483,151.92479,37.54489,297433.46,102.24,44.08586,2.28667,3.25431,335.90908,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-02-02,113.738,3.58564,4.33042,0.13355,90.42121,0.0601,75.14992,3.34103,8.88014,871.80017,1784.7788,695.93353,55.19027,152.109,37.45911,296674.9962,99.41,44.34968,2.28529,3.2217,341.33982,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-02-05,111.016,3.47472,4.33912,0.12467,87.9941,0.0613,74.5203,3.26929,8.68982,858.16606,1772.62447,689.92319,53.72531,151.72,37.18283,281310.6169,97.35,43.12189,2.23043,3.19497,327.71468,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-02-06,112.39,3.52566,4.4074,0.12834,85.71516,0.05968,75.44107,3.24483,8.85509,879.48672,1790.59804,694.00161,53.79673,154.7241,37.70392,289176.7427,99.12,43.19964,2.22503,3.22032,330.83048,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-02-07,110.441,3.54304,4.30893,0.12469,84.19801,0.05812,74.61946,3.24727,8.78313,863.76524,1759.77937,682.51922,53.26944,152.72636,36.67482,274807.104,98.51,43.21845,2.18713,3.19214,321.54797,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-02-08,112.804,3.56664,4.46624,0.13055,84.89938,0.05947,74.83706,3.30757,9.17168,900.59604,1804.05488,697.14906,54.38164,155.39612,37.02033,277036.236,99.31,43.59163,2.20306,3.25958,326.03525,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-02-09,112.247,3.5544,4.436,0.13075,85.57217,0.05662,74.75976,3.24481,9.12421,886.36676,1785.64598,690.36999,55.15123,154.96967,37.28053,273751.6685,99.68,43.21052,2.15106,3.21325,316.08719,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-02-12,111.738,3.50405,4.43078,0.13089,85.10779,0.05616,74.72435,3.17752,9.21695,880.36461,1796.62505,682.09331,55.34985,153.2528,37.61916,257929.8139,100.41,42.22227,2.15141,3.17076,313.85092,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-02-13,113.308,3.54718,4.42585,0.13367,86.79627,0.05672,74.8739,3.26758,9.21578,900.63832,1794.72401,692.4871,56.257,154.10223,37.73012,269144.6343,100.51,42.32026,2.15733,3.18836,323.5001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-02-14,113.255,3.52869,4.40814,0.13501,85.05924,0.05627,74.45265,3.21753,9.13414,900.51654,1785.83551,682.90785,56.69552,154.4134,37.237,284070.9408,101.28,42.33989,2.1046,3.08203,318.10605,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-02-15,116.26,3.56481,4.56462,0.138,87.52227,0.06094,75.0854,3.22794,9.33283,909.66313,1831.35917,692.62548,57.32067,156.98995,38.39613,283691.8534,101.03,42.48006,2.10644,3.12717,331.67013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-02-16,113.64,3.48482,4.39462,0.13724,86.52934,0.05853,74.58139,3.21246,9.211,860.63792,1800.07641,678.70582,57.02283,156.57516,37.79782,290160.0067,101.77,41.99781,1.99687,3.08147,317.65853,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-02-19,112.018,3.41637,4.39478,0.13426,84.82912,0.0585,73.90038,3.11657,8.99823,844.49349,1796.64351,677.34748,56.58989,153.44355,38.12149,247511.8267,102.34,41.34416,1.99668,3.09773,315.40432,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-02-20,113.63,3.50484,4.44949,0.14017,85.54154,0.05922,75.05021,3.15702,9.05524,852.28095,1787.26523,687.98098,56.80986,154.35364,38.423,254805.0911,103.17,42.6005,2.02972,3.04693,316.21713,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-02-21,110.34,3.3993,4.37894,0.13558,84.88286,0.06036,74.80228,3.12983,9.06852,834.53625,1716.58708,679.56651,56.23235,154.90241,37.72438,207546.2523,100.55,42.02612,1.95332,2.97051,307.55888,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-02-22,108.86,3.33824,4.34948,0.13272,82.86203,0.06039,75.52545,3.1255,8.95388,843.78349,1719.97345,677.00586,56.34544,155.66556,37.69985,161358.6372,100.02,41.39807,1.93316,2.98069,300.89347,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-02-23,108.075,3.36702,4.13544,0.1301,83.47714,0.05983,74.39112,3.24526,8.905,839.68165,1689.60958,662.53707,55.77847,151.53467,36.88279,153281.6157,99.61,41.36787,1.92738,2.9234,298.42266,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-02-26,108.893,3.34132,4.14581,0.13132,83.77755,0.05881,74.58751,3.23939,8.84998,850.11645,1731.30067,671.74129,55.7424,154.52785,37.49345,173178.1803,99.61,38.78486,1.96387,2.95506,307.76608,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-02-27,107.477,3.34403,4.06612,0.12875,83.14817,0.05725,74.37631,3.29583,8.79239,845.2862,1723.91814,668.60053,55.05203,154.175,38.07972,166075.6102,99.52,39.87938,1.96053,2.95143,299.29673,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-02-28,107.036,3.2976,4.22198,0.12698,83.14817,0.05573,73.64652,3.22119,8.60499,828.42597,1696.56731,656.93865,53.72169,151.92857,37.51728,179127.6489,98.52,39.35472,1.93877,2.98132,298.99634,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-01,105.362,3.10429,4.19989,0.12595,81.05698,0.05445,72.17509,3.06826,8.22098,838.10484,1695.1606,648.09217,52.49742,149.68042,36.75336,198413.857,97.92,39.6149,1.92755,2.95218,289.20222,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-02,103.706,2.87577,4.0009,0.12048,81.1693,0.05441,72.22437,2.90619,8.49908,849.84646,1711.26326,641.1634,52.61819,148.42977,36.32949,198225.6279,99.53,39.51303,1.92476,2.96985,292.09839,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-05,105.01,2.99531,3.90521,0.12233,82.56241,0.05472,72.78354,2.83626,8.72358,854.27254,1719.8655,636.1501,52.87602,147.05122,36.44718,214015.5063,99.98,39.67883,1.96068,3.01115,299.15084,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-06,105.71,3.03978,3.89431,0.12353,82.40582,0.05505,72.55891,2.8526,8.74096,844.75987,1750.88052,640.71729,52.08877,146.6109,36.30398,216074.6812,100.29,39.55117,1.97444,3.13009,303.68959,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-07,106.362,2.98436,3.95758,0.12359,83.31949,0.05521,72.48549,2.92511,8.66753,843.48026,1776.03344,652.71079,52.52294,149.19213,36.18909,201742.0618,99.96,41.10741,1.98251,3.08772,303.36862,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-08,106.168,2.97331,3.94,0.12563,82.71677,0.05444,71.53251,2.87868,8.55856,847.31152,1785.65442,653.6571,51.91987,150.05008,36.86346,216239.4129,102.99,40.24758,1.9398,3.04263,298.33003,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-09,104.926,2.95358,3.74606,0.12215,82.34506,0.05108,71.37882,2.9531,8.51624,840.25003,1760.85168,647.91279,52.53864,153.4775,36.63429,205889.0419,102.79,40.22596,1.9215,3.00876,288.06629,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-12,101.92,2.88616,3.61936,0.11638,80.27161,0.04748,71.1079,2.99784,8.45729,803.91828,1686.92109,642.83258,52.66878,152.43974,36.14243,177255.9287,102.7,39.67035,1.88019,2.93844,274.5153,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-13,102.338,2.89838,3.45471,0.11496,80.79835,0.04713,71.36716,3.01582,8.36399,819.16096,1719.60718,655.15844,53.40567,151.32903,36.29112,169490.3121,102.02,39.17333,1.89749,2.98743,276.76815,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-14,101.908,2.89827,3.62882,0.11882,80.91765,0.04797,71.38214,2.93447,8.3498,801.48282,1687.39765,657.85424,52.62992,149.04961,34.94696,156801.985,97.25,38.94588,1.82246,2.92215,272.39947,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-15,102.592,2.99362,3.75872,0.11919,81.53602,0.05005,71.18843,2.88771,8.211,790.62373,1694.07621,663.42767,52.93418,151.41604,35.09039,160282.695,99.29,39.41486,1.82161,2.99383,284.1783,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-16,102.935,3.06021,3.73537,0.11909,82.85125,0.04725,71.67479,2.84519,8.29834,790.42221,1725.54189,663.77374,53.2148,154.25758,34.44517,170252.6242,99.12,39.79838,1.81353,2.92823,278.93097,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-19,101.827,3.02635,3.69784,0.11684,81.18002,0.04448,70.61313,2.82758,8.3606,755.12511,1741.11766,662.1756,52.87474,153.64035,34.27868,165577.7219,97.63,38.41859,1.83532,2.97027,280.11095,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-20,101.051,2.92231,3.62974,0.11503,81.16265,0.04317,69.24068,2.82662,8.16633,779.48839,1691.15351,660.36043,51.57023,152.0929,34.35275,174464.3414,98.67,39.26918,1.8547,2.96519,286.03675,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-21,101.624,2.96177,3.7667,0.11497,81.44423,0.04522,71.8,2.82143,8.14663,789.27441,1711.58994,662.45073,50.59917,151.73564,34.51975,172995.2115,97.49,38.9637,1.80187,2.93079,283.69557,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-22,100.919,2.82291,3.72662,0.11378,82.54371,0.04466,72.12496,2.81684,8.10947,742.30636,1674.5931,656.35967,50.35626,153.87015,34.12224,169487.6579,96.15,38.78098,1.75056,2.91402,279.86797,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-23,100.551,2.77532,3.61668,0.11762,83.37365,0.04554,71.49647,2.83612,7.83434,741.3781,1641.07499,650.36689,50.16383,154.93622,34.41737,167930.4885,96.76,38.56797,1.81335,2.91357,282.64595,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-26,101.989,2.90249,3.61095,0.11867,84.94845,0.04536,71.21706,2.83554,7.89612,762.77133,1662.17619,653.54801,49.70535,154.96349,34.89571,167165.5072,97.82,38.4044,1.87021,2.99288,284.57871,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-27,101.519,2.8165,3.69652,0.11589,84.86925,0.04513,70.93508,2.8138,7.89341,781.1229,1712.41414,656.0881,49.73567,154.60808,34.65287,160178.5774,97.1,38.48121,1.84767,2.98225,283.9654,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-28,101.738,2.87947,3.80554,0.11619,83.91051,0.04644,70.88795,2.78878,7.91053,776.68442,1686.14726,655.80849,49.61624,155.19669,34.17982,151558.6095,96.92,37.88958,1.81179,2.97339,288.0026,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-29,100.733,2.86741,3.79331,0.11392,83.68857,0.04774,70.46142,2.80067,7.85239,761.68165,1686.37716,662.12886,49.66059,158.55915,34.0973,141950.3652,95.7,37.7168,1.78391,2.86357,287.46082,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-03-30,100.36,2.89551,3.6423,0.11363,82.71133,0.04751,70.34175,2.79365,7.90104,763.07524,1715.42396,668.01648,49.57838,157.99932,33.20417,154851.5223,96.69,37.75967,1.78762,2.81419,289.43952,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-02,98.987,2.89066,3.57985,0.10985,79.85026,0.04601,70.53985,2.77596,7.83952,746.88008,1715.4849,667.53679,50.04995,158.69805,32.51577,144778.2075,96.33,36.65518,1.76451,2.80417,286.63434,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-03,96.16,2.76273,3.57694,0.10573,77.58259,0.0449,67.36471,2.71239,7.86082,719.3955,1658.68952,648.36066,49.72503,154.99989,31.40577,128029.356,94.34,37.24493,1.70972,2.71733,277.34935,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-04,93.247,2.54089,3.50097,0.10054,77.34369,0.04328,62.27563,2.60698,7.77861,722.13535,1639.00733,643.14735,50.02223,154.27526,31.62062,128763.8674,94.47,37.67644,1.70529,2.64258,271.5664,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-05,95.489,2.55413,3.51926,0.1024,77.34369,0.04253,62.23273,2.63003,7.89777,749.29195,1688.6747,652.18652,50.98021,154.79217,32.65047,139162.5349,96.81,37.94266,1.80984,2.7582,280.04567,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-06,95.999,2.68231,3.48545,0.10554,78.82953,0.04157,60.319,2.59674,7.83165,749.85533,1677.79841,644.33411,51.07577,151.69839,31.94552,134960.949,96.83,37.5488,1.80178,2.74419,280.91774,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-09,95.443,2.64995,3.46171,0.10372,76.95666,0.04169,57.82299,2.56706,7.87426,756.82522,1717.52578,645.19497,51.51242,144.9237,32.49983,131336.701,95.88,38.7342,1.79239,2.77681,287.05266,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-10,97.683,2.75172,3.43897,0.10449,76.4295,0.04399,59.10638,2.62381,8.01852,790.33405,1808.50383,652.88091,52.05437,146.4947,33.70792,130126.4872,97.14,38.80378,1.84504,2.76224,293.84556,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-11,99.674,2.91623,3.28574,0.10957,77.62598,0.04397,60.57176,2.65809,7.94839,774.68447,1823.03368,654.55863,51.72586,141.54827,34.66582,139937.6165,97.52,40.22763,1.86418,2.82572,298.04706,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-12,99.274,2.9602,3.12904,0.11206,77.75111,0.04361,59.84637,2.75507,7.92613,768.96199,1808.81364,648.16618,51.50918,140.92577,34.57076,142302.6547,99.85,39.95212,1.86805,2.83894,298.33191,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-13,99.394,2.97098,3.14131,0.11297,77.6872,0.04377,61.49722,2.77078,7.95627,771.73115,1815.32748,650.50034,51.69468,141.43327,34.72989,149971.9989,99.85,40.09599,1.88191,2.92494,299.93015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-16,99.62,2.98069,3.22161,0.10994,76.77505,0.04273,61.77041,2.76216,7.98722,749.07065,1801.5237,649.08014,51.82649,141.93217,34.75416,161723.6789,99.85,40.21365,1.88142,2.90456,299.72395,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-17,99.78,2.87848,3.32876,0.11229,76.91967,0.04245,61.2859,2.71386,7.96318,749.40931,1860.00114,657.68404,51.67187,141.40909,34.63021,148497.6102,100.9,39.13049,1.87668,2.87592,292.87472,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-18,103.938,3.03154,3.45274,0.11906,77.6837,0.0414,60.10144,2.82523,7.83773,772.86023,1890.18034,664.32157,51.00274,140.34896,35.23112,145895.0362,104.85,37.86319,1.91509,2.91338,305.76461,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-19,103.569,3.13431,3.55,0.12651,78.29036,0.03971,60.02516,2.81322,7.83923,745.29755,1817.43719,673.7269,50.69325,141.43203,35.1345,150698.1842,104.29,38.56449,1.90819,2.9307,309.89507,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-20,100.555,3.0189,3.53013,0.1212,77.67113,0.03621,60.04939,2.68697,7.63706,690.91573,1769.72904,654.43751,50.04114,140.41517,34.36835,153482.6816,103.95,38.0271,1.90345,2.91246,304.50214,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-23,100.515,3.04649,3.56492,0.1234,77.60629,0.03634,60.37927,2.70312,7.72004,700.50603,1759.26674,659.85402,50.22329,140.27232,34.34691,155074.8371,103.67,39.33075,1.87094,2.87323,298.10745,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-24,101.029,3.02726,3.58771,0.12308,77.56875,0.0369,60.32063,2.75622,7.79402,712.57441,1785.42927,659.69488,49.42685,140.23825,34.78358,162340.4286,102.58,39.20411,1.88714,2.83718,296.79442,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-25,100.978,3.04746,3.59401,0.12526,77.04937,0.03762,60.26933,2.73894,7.87987,708.84455,1787.92512,656.32616,49.03252,138.85012,34.95897,163961.8174,102.57,39.10632,1.884,2.80105,298.16344,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-26,101.527,3.06918,3.51118,0.12298,76.74032,0.03655,60.79056,2.7077,7.65698,737.94594,1826.56639,661.63899,48.72726,138.17673,35.27345,177959.9741,103.08,38.44511,1.88213,2.79875,303.59616,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-27,103.029,3.15258,3.42042,0.12225,75.24094,0.03751,62.54658,2.76234,7.69537,769.9208,1839.43413,689.09034,49.61754,140.89256,35.98673,221606.8678,103.7,38.95979,1.88861,2.82275,307.45641,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-04-30,105.004,3.16358,3.53377,0.12849,74.05478,0.03953,62.55652,2.81705,7.55454,787.26862,1862.45598,697.24808,49.92235,142.81885,36.77153,220262.5743,104.58,38.88528,1.88441,2.77544,301.67413,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-05-01,104.446,3.13851,3.50642,0.12762,74.05478,0.04078,62.06738,2.79496,7.47993,774.44676,1847.05072,688.25148,49.50433,141.75333,36.57023,211566.2348,104.58,38.5807,1.88312,2.76332,299.08717,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-05-02,105.51,3.34093,3.53068,0.1307,71.50951,0.04087,65.11467,2.79301,7.71858,766.48603,1872.39884,687.9677,49.33032,143.64085,36.19408,206964.7968,103.75,39.12098,1.90827,2.76778,299.40391,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-05-03,105.393,3.3775,3.52721,0.13248,73.24361,0.04308,64.90679,2.78221,7.85963,770.29154,1883.77221,688.57331,49.76844,144.7803,35.89081,221537.7978,102.25,39.42683,1.92762,2.73577,301.38271,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-05-04,104.635,3.23492,3.54062,0.1321,71.1029,0.0437,61.02171,2.76802,7.82149,773.73672,1880.22471,692.63287,50.04283,145.73315,36.05567,222203.4264,101.53,39.20204,2.01495,2.7054,297.32085,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-05-07,105.285,3.25167,3.60085,0.13501,70.79161,0.0439,61.29463,2.78199,7.78238,772.1925,1870.13365,698.24652,51.36289,146.61096,36.74042,216790.4454,100.17,40.39255,2.02074,2.76892,296.42231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-05-08,105.549,3.26447,3.66444,0.13354,69.69082,0.04405,61.08201,2.80244,7.79084,761.88066,1869.32692,709.43982,55.55214,147.05475,36.78379,226462.8787,100.17,41.16625,2.00898,2.77154,295.60143,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-05-09,105.614,3.30699,3.64082,0.13096,70.85912,0.04326,61.40471,2.84743,7.81797,762.04534,1892.0839,707.77883,55.68501,148.36725,36.99376,215778.5312,98.79,40.61625,1.97432,2.7901,290.36778,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-05-10,105.707,3.29189,3.63752,0.13126,69.32711,0.04232,61.77593,2.87703,7.85287,774.70413,1901.62466,721.13885,56.28097,150.45266,37.50873,216610.3368,98.3,41.49781,2.02323,2.85706,300.52794,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2001-05-11,106.174,3.27722,3.63711,0.13285,71.30124,0.04226,61.8225,2.82828,8.18831,757.38387,1913.81816,726.52692,56.48993,151.46076,37.4127,210268.1746,98.52,41.69663,2.00108,2.87375,300.71401,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
